OpenedYear,Status,PracticeCode,PracticeName,NAICS,NAICS Name,BusinessStreetLine1,BusinessCity,BusinessState,PracticeId,id
2020,Closed,301,Failure To Deliver/Perform,513200-Cable Networks & Program Distribution,,Office of the President,Dallas,TX,33,33000560323
2015,Closed,13,Misrepresentation of product or service,561620-Security Systems (including locksmiths),Security Systems (including locksmiths),PO Box 1448,Silverdale,WA,10,10000465383
2013,Closed,320,Unsatisfactory Repair/Service,531390-Timeshare exchange services,,,Boca Raton,FL,42,42000440402
2016,Closed,303,Questionable Quality Product/Service,441100-Automotive Dealers,Automotive Dealers,1632 River Rd,Puyallup,WA,35,35000482312
2021,New,999,Other/Miscellaneous,920000-Public Administration,,409 3rd St SW,Washington,DC,60,60000588537
2020,Closed,996,COVID-19,722000-Restaurants and Bars,,,Federal Way,WA,216,216000568886
2016,Closed,404,Collection Practices,621100-Office of Physicians,,,Edison,NJ,46,46000478412
2019,Closed,303,Questionable Quality Product/Service,221200-Natural Gas Distribution,,PO Box 3525,Houston,TX,35,35000546861
2014,Closed,320,Unsatisfactory Repair/Service,454100-Electronic Shopping & Mail Order Houses,Electronic Shopping & Mail Order Houses,PO Box 81226,Seattle,WA,42,42000443634
2018,New,999,Other/Miscellaneous,454300-Direct Selling Establishments (including home fuel,,7609 MacArthur Blvd,Vancouver,WA,60,60000535271
2020,Closed,22,Failure To Adjust/Refund,454100-Electronic Shopping & Mail Order Houses,,,,  ,16,16000573810
2018,Closed,100,Misrepresentation of Terms,722000-Restaurants and Bars,,,Kent,WA,22,22000540445
2019,New,999,Other/Miscellaneous,522210-Credit Card Issuing,,PO Box 1966,San Ramon,CA,60,60000544816
2017,New,999,Other/Miscellaneous,511140,Database & Directory Publishers,PO Box 4145,Bellevue,WA,60,60000497980
2019,Closed,7,Warranty,441100-Automotive Dealers,,14325 Lake Rd,Lynnwood,WA,6,6000557210
2015,Closed,320,Unsatisfactory Repair/Service,"453000-Misc. Stores (incl. florists, office supplies, gif",,,Shoreline,WA,42,42000469450
2014,Closed,61,Phishing,993000-Phishing,Phishing,,,  ,111,111000455427
2017,Closed,448,Student Loan Issue,522291-Consumer Lending (includes Payday Lenders),,220 Lasley Ave,Wilkes-Barre,PA,187,187000498743
2013,Closed,104,Non-Fulfillment,"523999-Transfer Agents, securities:  Misc (Money Transfer",,,Bellevue,WA,23,23000423032
2020,Closed,301,Failure To Deliver/Perform,"711300-Promoters of performing arts, sports & similar eve",,220 Nickerson St,Seattle,WA,33,33000576886
2013,Closed,641,Failed communication attempts,531190-MHU Use Only - MH landlord,MHU Use Only - MH landlord,8405 SE 53rd Pl,Mercer Island,WA,158,158000430273
2018,New,999,Other/Miscellaneous,513200-Cable Networks & Program Distribution,,Office of the President,Dallas,TX,60,60000525428
2019,Closed,998,Governement agency complaint,920000-Public Administration,,2320 Salnave Rd,Medical Lake,WA,179,179000547829
2017,New,999,Other/Miscellaneous,441100-Automotive Dealers,,10515 Evergreen Wy,Everett,WA,60,60000503662
2020,Closed,996,COVID-19,713940-Fitness & Recreational Industries,,,Newcastle,WA,216,216000572672
2018,Closed,997,Employment Issue,722000-Restaurants and Bars,,,Seattle,WA,183,183000540620
2016,Closed,642,Landlord/Tenant - Residential,531311-Residential property managers (includes landlords),Residential property managers (includes landlords),2301 62nd Ave E,Fife,WA,159,159000478936
2014,Closed,22,Failure To Adjust/Refund,446100-Health & Personal Care Stores,Health & Personal Care Stores,24555 Hallwood Ct,Farmington Hills,MI,16,16000458282
2019,New,999,Other/Miscellaneous,454100-Electronic Shopping & Mail Order Houses,,550 W Old Country Rd,Hicksville,NY,60,60000551973
2017,Closed,301,Failure To Deliver/Perform,"335000-Electronic Equip., Appliance & Component Mfg'ring ",,70 Queen's Rd Central,Hong Kong,  ,33,33000510421
2014,Closed,301,Failure To Deliver/Perform,441100-Automotive Dealers,Automotive Dealers,201 S 7th St,Renton,WA,33,33000455400
2019,Closed,17,Imposter scam,992000-Advance Fee Fraud,,,,  ,194,194000556249
2014,Closed,100,Misrepresentation of Terms,513320-Telecommunications/Wireless,Telecommunications/Wireless,6955 S Morelos Pl,Chandler,AZ,22,22000450590
2021,New,999,Other/Miscellaneous,513320-Telecommunications/Wireless,,PO Box 37380,Albuquerque,NM,60,60000591319
2020,Closed,412,Alleged criminal activity,622000-Hospitals,,9601 Steilacoom BLVD SW,Lakewood,WA,196,196000577681
2018,Closed,301,Failure To Deliver/Perform,522210-Credit Card Issuing,,PO Box 14720 ,Austin,TX,33,33000524892
2017,Closed,5,Bait & Switch,441100-Automotive Dealers,,PO Box 1679,Vancouver,WA,4,4000505713
2016,Closed,30,Data Breach,"560000-Admin. & support services (office admin., faciliti","Admin. & support services (office admin., faciliti",717 N Harwood St Ste 2500,Dallas,TX,115,115000492292
2019,Closed,22,Failure To Adjust/Refund,541800-Advertising & Related Services (includes coupon bo,,3350 161st Ave SE,Bellevue,WA,16,16000546240
2015,Closed,206,Right To Cancel,481000-Air Transportation,Air Transportation,135 W 50th St Ste 500,New York,NY,30,30000459843
2020,Closed,22,Failure To Adjust/Refund,"711300-Promoters of performing arts, sports & similar eve",,220 Nickerson St,Seattle,WA,16,16000582174
2019,New,999,Other/Miscellaneous,454100-Electronic Shopping & Mail Order Houses,,,,  ,60,60000553370
2019,Closed,19,Inadequate Disclosure,441310-Automotive Parts & Access. Stores - Retail,,PO Box 5350,Bend,OR,13,13000548620
2016,Closed,404,Collection Practices,522220-Sales financing (installment or short-term business),Sales financing (installment or short-term business),5201 Rufe Snow Dr,North Richland Hills,TX,46,46000487241
2019,Closed,316,Billing Issues,522390-Real Estate Loan Servicing,,1308 Wireless Wy,Oklahoma City,OK,107,107000542876
2019,New,316,Billing Issues,621300-Offices of Other Health Professionals,,1145 Broadway Plaza Ste 1150,Tacoma,WA,107,107000548686
2020,New,999,Other/Miscellaneous,524000-Insurance Carriers & Related Activities,,16502 Road To Morocco,San Diego,CA,60,60000562498
2015,Closed,301,Failure To Deliver/Perform,541100-Legal Services- Attorneys,,,Chicago,IL,33,33000469481
2020,New,999,Other/Miscellaneous,454100-Electronic Shopping & Mail Order Houses,,2145 Hamilton Ave,San Jose,CA,60,60000582684
2013,Closed,444,Foreclosure Issue,522390-Real Estate Loan Servicing,Real Estate Loan Servicing,1000 Samoset Dr,Newark,DE,155,155000438657
2014,Closed,402,Collections - Threatening behavior includes arrest,561440-Collection Agencies,,,,  ,184,184000445565
2018,Closed,404,Collection Practices,561440-Collection Agencies,,1214 N 16th Ave,Yakima,WA,46,46000539647
2016,New,999,Other/Miscellaneous,811100-Automotive Repair & Maintenance,,,Charlotte,NC,60,60000485859
2013,Closed,316,Billing Issues,541620-Legal Services- All other legal services,,,Sequim,WA,107,107000424279
2019,New,999,Other/Miscellaneous,"444000-Building materials (incl. plumbing stores), garden",,2455 Paces Ferry Rd B3,Atlanta,GA,60,60000545925
2019,Closed,301,Failure To Deliver/Perform,441100-Automotive Dealers,,Customer Relations Specialist,Minnetonka,MN,33,33000551942
2016,Closed,320,Unsatisfactory Repair/Service,811100-Automotive Repair & Maintenance,,727 E Pacific,Spokane,WA,42,42000491177
2016,Closed,301,Failure To Deliver/Perform,513310-Wired Telecommunications Carriers,Wired Telecommunications Carriers,6704 N Nevada St Ste #6,Spokane,WA,33,33000482511
2020,Open,613,Landlord Prohibited Acts,531190-MHU Use Only - MH landlord,,18006 Sky Park Cir Ste 200,Irvine,CA,129,129000562431
2018,Closed,422,Credit/Financing,561450-Credit Bureaus,,PO Box 105139,Atlanta,GA,49,49000530597
2013,Closed,58,Telemarketing,990000-Unclassified Establishments,,,,NY,20,20000427001
2015,Closed,203,Internet & Mobile device based transaction,511210-Software Publishers,Software Publishers,One Microsoft Wy,Redmond,WA,27,27000459312
2017,Closed,222,Advance Fee Fraud,"541191-Title Companies, Real Estate",,1546 NW 56th St,Seattle,WA,114,114000506028
2014,Closed,316,Billing Issues,621300-Offices of Other Health Professionals,,,Puyallup,WA,107,107000442595
2018,New,999,Other/Miscellaneous,441100-Automotive Dealers,,7401 S Tacoma Wy,Tacoma,WA,60,60000534785
2018,Closed,323,Invoice - misleading or fraudulent,454100-Electronic Shopping & Mail Order Houses,,,Costa Mesa,CA,182,182000530500
2018,Closed,26,Advertising,453300-Used merchandise stores,,,Vancouver,WA,19,19000532701
2018,New,999,Other/Miscellaneous,"532100-Automotive Rental & Leasing (includes cars, trucks",,4500 S 129th E Ave,Tulsa,OK,60,60000537355
2020,New,999,Other/Miscellaneous,454100-Electronic Shopping & Mail Order Houses,,PO Box 81226,Seattle,WA,60,60000575677
2014,Closed,28,Other Vulnerable Audience Exploitation,513200-Cable Networks & Program Distribution,Cable Networks & Program Distribution,One Stop,Provo,UT,103,103000451664
2017,New,999,Other/Miscellaneous,522390-Real Estate Loan Servicing,,c/o Robert William McDonald,Seattle,WA,60,60000505489
2020,Closed,62,Price Gouging,454100-Electronic Shopping & Mail Order Houses,,,,WA,116,116000564007
2019,Closed,203,Internet & Mobile device based transaction,990000-Unclassified Establishments,,PO Box 2999,Bloomington,IL,27,27000548264
2019,Closed,59,Automatic Dialing,990000-Unclassified Establishments,,,,  ,21,21000555497
2020,Closed,13,Misrepresentation of product or service,"310000-Food, beverage, tobacco, textiles, apparel Manufac",,,Livingston,CA,10,10000583057
2017,Closed,998,Governement agency complaint,921190-Government (General),,PO Box 9030,Olympia,WA,179,179000499403
2017,Closed,13,Misrepresentation of product or service,713940-Fitness & Recreational Industries,,159 Western Ave W #335,Seattle,WA,10,10000508029
2013,Closed,320,Unsatisfactory Repair/Service,513320-Telecommunications/Wireless,Telecommunications/Wireless,PO Box 169014,Irving,TX,42,42000426386
2020,New,999,Other/Miscellaneous,522320-Financial Transaction Processing,,,San Diego,CA,60,60000583747
2013,Closed,320,Unsatisfactory Repair/Service,522110-Commercial Banking,Commercial Banking,Wells Fargo Bank ,Charlotte,NC,42,42000440514
2016,New,999,Other/Miscellaneous,990000,Unclassified Establishments,,,  ,60,60000491711
2013,Closed,100,Misrepresentation of Terms,713940-Fitness & Recreational Industries,Fitness & Recreational Industries,2629 SW Andover St,Seattle,WA,22,22000436628
2017,Closed,448,Student Loan Issue,611000-Educational Services,,13000 N Meridian St,Carmel,IN,187,187000501556
2014,Closed,631,Road Maintenance,531190-MHU Use Only - MH landlord,MHU Use Only - MH landlord,11920 E Mansfield Ave #40A,Spokane,WA,146,146000448150
2019,Closed,203,Internet & Mobile device based transaction,518210-Web Hosting,,,Garner,NC,27,27000546250
2019,Closed,22,Failure To Adjust/Refund,561510-Travel Agents,,800 Connecticut Ave,Norwalk,CT,16,16000558885
2019,Closed,414,Tech Support Scam,999000-Tech Support Scam,,This is the ALL major,,  ,202,202000543143
2019,Closed,638,Utilities,531190-MHU Use Only - MH landlord,,4611 NW Fruit Valley Rd #102,Vancouver,WA,153,153000524898
2017,Closed,316,Billing Issues,513200-Cable Networks & Program Distribution,,PO Box 9040,Littleton,CO,107,107000503460
2019,Closed,410,Discrimination,445110-Supermarkets,,10718 NE 68th St,Kirkland,WA,47,47000558709
2018,New,999,Other/Miscellaneous,811100-Automotive Repair & Maintenance,,205 Rainier Ave S,Renton,WA,60,60000535044
2018,Open,999,Other/Miscellaneous,622000-Hospitals,,PO Box 96208,Oklahoma City,OK,60,60000537485
2016,Closed,15,Privacy Abuse,"813219-Charities, Grantmaking, Civic & Giving Services","Charities, Grantmaking, Civic & Giving Services",2300 Clarendon Blvd Ste 1305,Arlington,VA,67,67000494475
2017,New,999,Other/Miscellaneous,441100-Automotive Dealers,,3500 NE Auto Mall Dr,Vancouver,WA,60,60000511120
2014,Closed,521,Business Failure or Bankruptcy,"453000-Misc. Stores (incl. florists, office supplies, gif","Misc. Stores (incl. florists, office supplies, gif",,,WA,56,56000449753
2014,Closed,22,Failure To Adjust/Refund,561310-Employment Placement Agencies,,,Houston,TX,16,16000444631
2013,Closed,316,Billing Issues,561620-Security Systems (including locksmiths),Security Systems (including locksmiths),1501 Yamato Rd,Boca Raton,FL,107,107000429397
2019,New,999,Other/Miscellaneous,522390-Real Estate Loan Servicing,,PO Box 5432,Mount Laurel,NJ,60,60000556708
2013,Closed,641,Failed communication attempts,531390-Timeshare exchange services,Timeshare exchange services,65 Pine Ave Ste 857,Long Beach,CA,158,158000435365
2020,New,999,Other/Miscellaneous,441100-Automotive Dealers,,6969 Tyee Dr SW,Olympia,WA,60,60000561105
2019,New,999,Other/Miscellaneous,"922000-Justice, Public Order & Safety",,,Fircrest,WA,60,60000546550
2015,Closed,11,Service Protection Plan Issue,513200-Cable Networks & Program Distribution,,1323 34th Ave,Fife,WA,198,198000472864
2015,Closed,203,Internet & Mobile device based transaction,454100-Electronic Shopping & Mail Order Houses,Electronic Shopping & Mail Order Houses,PO Box 81226,Seattle,WA,27,27000464393
2014,Closed,301,Failure To Deliver/Perform,"235000-Special trade Contractors (includes plumbers, elec","Special trade Contractors (includes plumbers, elec",75 Palmer Ave,Cottage Grove,OR,33,33000455574
2014,Closed,206,Right To Cancel,713940-Fitness & Recreational Industries,Fitness & Recreational Industries,2629 SW Andover St,Seattle,WA,30,30000449483
2014,Closed,630,Repair timeline,531190-MHU Use Only - MH landlord,,7720 192nd Pl NE,Arlington,WA,145,145000454729
2018,New,999,Other/Miscellaneous,522390-Real Estate Loan Servicing,,1000 Samoset Dr,Newark,DE,60,60000531041
2014,Closed,320,Unsatisfactory Repair/Service,541940-Veterinary Services,,,Kirkland,WA,42,42000456105
2021,New,999,Other/Miscellaneous,713990-Amusement & Recreational Industries,,,Redmond,WA,60,60000591542
2014,Closed,998,Governement agency complaint,561440-Collection Agencies,,,Yakima,WA,179,179000447425
2017,Closed,320,Unsatisfactory Repair/Service,621330-Mental health practitioners,,1920 N Coit Rd - Ste 200-203,Richardson,TX,42,42000505341
2020,New,999,Other/Miscellaneous,"541600-Management, scientific & technical services",,,Auburn,WA,60,60000581929
2021,Closed,412,Alleged criminal activity,713940-Fitness & Recreational Industries,,21333 SE 20th St,Sammamish,WA,196,196000590389
2016,Closed,203,Internet & Mobile device based transaction,454100-Electronic Shopping & Mail Order Houses,,,Vancouver,WA,27,27000492689
2020,New,999,Other/Miscellaneous,"335000-Electronic Equip., Appliance & Component Mfg'ring ",,,Suwanee,GA,60,60000576203
2015,Closed,25,Refund Policies,454100-Electronic Shopping & Mail Order Houses,Electronic Shopping & Mail Order Houses,1117 1st Ave,Seattle,WA,18,18000459537
2016,Closed,206,Right To Cancel,454100-Electronic Shopping & Mail Order Houses,,,San Diego,CA,30,30000496551
2016,New,999,Other/Miscellaneous,511140,Database & Directory Publishers,1030 E Washington St,Indianapolis,IN,60,60000496658
2016,Closed,206,Right To Cancel,454100-Electronic Shopping & Mail Order Houses,,,Grovetown,GA,30,30000489930
2016,Closed,301,Failure To Deliver/Perform,454100-Electronic Shopping & Mail Order Houses,Electronic Shopping & Mail Order Houses,PO Box 81226,Seattle,WA,33,33000484871
2019,New,999,Other/Miscellaneous,523930-Financial Planning,,,Nooksack,WA,60,60000544470
2017,New,999,Other/Miscellaneous,990000-Unclassified Establishments,,,,  ,60,60000512716
2016,Closed,16,Identity Theft,513320-Telecommunications/Wireless,Telecommunications/Wireless,PO Box 37380,Albuquerque,NM,102,102000483492
2015,Closed,13,Misrepresentation of product or service,514191-Internet service providers/info. services (doesn't,Internet service providers/info. services (doesn't,110 Glendon Ave Ste 700,Los Angeles,CA,10,10000467221
2013,Closed,304,Questionable Quality/Used,441100-Automotive Dealers,Automotive Dealers,7004 S Tacoma Wy,Tacoma,WA,36,36000438806
2020,New,999,Other/Miscellaneous,713940-Fitness & Recreational Industries,,,New York,NY,60,60000579985
2020,Closed,301,Failure To Deliver/Perform,454100-Electronic Shopping & Mail Order Houses,,PO Box 81226,Seattle,WA,33,33000559906
2020,Closed,203,Internet & Mobile device based transaction,481000-Air Transportation,,PO Box 20980,Atlanta,GA,27,27000574399
2018,Closed,206,Right To Cancel,812112-Beauty Salons,,,Everett,WA,30,30000524280
2019,Closed,203,Internet & Mobile device based transaction,992000-Advance Fee Fraud,,,Columbus,OH,27,27000547928
2020,New,999,Other/Miscellaneous,531390-Timeshare exchange services,,6277 Sea Harbor Dr,Orlando,FL,60,60000577301
2015,Closed,206,Right To Cancel,454100-Electronic Shopping & Mail Order Houses,,c/o Ticket Fulfillment Services LP,Seaford,DE,30,30000470984
2014,Closed,203,Internet & Mobile device based transaction,"711300-Promoters of performing arts, sports & similar eve","Promoters of performing arts, sports & similar eve",344 N Ogden Ave 4th Fl,Chicago,IL,27,27000450045
2017,Closed,100,Misrepresentation of Terms,522130-Credit Unions,,51 Gage Blvd,Richland,WA,22,22000508148
