PlaceRef,PropDesc,RateableVal,AccountName,LiabStart,PropAddress1,PropAddress2,PropAddress3,PropAddress4,PropAddress5,PropPostCode,Address1,Address2,Address3,Address4,Address5,PostCode,MandRlfCd,DiscRlfCd,AddRlfCd,MandRlf,DiscRlf,AdditionalRlf,SBRRlf,TRDisc/SSBCd,TRDisc/SSBAmt
4834999009,COMMUNICATION STATION AND PREMISES,7200,TELEFONICA UK LTD,01/11/1995,SITE 1615 AT,WATER TREATMENT WORKS,HEATHSIDE PARK ROAD,CHEADLE HEATH,STOCKPORT,SK3 0RB,C/O RATE ACCOUNT MANAGEMENT,COLLIERS INTERNATIONAL RATING UK LLP,12TH FLOOR ELEVEN BRINDLEY PLACE,2 BRUNSWICK SQUARE,BIRMINGHAM,B1 2LP,,,,0.0,0.0,0.0,0.0,,0.0
7395121019,COMMUNICATION STATION AND PREMISES,3100,TELEFONICA UK LTD,06/01/2011,O2 41603,JUNCTION OF REDWOOD CLOSE,STOCKPORT ROAD,CHEADLE HEATH,STOCKPORT,SK3 0NS,C/O RATE ACCOUNT MANAGEMENT,COLLIERS INTERNATIONAL RATING UK LLP,12TH FLOOR ELEVEN BRINDLEY PLACE,2 BRUNSWICK SQUARE,BIRMINGHAM,B1 2LP,,,,0.0,0.0,0.0,0.0,,0.0
4652019009,COMMUNICATION STATION AND PREMISES,6900,TELEFONICA UK LTD,01/08/2000,CELL NO 10744,NORBURY FARM,JACKSONS LANE,HAZEL GROVE,STOCKPORT,SK7 5JS,C/O RATE ACCOUNT MANAGEMENT,COLLIERS INTERNATIONAL RATING UK LLP,12TH FLOOR ELEVEN BRINDLEY PLACE,2 BRUNSWICK SQUARE,BIRMINGHAM,B1 2LP,,,,0.0,0.0,0.0,0.0,,0.0
6032013209,COMMUNICATION STATION AND PREMISES,12000,TELEFONICA UK LTD,01/04/2017,O2 SITE AT,WHITEHILL HOUSE,NEWBY ROAD,HAZEL GROVE,STOCKPORT,SK7 5DA,C/O RATE ACCOUNT MANAGEMENT,COLLIERS INTERNATIONAL RATING UK LLP,12TH FLOOR ELEVEN BRINDLEY PLACE,2 BRUNSWICK SQUARE,BIRMINGHAM,B1 2LP,,,,0.0,0.0,0.0,0.0,,0.0
6438004249,COMMUNICATION STATION AND PREMISES,6900,TELEFONICA UK LTD,10/11/2011,SITE SK0039,BRAMHALL MOOR TECHNOLOGY PARK,PEPPER ROAD,HAZEL GROVE,STOCKPORT,SK7 5BW,C/O RATE ACCOUNT MANAGEMENT,COLLIERS INTERNATIONAL RATING UK LLP,12TH FLOOR ELEVEN BRINDLEY PLACE,2 BRUNSWICK SQUARE,BIRMINGHAM,B1 2LP,,,,0.0,0.0,0.0,0.0,,0.0
7229025309,COMMUNICATION STATION AND PREMISES,12500,TELEFONICA UK LTD,01/04/2004,SITE 18261,HAZEL GROVE IND ESTATE,SCHOOL STREET,HAZEL GROVE,STOCKPORT,SK7 4RA,C/O RATE ACCOUNT MANAGEMENT,COLLIERS INTERNATIONAL RATING UK LLP,12TH FLOOR ELEVEN BRINDLEY PLACE,2 BRUNSWICK SQUARE,BIRMINGHAM,B1 2LP,,,,0.0,0.0,0.0,0.0,,0.0
1008000019,COMMUNICATION STATION AND PREMISES,4800,TELEFONICA UK LTD,01/04/2005,SITE 34689,CORNER OF PARK ROAD,BUXTON ROAD,HIGH LANE,STOCKPORT,SK6 8DY,C/O RATE ACCOUNT MANAGEMENT,COLLIERS INTERNATIONAL RATING UK LLP,12TH FLOOR ELEVEN BRINDLEY PLACE,2 BRUNSWICK SQUARE,BIRMINGHAM,B1 2LP,,,,0.0,0.0,0.0,0.0,,0.0
8105501219,COMMUNICATION STATION AND PREMISES,13500,TELEFONICA UK LTD,01/04/2010,MM02 (10753) ROOF OF,GOYT MILL,UPPER HIBBERT LANE,MARPLE,STOCKPORT,SK6 7HX,C/O RATE ACCOUNT MANAGEMENT,COLLIERS INTERNATIONAL RATING UK LLP,12TH FLOOR ELEVEN BRINDLEY PLACE,2 BRUNSWICK SQUARE,BIRMINGHAM,B1 2LP,,,,0.0,0.0,0.0,0.0,,0.0
7967279119,COMMUNICATION STATION AND PREMISES,12750,TELEFONICA UK LTD,01/05/1999,SIRE 4933,WOODBANK WORKS,TURNCROFT LANE,OFFERTON,STOCKPORT,SK1 4AR,C/O RATE ACCOUNT MANAGEMENT,COLLIERS INTERNATIONAL RATING UK LLP,12TH FLOOR ELEVEN BRINDLEY PLACE,2 BRUNSWICK SQUARE,BIRMINGHAM,B1 2LP,,,,0.0,0.0,0.0,0.0,,0.0
3422307029,COMMUNICATION STATION AND PREMISES,4300,TELEFONICA UK LTD,01/04/2004,SITE 16831,JUNCTION OF MILL LANE/,GORTON ROAD,REDDISH,STOCKPORT,SK5 6XD,C/O RATE ACCOUNT MANAGEMENT,COLLIERS INTERNATIONAL RATING UK LLP,12TH FLOOR ELEVEN BRINDLEY PLACE,2 BRUNSWICK SQUARE,BIRMINGHAM,B1 2LP,,,,0.0,0.0,0.0,0.0,,0.0
983000009,COMMUNICATION STATION AND PREMISES,8400,TELEFONICA UK LTD,01/04/2004,MM02(5014),ON NATIONAL GRID PYLON ZZC39,BUNKERS HILL,ROMILEY,STOCKPORT,SK6 3LQ,C/O RATE ACCOUNT MANAGEMENT,COLLIERS INTERNATIONAL RATING UK LLP,12TH FLOOR ELEVEN BRINDLEY PLACE,2 BRUNSWICK SQUARE,BIRMINGHAM,B1 2LP,,,,0.0,0.0,0.0,0.0,,0.0
7454000089,COMMUNICATION STATION AND PREMISES,6000,TELEFONICA UK LTD,01/04/2010,SITE REF 37611,ROMILEY STATION MAINTENANCE COMPOUND OFF,STOCKPORT ROAD,ROMILEY,STOCKPORT,SK6 4BG,C/O RATE ACCOUNT MANAGEMENT,COLLIERS INTERNATIONAL RATING UK LLP,12TH FLOOR ELEVEN BRINDLEY PLACE,2 BRUNSWICK SQUARE,BIRMINGHAM,B1 2LP,,,,0.0,0.0,0.0,0.0,,0.0
3935192059,COMMUNICATION STATION AND PREMISES,4750,TELEFONICA UK LTD,13/07/2012,MM02 (SITE 4507) ADJ,EMERY HOUSE,192 HEATON MOOR ROAD,STOCKPORT,,SK4 4DU,C/O RATE ACCOUNT MANAGEMENT,COLLIERS INTERNATIONAL RATING UK LLP,12TH FLOOR ELEVEN BRINDLEY PLACE,2 BRUNSWICK SQUARE,BIRMINGHAM,B1 2LP,,,,0.0,0.0,0.0,0.0,,0.0
1095001019,COMMUNICATION STATION AND PREMISES,12750,TELEFONICA UK LTD,01/04/2003,SITE NO 5673,BRAMHALL PRECINCT,BRAMHALL,STOCKPORT,,SK7 1AW,C/O RATE ACCOUNT MANAGEMENT,COLLIERS INTERNATIONAL RATING UK LLP,12TH FLOOR ELEVEN BRINDLEY PLACE,2 BRUNSWICK SQUARE,BIRMINGHAM,B1 2LP,,,,0.0,0.0,0.0,0.0,,0.0
1888001039,COMMUNICATION STATION AND PREMISES,6900,TELEFONICA UK LTD,01/09/2003,SITE 4505,CROMWELL ROAD,BREDBURY,STOCKPORT,,SK6 2RP,C/O RATE ACCOUNT MANAGEMENT,COLLIERS INTERNATIONAL RATING UK LLP,12TH FLOOR ELEVEN BRINDLEY PLACE,2 BRUNSWICK SQUARE,BIRMINGHAM,B1 2LP,,,,0.0,0.0,0.0,0.0,,0.0
1897000029,COMMUNICATION STATION AND PREMISES,10000,TELEFONICA UK LTD,27/10/2000,11404 CROSSLEY PARK,CROSSLEY ROAD,HEATON CHAPEL,STOCKPORT,,SK4 5BB,C/O RATE ACCOUNT MANAGEMENT,COLLIERS INTERNATIONAL RATING UK LLP,12TH FLOOR ELEVEN BRINDLEY PLACE,2 BRUNSWICK SQUARE,BIRMINGHAM,B1 2LP,,,,0.0,0.0,0.0,0.0,,0.0
5469393029,COMMUNICATION STATION AND PREMISES,6900,TELEFONICA UK LTD,01/05/2004,SITE 17764,HEATON NORRIS SUB STATION,MANCHESTER ROAD,STOCKPORT,,SK4 1NN,C/O RATE ACCOUNT MANAGEMENT,COLLIERS INTERNATIONAL RATING UK LLP,12TH FLOOR ELEVEN BRINDLEY PLACE,2 BRUNSWICK SQUARE,BIRMINGHAM,B1 2LP,,,,0.0,0.0,0.0,0.0,,0.0
2787009069,COMMUNICATION STATION AND PREMISES,12750,TELEFONICA UK LTD,01/04/2007,(37059) ROOF OF EDWARD HOUSE,EDWARD STREET,MIDDLE HILLGATE,STOCKPORT,,SK1 3DQ,C/O RATE ACCOUNT MANAGEMENT,COLLIERS INTERNATIONAL RATING UK LLP,12TH FLOOR ELEVEN BRINDLEY PLACE,2 BRUNSWICK SQUARE,BIRMINGHAM,B1 2LP,,,,0.0,0.0,0.0,0.0,,0.0
5508020029,COMMUNICATION STATION AND PREMISES,4300,TELEFONICA UK LTD,01/04/2004,SITE 10664,ADJ 22 MARPLE ROAD,OFFERTON,STOCKPORT,,SK2 5QB,C/O RATE ACCOUNT MANAGEMENT,COLLIERS INTERNATIONAL RATING UK LLP,12TH FLOOR ELEVEN BRINDLEY PLACE,2 BRUNSWICK SQUARE,BIRMINGHAM,B1 2LP,,,,0.0,0.0,0.0,0.0,,0.0
8358999149,COMMUNICATION STATION AND PREMISES,12750,TELEFONICA UK LTD,01/04/2003,SITE 10591,WELLESLEY HOUSE,WELLINGTON ROAD NORTH,STOCKPORT,,SK4 1LS,C/O RATE ACCOUNT MANAGEMENT,COLLIERS INTERNATIONAL RATING UK LLP,12TH FLOOR ELEVEN BRINDLEY PLACE,2 BRUNSWICK SQUARE,BIRMINGHAM,B1 2LP,,,,0.0,0.0,0.0,0.0,,0.0
1931520029,COMMUNICATION STATION AND PREMISES,6900,TELEFONICA UK LTD,01/04/1991,SITE 1193 NEAR,HILL TOP FARM,CHESTER ROAD,WOODFORD,STOCKPORT,SK7 1PS,C/O RATE ACCOUNT MANAGEMENT,COLLIERS INTERNATIONAL RATING UK LLP,12TH FLOOR ELEVEN BRINDLEY PLACE,2 BRUNSWICK SQUARE,BIRMINGHAM,B1 2LP,,,,0.0,0.0,0.0,0.0,,0.0
4776010029,COMMUNICATION STATION AND PREMISES,6600,TELEFONICA UK LTD,01/10/2000,MMO2 1809 AT KENWOOD ROAD,STOCKPORT,,,,SK5 6PL,C/O RATE ACCOUNT MANAGEMENT,COLLIERS INTERNATIONAL RATING UK LLP,12TH FLOOR ELEVEN BRINDLEY PLACE,2 BRUNSWICK SQUARE,BIRMINGHAM,B1 2LP,,,,0.0,0.0,0.0,0.0,,0.0
1615084029,SITE OF ATM,3750,CO-OPERATIVE GROUP LTD,19/05/2015,ATM SITE AT THE CO-OP,CASTLE STREET,EDGELEY,STOCKPORT,,SK3 9AL,C/O RATE ACCOUNT MANAGEMENT,COLLIERS INT PROPERTY ADVISERS UK LLP,12TH FLOOR ELEVEN BRINDLEYPLACE,2 BRUNSWICK SQUARE,BIRMINGHAM,B1 2LP,,,,0.0,0.0,0.0,0.0,,0.0
1615084039,SHOP AND PREMISES,120000,CO-OPERATIVE GROUP LTD,19/05/2015,CO-OP,CASTLE STREET,EDGELEY,STOCKPORT,,SK3 9AL,C/O RATE ACCOUNT MANAGEMENT,COLLIERS INT PROPERTY ADVISERS UK LLP,12TH FLOOR ELEVEN BRINDLEYPLACE,2 BRUNSWICK SQUARE,BIRMINGHAM,B1 2LP,,,RETDSC,0.0,0.0,61440.0,0.0,,0.0
825214029,SHOP AND PREMISES,15500,CO-OPERATIVE GROUP LTD,29/08/2014,214 BRAMHALL LANE,HEAVILEY,STOCKPORT,,,SK3 8TE,C/O RATE ACCOUNT MANAGEMENT,COLLIERS INT PROPERTY ADVISERS UK LLP,12TH FLOOR ELEVEN BRINDLEYPLACE,2 BRUNSWICK SQUARE,BIRMINGHAM,B1 2LP,,,RETDSC,0.0,0.0,7734.5,0.0,,0.0
3143238069,SITE OF ATM,3750,CO-OPERATIVE GROUP LTD,01/04/2010,ATM SITE AT,238 FINNEY LANE,HEALD GREEN,CHEADLE,,SK8 3QA,C/O RATING ACCOUNT MANAGEMENT,COLLIERS INT PROPERTY ADVISERS UK LLP,12TH FLOOR ELEVEN BRINDLEYPLACE,2 BRUNSWICK SQUARE,BIRMINGHAM,B1 2LP,,,,0.0,0.0,0.0,0.0,,0.0
3143238059,SHOP AND PREMISES,82000,CO-OPERATIVE GROUP LTD,01/04/2010,CO-OPERATIVE WHOLESALE SOCIETY LTD,FINNEY LANE,HEALD GREEN,CHEADLE,,SK8 3QA,C/O RATING ACCOUNT MANAGEMENT,COLLIERS INT PROPERTY ADVISERS UK LLP,12TH FLOOR ELEVEN BRINDLEYPLACE,2 BRUNSWICK SQUARE,BIRMINGHAM,B1 2LP,,,RETDSC,0.0,0.0,41984.0,0.0,,0.0
7973136059,SHOP AND PREMISES,31750,CO-OPERATIVE  GROUP LTD,14/11/2018,UNIT B,136 TURVES ROAD,CHEADLE HULME,CHEADLE,,SK8 6AW,C/O RATE ACCOUNT MANAGEMENT,COLLIERS INTERNATIONAL RATING UK LLP,12TH FLOOR ELEVEN BRINDLEYPLACE,2 BRUNSWICK SQUARE,BIRMINGHAM,B1 2LP,,,RETDSC,0.0,0.0,15843.25,0.0,,0.0
72000009,OFFICES AND PREMISES,2550,REDWOOD (LIGHT INDUSTRIAL) PROPCO SARL,18/07/2016,SECURITY LODGE,LAWNHURST TRADING ESTATE,ASHURST DRIVE,CHEADLE HEATH,STOCKPORT,SK3 0SD,C/O RATE ACCOUNT MANAGEMENT,COLLIERS INTERNATIONAL RATING UK LLP,12TH FLOOR ELEVEN BRINDLEYPLACE,2 BRUNSWICK SQUARE,BIRMINGHAM,B1 2LP,,,,0.0,0.0,0.0,0.0,,0.0
5060099179,TELEPHONE ENGINEERING CENTRE & PREMISES,49500,BRITISH TELECOM PLC,28/02/2002,BRITISH TELECOM,LINGARD LANE,BREDBURY,STOCKPORT,,SK6 2QT,C/O RATE ACCOUNT MANAGEMENT,COLLIERS INTERNATIONAL RATING UK LLP,12TH FLOOR ELEVEN BRINDLEYPLACE,2 BRUNSWICK SQUARE,BRINDLEYPLACE BIRMINGHAM,B1 2LP,,,,0.0,0.0,0.0,0.0,,0.0
5098094039,SHOP,30000,BESTWAY PANACEA HOLDINGS LIMITED,20/09/2010,CO-OPERATIVE PHARMACY C/O ASDA,LONDON ROAD,HAZEL GROVE,STOCKPORT,,SK7 4AG,C/O RATE ACCOUNT MANAGEMENT,COLLIERS INTERNATIONAL RATING UK LLP,12TH FLOOR ELEVEN BRINDLEYPLACE,2 BRUNSWICK SQUARE,BIRMINGHAM,B1 2LP,,,RETDSC,0.0,0.0,14970.0,0.0,,0.0
962001019,OFFICES AND PREMISES,158000,BRITISH TELECOM PLC,01/04/1995,OFFICES AND PREMISES,BRUNDRETT STREET,HEMPSHAW LANE,STOCKPORT,,SK1 4LN,C/O RATE ACCOUNT MANAGEMENT,COLLIERS INTERNATIONAL RATING UK LLP,12TH FLOOR ELEVEN BRINDLEYPLACE,2 BRUNSWICK SQUARE,BRINDLEYPLACE BIRMINGHAM,B1 2LP,,,,0.0,0.0,0.0,0.0,,0.0
3942047059,WAREHOUSE AND PREMISES,9000,SALLY SALON SERVICES LTD,15/03/1998,UNIT 7A,VICTORIA DYE WORKS,HEMPSHAW LANE,STOCKPORT,,SK1 4LG,C/O RATE ACCOUNT MANAGEMENT,COLLIERS INTERNATIONAL RATING UK LLP,12TH FLOOR ELEVEN BRINDLEYPLACE,2 BRUNSWICK SQUARE,BRINDLEYPLACE BIRMINGHAM,B1 2LP,,,,0.0,0.0,0.0,0.0,,0.0
1008048029,OFFICES AND PREMISES,5600,CO-OPERATIVE  GROUP LTD,23/11/2009,R/O,48 BUXTON ROAD,HIGH LANE,STOCKPORT,,SK6 8BH,C/O RATE ACCOUNT MANAGEMENT,COLLIERS INTERNATIONAL RATING UK LLP,12TH FLOOR ELEVEN BRINDLEYPLACE,2 BRUNSWICK SQUARE,BIRMINGHAM,B1 2LP,,,,0.0,0.0,0.0,0.0,,0.0
5495005019,SHOP AND PREMISES,16750,TUI UK LTD,10/07/1993,UNIT 2B AT,5 MARKET STREET,MARPLE,STOCKPORT,,SK6 2SU,C/O RATE ACCOUNT MANAGEMENT,COLLIERS INTERNATIONAL RATING UK LLP,12TH FLOOR ELEVEN BRINDLEYPLACE,2 BRUNSWICK SQUARE,BRINDLEYPLACE BIRMINGHAM,B1 2LP,,,RETDSC,0.0,0.0,8358.25,0.0,,0.0
5103092039,SHOP AND PREMISES,12500,BESTWAY PANACEA HOLDINGS LIMITED,01/04/2005,PHARMACY AT PARK VIEW PRACTICE,LONGFORD ROAD WEST,REDDISH,STOCKPORT,,SK5 6ET,C/O RATE ACCOUNT MANAGEMENT,COLLIERS INTERNATIONAL RATING UK LLP,12TH FLOOR ELEVEN BRINDLEYPLACE,2 BRUNSWICK SQUARE,BIRMINGHAM,B1 2LP,,,RETDSC,0.0,0.0,6237.5,0.0,,0.0
2438001039,OFFICES AND PREMISES,56500,BRITISH TELECOM PLC,01/04/1995,3 EXCHANGE STREET,DAW BANK,STOCKPORT,,,SK3 0EJ,C/O RATE ACCOUNT MANAGEMENT,COLLIERS INTERNATIONAL RATING UK LLP,12TH FLOOR ELEVEN BRINDLEYPLACE,2 BRUNSWICK SQUARE,BRINDLEYPLACE BIRMINGHAM,B1 2LP,,,,0.0,0.0,0.0,0.0,,0.0
6750010009,RESTAURANT AND PREMISES,116000,THE RESTAURANT GROUP (UK) LTD,13/10/2006,10 PEEL CENTRE,GREAT PORTWOOD STREET,STOCKPORT,,,SK1 2HH,C/O RATE ACCOUNT MANAGEMENT,COLLIERS INTERNATIONAL RATING UK LLP,12TH FLOOR ELEVEN BRINDLEYPLACE,2 BRUNSWICK SQUARE,BIRMINGHAM,B1 2LP,,,RETDSC,0.0,0.0,59392.0,0.0,,0.0
5098221009,SHOP AND PREMISES,11750,BESTWAY PANACEA HOLDINGS LIMITED,01/07/2000,221 LONDON ROAD,HAZEL GROVE,STOCKPORT,,,SK7 4HS,C/O RATE ACCOUNT MANAGEMENT,COLLIERS INTERNATIONAL RATING UK LLP,12TH FLOOR ELEVEN BRINDLEYPLACE,2 BRUNSWICK SQUARE,BIRMINGHAM,B1 2LP,,,RETDSC,0.0,0.0,5863.25,0.0,,0.0
2499063029,SHOP AND PREMISES,51500,CO-OPERATIVE  GROUP LTD,05/07/2016,63 DIDSBURY ROAD,HEATON MERSEY,STOCKPORT,,,SK4 2BA,C/O RATE ACCOUNT MANAGEMENT,COLLIERS INTERNATIONAL RATING UK LLP,12TH FLOOR ELEVEN BRINDLEYPLACE,2 BRUNSWICK SQUARE,BIRMINGHAM,B1 2LP,,,RETDSC,0.0,0.0,26368.0,0.0,,0.0
1008048019,SHOP AND PREMISES,10000,CO-OPERATIVE  GROUP LTD,23/11/2009,48 BUXTON ROAD,HIGH LANE,STOCKPORT,,,SK6 8BH,C/O RATE ACCOUNT MANAGEMENT,COLLIERS INTERNATIONAL RATING UK LLP,12TH FLOOR ELEVEN BRINDLEYPLACE,2 BRUNSWICK SQUARE,BIRMINGHAM,B1 2LP,,,RETDSC,0.0,0.0,4990.0,0.0,,0.0
7394151039,PETROL FILLING STATION AND PREMISES,98500,CO-OPERATIVE  GROUP LTD,20/05/2011,151 STOCKPORT ROAD,MARPLE,STOCKPORT,,,SK6 6DQ,C/O RATE ACCOUNT MANAGEMENT,COLLIERS INTERNATIONAL RATING UK LLP,12TH FLOOR ELEVEN BRINDLEYPLACE,2 BRUNSWICK SQUARE,BIRMINGHAM,B1 2LP,,,RETDSC,0.0,0.0,50432.0,0.0,,0.0
7872006009,SHOP AND PREMISES,17500,BESTWAY PANACEA HOLDINGS LIMITED,04/05/1999,6 THE HOLLINS,MARPLE,STOCKPORT,,,SK6 6AY,C/O RATE ACCOUNT MANAGEMENT,COLLIERS INTERNATIONAL RATING UK LLP,12TH FLOOR ELEVEN BRINDLEYPLACE,2 BRUNSWICK SQUARE,BIRMINGHAM,B1 2LP,,,RETDSC,0.0,0.0,8732.5,0.0,,0.0
7394093009,SHOP AND PREMISES,7300,BESTWAY PANACEA HOLDINGS LIMITED,04/05/1999,93 STOCKPORT ROAD,MARPLE,STOCKPORT,,,SK6 6AA,C/O RATE ACCOUNT MANAGEMENT,COLLIERS INTERNATIONAL RATING UK LLP,12TH FLOOR ELEVEN BRINDLEYPLACE,2 BRUNSWICK SQUARE,BIRMINGHAM,B1 2LP,,,RETDSC,0.0,0.0,3642.7,0.0,,0.0
7940019009,SHOP AND PREMISES,8700,BESTWAY PANACEA HOLDINGS LIMITED,04/05/1999,19 TOWN STREET,MARPLE BRIDGE,STOCKPORT,,,SK6 5AA,C/O RATE ACCOUNT MANAGEMENT,COLLIERS INTERNATIONAL RATING UK LLP,12TH FLOOR ELEVEN BRINDLEYPLACE,2 BRUNSWICK SQUARE,BIRMINGHAM,B1 2LP,,,RETDSC,0.0,0.0,4341.3,0.0,,0.0
3816217009,SHOP AND PREMISES,8900,BESTWAY PANACEA HOLDINGS LIMITED,01/04/1999,217 HALL STREET,OFFERTON,STOCKPORT,,,SK1 4JG,C/O RATE ACCOUNT MANAGEMENT,COLLIERS INTERNATIONAL RATING UK LLP,12TH FLOOR ELEVEN BRINDLEYPLACE,2 BRUNSWICK SQUARE,BIRMINGHAM,B1 2LP,,,RETDSC,0.0,0.0,4441.1,0.0,,0.0
3422001009,SHOP AND PREMISES,14000,BESTWAY PANACEA HOLDINGS LIMITED,01/11/1999,1 GORTON ROAD,REDDISH,STOCKPORT,,,SK5 6AZ,C/O RATE ACCOUNT MANAGEMENT,COLLIERS INTERNATIONAL RATING UK LLP,12TH FLOOR ELEVEN BRINDLEYPLACE,2 BRUNSWICK SQUARE,BIRMINGHAM,B1 2LP,,,RETDSC,0.0,0.0,6986.0,0.0,,0.0
6826026009,SHOP AND PREMISES,5900,BESTWAY PANACEA HOLDINGS LIMITED,14/04/1999,26 REDDISH ROAD,REDDISH,STOCKPORT,,,SK5 7PE,C/O RATE ACCOUNT MANAGEMENT,COLLIERS INTERNATIONAL RATING UK LLP,12TH FLOOR ELEVEN BRINDLEYPLACE,2 BRUNSWICK SQUARE,BIRMINGHAM,B1 2LP,,,RETDSC,0.0,0.0,2944.1,0.0,,0.0
6843000009,SHOP AND PREMISES,19500,BESTWAY PANACEA HOLDINGS LIMITED,01/12/2007,RANDOLPH PLACE,SHAW HEATH,STOCKPORT,,,SK3 8EJ,C/O RATE ACCOUNT MANAGEMENT,COLLIERS INTERNATIONAL RATING UK LLP,12TH FLOOR ELEVEN BRINDLEYPLACE,2 BRUNSWICK SQUARE,BIRMINGHAM,B1 2LP,,,RETDSC,0.0,0.0,9730.5,0.0,,0.0
3935032019,PHARMACY,43750,BESTWAY PANACEA HOLDINGS LIMITED,19/02/2001,32 HEATON MOOR ROAD,STOCKPORT,,,,SK4 4NX,C/O RATE ACCOUNT MANAGEMENT,COLLIERS INTERNATIONAL RATING UK LLP,12TH FLOOR ELEVEN BRINDLEYPLACE,2 BRUNSWICK SQUARE,BIRMINGHAM,B1 2LP,,,RETDSC,0.0,0.0,15195.05,0.0,,0.0
5469399039,FUNERAL PARLOUR AND PREMISES,20250,CO-OPERATIVE  GROUP LTD,01/04/2005,399 MANCHESTER ROAD,STOCKPORT,,,,SK4 5DH,C/O RATE ACCOUNT MANAGEMENT,COLLIERS INTERNATIONAL RATING UK LLP,12TH FLOOR ELEVEN BRINDLEYPLACE,2 BRUNSWICK SQUARE,BIRMINGHAM,B1 2LP,,,RETDSC,0.0,0.0,10104.75,0.0,,0.0
3990054009,SHOP AND PREMISES,6400,BESTWAY PANACEA HOLDINGS LIMITED,01/03/2002,54 HIGHER HILLGATE,STOCKPORT,,,,SK1 3PX,C/O RATE ACCOUNT MANAGEMENT,COLLIERS INTERNATIONAL RATING UK LLP,12TH FLOOR ELEVEN BRINDLEYPLACE,2 BRUNSWICK SQUARE,BIRMINGHAM,B1 2LP,,,RETDSC,0.0,0.0,3193.6,0.0,,0.0
5595055009,SHOP AND PREMISES,57500,TUI UK LTD,17/01/2003,55 MERSEYWAY,STOCKPORT,,,,SK1 1PW,C/O RATE ACCOUNT MANAGEMENT,COLLIERS INTERNATIONAL RATING UK LLP,12TH FLOOR ELEVEN BRINDLEYPLACE,2 BRUNSWICK SQUARE,BRINDLEYPLACE BIRMINGHAM,B1 2LP,,,RETDSC,0.0,0.0,31070.68,0.0,,0.0
826007009,SHOP AND PREMISES,18250,CANCER RESEARCH UK,01/04/1990,7 BRAMHALL LANE SOUTH,BRAMHALL,STOCKPORT,,,SK7 1AL,C/O RATE ACCOUNT MANAGMENT,COLLIERS INTERNATIONAL PROPERTY ADVISERS,12TH FLOOR ELEVEN BRINDLEYYPLACE,2 BRUNSWICK SQUARE,BRINDLEY PLACE BIRMINGHHAM,B1 2LP,MAN,,RETDSC,7475.2,0.0,1868.8,0.0,,0.0
5098129029,SHOP AND PREMISES,12250,CANCER RESEARCH UK,18/10/1991,129B LONDON ROAD,HAZEL GROVE,STOCKPORT,,,SK7 4HH,C/O RATE ACCOUNT MANAGMENT,COLLIERS INTERNATIONAL PROPERTY ADVISERS,12TH FLOOR ELEVEN BRINDLEYYPLACE,2 BRUNSWICK SQUARE,BRINDLEY PLACE BIRMINGHHAM,B1 2LP,MAN,,RETDSC,5017.6,0.0,1254.4,0.0,,0.0
5495013009,SHOP AND PREMISES,10750,CANCER RESEARCH UK,02/11/1990,13 MARKET STREET,MARPLE,STOCKPORT,,,SK6 7AA,C/O RATE ACCOUNT MANAGMENT,COLLIERS INTERNATIONAL PROPERTY ADVISERS,12TH FLOOR ELEVEN BRINDLEYYPLACE,2 BRUNSWICK SQUARE,BRINDLEY PLACE BIRMINGHHAM,B1 2LP,MAN,,RETDSC,4403.2,0.0,1100.8,0.0,,0.0
3981088009,SHOP AND PREMISES,12750,CANCER RESEARCH UK,01/04/1990,88-90 HIGH STREET,CHEADLE,,,,SK8 1AE,C/O RATE ACCOUNT MANAGMENT,COLLIERS INTERNATIONAL PROPERTY ADVISERS,12TH FLOOR ELEVEN BRINDLEYYPLACE,2 BRUNSWICK SQUARE,BRINDLEY PLACE BIRMINGHHAM,B1 2LP,MAN,,RETDSC,5222.4,0.0,1305.6,0.0,,0.0
8326015009,SHOP AND PREMISES,25500,CANCER RESEARCH UK,27/02/2015,15 WARREN STREET,STOCKPORT,,,,SK1 1UD,C/O RATE ACCOUNT MANAGMENT,COLLIERS INTERNATIONAL PROPERTY ADVISERS,12TH FLOOR ELEVEN BRINDLEYYPLACE,2 BRUNSWICK SQUARE,BRINDLEY PLACE BIRMINGHHAM,B1 2LP,MAN,,RETDSC,10647.86,0.0,2661.96,0.0,,0.0
6550026009,SHOP AND PREMISES,16250,CANCER RESEARCH UK,01/04/1990,26 PRINCES STREET,STOCKPORT,,,,SK1 1SE,C/O RATE ACCOUNT MANAGMENT,COLLIERS INTERNATIONAL PROPERTY ADVISERS,12TH FLOOR ELEVEN BRINDLEYYPLACE,2 BRUNSWICK SQUARE,BRINDLEY PLACE BIRMINGHHAM,B1 2LP,MAN,,RETDSC,6656.0,0.0,1664.0,0.0,,0.0
7376051089,SHOP AND PREMISES,25250,CO-OPERATIVE GROUP  LTD,01/04/2000,51-51A STATION ROAD,CHEADLE HULME,CHEADLE,,,SK8 7AA,C/O RATE ACCOUNT MANAGEMENT,COLLIERS INT PROPERTY ADVISERS UK LLP,12TH FLOORELEVEN BRINDLEY PLACE,2 BRUNSWICK SQUARE,BIRMINGHAM,B1 2LP,,,RETDSC,0.0,0.0,12599.75,0.0,,0.0
