LocationDesc,HealthTopic,PolicyTopic,Title,Status,GeoLocation,DisplayOrder,PolicyTypeID
Maryland,Physical Activity,Physical Activity Requirements,Maryland Combating Childhood Obesity Grant Program,Dead,"(39.290580964, -76.609260111)",60,LEG
Hawaii,Nutrition,School Nutrition,Nutritious Meal Programs,Dead,"(21.304850435, -157.857749403)",21,LEG
Hawaii,Nutrition,Incentives,Senior Citizens,Dead,"(21.304850435, -157.857749403)",17,LEG
District of Columbia,Physical Activity,Appropriations,Fiscal Year 2011 Balanced Budget Support Emergency Act,Enacted,"(38.890371385, -77.031961127)",48,LEG
Indiana,Physical Activity,Pedestrians/Walking,Bicycles and Traffic Safety,Dead,"(39.766910452, -86.149960194)",69,LEG
Nebraska,Obesity,Appropriations,Healthy Food Choices Study,Dead,"(41.641040988001, -99.365720623)",28,LEG
Massachusetts,Physical Activity,Appropriations,Finance Improvements to the Commonwealth's Transportation System<br>,Dead,"(42.27687047, -72.082690675)",48,LEG
West Virginia,Nutrition,Media Campaigns,Department of Agriculture<br>,Enacted,"(38.665510202, -80.712640135)",19,LEG
Alaska,Nutrition,Liability and Indemnity,Budget Funds,Enacted,"(64.845079957001, -147.722059036)",18,LEG
Illinois,Physical Activity,Disparities/Equity,Economic Development Grants,Enacted,"(40.485010283, -88.997710178)",53,LEG
West Virginia,Nutrition,Appropriations,Health Insurance Providers and Wellness Programs,Dead,"(38.665510202, -80.712640135)",2,LEG
Iowa,Nutrition,Breastfeeding,Breast Milk and the Workplace,Dead,"(42.469400913, -93.816490556)",4,LEG
Missouri,Nutrition,Medical Care,Complete Streets Policies,Enacted,"(38.635790776, -92.566300053)",16,LEG
Hawaii,Obesity,Appropriations,Charter School Agricultural Business,Dead,"(21.304850435, -157.857749403)",28,LEG
Maryland,Physical Activity,Public Transportation,Sustainable Communities,Dead,"(39.290580964, -76.609260111)",63,LEG
Hawaii,Nutrition,Point of Purchase Promotion,Aspartame,Dead,"(21.304850435, -157.857749403)",20,LEG
Washington,Nutrition,Medical Care,Categorical Exemptions,Dead,"(47.522278629, -120.47001079)",16,LEG
Georgia,Nutrition,Food Assistance Programs,State Health and Human Services Agencies,Enacted,"(32.839681093, -83.627580346)",3,LEG
New York,Obesity,Appropriations,State Farm Grown Products,Dead,"(42.827001032, -75.543970427)",28,LEG
Florida,Physical Activity,Pedestrians/Walking,Neighborhoods Improvement Act,Dead,"(28.932040377, -81.928960539)",69,LEG
Arizona,Nutrition,Healthier Food Retail and Food Deserts,Sales Tax for Candy and Soft Drinks,Dead,"(34.86597028, -111.763811277)",12,LEG
Maine,Obesity,Appropriations,Farmers Markets and Product Origin Identification,Dead,"(45.254228894001, -68.985031336)",28,LEG
Massachusetts,Obesity,Appropriations,Healthy Alternatives in Public School Food Program,Dead,"(42.27687047, -72.082690675)",28,LEG
Virginia,Nutrition,Appropriations,Purchase of State Grown Food Products,Dead,"(37.542680674, -78.457890463)",2,LEG
North Carolina,Obesity,Appropriations,Community Development Funding,Dead,"(35.466220975, -79.159250463)",28,LEG
Massachusetts,Physical Activity,School Siting,Transportation System Modernization,Dead,"(42.27687047, -72.082690675)",65,LEG
Alabama,Nutrition,Agriculture and Farming,State Appropriations,Dead,"(32.840571122, -86.631860762)",10,LEG
Tennessee,Obesity,Appropriations,Zoning Districts,Dead,"(35.68094058, -85.774490914)",28,LEG
New Jersey,Nutrition,Task Forces/Councils,Childhood Obesity Prevention,Dead,"(40.130570048, -74.273691288)",23,LEG
New York,Physical Activity,Public Safety,Waterfront Revitalization Demonstration Program,Dead,"(42.827001032, -75.543970427)",62,LEG
Oklahoma,Nutrition,Appropriations,Economic Development,Dead,"(35.472031356, -97.521070214)",2,LEG
West Virginia,Physical Activity,Pedestrians/Walking,Motorized Wheelchair,Enacted,"(38.665510202, -80.712640135)",69,LEG
Mississippi,Obesity,Appropriations,Physical Education,Dead,"(32.745510099, -89.538030825)",28,LEG
New York,Physical Activity,Physical Education Requirements,Relates to Obesity Prevention<br>,Dead,"(42.827001032, -75.543970427)",61,LEG
Florida,Physical Activity,Physical Education Requirements,Healthy and Fit Florida Act,Dead,"(28.932040377, -81.928960539)",61,LEG
Nevada,Nutrition,Farm Direct Foods,Elimination of Trans Fats in Public Schools,Dead,"(39.49324039, -117.071840564)",8,LEG
Mississippi,Obesity,Appropriations,Healthy Food Retail Act,Dead,"(32.745510099, -89.538030825)",28,LEG
Virginia,Obesity,Appropriations,Derelict Buildings,Enacted,"(37.542680674, -78.457890463)",28,LEG
New York,Physical Activity,Public Safety,Urban Commercial Redevelopment Action Areas,Dead,"(42.827001032, -75.543970427)",62,LEG
New York,Nutrition,Nutrition Standards,Prohibiting the Sale of Certain Foods and Beverages,Dead,"(42.827001032, -75.543970427)",6,LEG
Minnesota,Nutrition,Fruits and Vegetables,An Act Relating to Public Safety<br>,Dead,"(46.355648736, -94.794200503)",15,LEG
Iowa,Nutrition,Appropriations,Production and Marketing of Local Foods,Dead,"(42.469400913, -93.816490556)",2,LEG
Hawaii,Obesity,Menu Labeling,Obesity and Menu Education and Labeling Act,Dead,"(21.304850435, -157.857749403)",41,LEG
Maryland,Obesity,Appropriations,Maryland Combating Childhood Obesity Grant Program,Dead,"(39.290580964, -76.609260111)",28,LEG
Hawaii,Nutrition,Appropriations,School Lunches and Local Produce,Dead,"(21.304850435, -157.857749403)",2,LEG
California,Nutrition,Food Policy Councils,An Act Related to Public Health<br>,Enacted,"(37.638640123, -120.999999538)",13,LEG
New York,Nutrition,Agriculture and Farming,An Act to Amend the Education law<br>,Dead,"(42.827001032, -75.543970427)",10,LEG
New Jersey,Obesity,Appropriations,Traffic Calming Measures,Enacted,"(40.130570048, -74.273691288)",28,LEG
Florida,Obesity,Body Mass Index (BMI),Growth Management,Dead,"(28.932040377, -81.928960539)",29,LEG
Hawaii,Nutrition,Vending,Tax Credits,Dead,"(21.304850435, -157.857749403)",25,LEG
Ohio,Physical Activity,Bicycling,Transportation Innovation Authorities,Dead,"(40.060210141, -82.404260056)",50,LEG
Iowa,Nutrition,Appropriations,An Act Providing for Charitable Food Donations<br>,Dead,"(42.469400913, -93.816490556)",2,LEG
Massachusetts,Obesity,Appropriations,Barnstable County,Dead,"(42.27687047, -72.082690675)",28,LEG
New York,Nutrition,Healthier Food Retail and Food Deserts,Establishing a Community Garden Task Force<br>,Dead,"(42.827001032, -75.543970427)",12,LEG
Missouri,Nutrition,Food Assistance Programs,Missouri Sustainable Local Food Policy Council,Dead,"(38.635790776, -92.566300053)",3,LEG
Washington,Obesity,Appropriations,Tax Deferral Application Process,Enacted,"(47.522278629, -120.47001079)",28,LEG
Maryland,Obesity,Appropriations,School Bus Monitoring Cameras,Enacted,"(39.290580964, -76.609260111)",28,LEG
New Mexico,Nutrition,Food Assistance Programs,Taxation and Food Purchases,Dead,"(34.520880952, -106.240580985)",3,LEG
Mississippi,Nutrition,Media Campaigns,An Act to Direct the Department of Human Services to Prepare a Video for Participants<br>,Dead,"(32.745510099, -89.538030825)",19,LEG
Rhode Island,Nutrition,Healthier Food Retail and Food Deserts,Taxation,Dead,"(41.708280193, -71.522470314)",12,LEG
Indiana,Nutrition,Farm Direct Foods,Agritourism Liability,Enacted,"(39.766910452, -86.149960194)",8,LEG
Iowa,Nutrition,Appropriations,Appropriation for Agriculture and Natural Resources,Dead,"(42.469400913, -93.816490556)",2,LEG
Oklahoma,Nutrition,Fruits and Vegetables,Public Health And Safety,Dead,"(35.472031356, -97.521070214)",15,LEG
Maryland,Physical Activity,Public Safety,Vehicle Laws,Enacted,"(39.290580964, -76.609260111)",62,LEG
Idaho,Nutrition,Initiatives and Programs,Medicaid Basic Plan Benefits,Enacted,"(43.682630005, -114.363730042)",26,REG
Oregon,Nutrition,Access to Healthy Foods,Soft Drink and Candy Tax Amendment,Dead,"(44.567449424, -120.155031326)",1,LEG
Minnesota,Nutrition,Agriculture and Farming,Economic Development,Dead,"(46.355648736, -94.794200503)",10,LEG
Connecticut,Physical Activity,Pedestrians/Walking,Biking and Walking Improvements,Dead,"(41.56266102, -72.649840952)",69,LEG
Michigan,Physical Activity,Bicycling,Recreational Authorities Act,Dead,"(44.661319543001, -84.71439027)",50,LEG
Florida,Physical Activity,Pedestrians/Walking,Vehicle Operation,Dead,"(28.932040377, -81.928960539)",69,LEG
Hawaii,Obesity,Body Mass Index (BMI),Housing,Dead,"(21.304850435, -157.857749403)",29,LEG
Nebraska,Nutrition,Appropriations,Agricultural Opportunities,Enacted,"(41.641040988001, -99.365720623)",2,LEG
Texas,Nutrition,Incentives,Interagency Obesity Council,Dead,"(31.827240407, -99.426770206)",17,LEG
Maryland,Physical Activity,Built Environment and Street-Scale Design,Quiet Vehicles and Pedestrian Safety,Enacted,"(39.290580964, -76.609260111)",68,LEG
Florida,Physical Activity,Built Environment and Street-Scale Design,"""Project Criteria, Management Plan, Land Exchanges""",Enacted,"(28.932040377, -81.928960539)",68,REG
Michigan,Nutrition,Food Assistance Programs,Uniform Health Coverage Plan,Dead,"(44.661319543001, -84.71439027)",3,LEG
Louisiana,Nutrition,Initiatives and Programs,House  Resolution<br>,Enacted,"(31.312660644, -92.445680071)",26,LEG
Minnesota,Obesity,Body Mass Index (BMI),Environment,Dead,"(46.355648736, -94.794200503)",29,LEG
Nebraska,Nutrition,Appropriations,"Sales and Use Tax, Declaratory Orders",Enacted,"(41.641040988001, -99.365720623)",2,REG
West Virginia,Physical Activity,Bicycling,Child Safety,Dead,"(38.665510202, -80.712640135)",50,LEG
Illinois,Obesity,Appropriations,Food Handling Regulation Enforcement Act,Enacted,"(40.485010283, -88.997710178)",28,LEG
New Hampshire,Nutrition,Agriculture and Farming,Soft Drinks Tax,Dead,"(43.655950113, -71.50036092)",10,LEG
Florida,Physical Activity,Public Transportation,Neighborhoods Improvement Act,Dead,"(28.932040377, -81.928960539)",63,LEG
District of Columbia,Nutrition,Liability and Indemnity,Budget Support Congressional Review,Enacted,"(38.890371385, -77.031961127)",18,LEG
Vermont,Physical Activity,Task Forces/Councils,Nutrition Policy in Schools,Enacted,"(43.625381239, -72.517640791)",67,LEG
New York,Physical Activity,Physical Activity Requirements,An Act to Amend the Education Law (Senate),Introduced,"(42.827001032, -75.543970427)",60,LEG
Wyoming,Nutrition,School Nutrition,Healthy Food Initiative Act,Dead,"(43.235541343, -108.109830353)",21,LEG
Hawaii,Nutrition,Incentives,An Act Relating to  Sustainability<br>,Dead,"(21.304850435, -157.857749403)",17,LEG
Maine,Nutrition,Appropriations,Farm Food Products Licensing Requirements,Dead,"(45.254228894001, -68.985031336)",2,LEG
Tennessee,Nutrition,Fruits and Vegetables,Taxes,Dead,"(35.68094058, -85.774490914)",15,LEG
Colorado,Nutrition,Food Policy Councils,Food Systems Advisory Council,Enacted,"(38.843840757, -106.133610921)",13,LEG
California,Nutrition,Correctional Facilities Farms Programs,Health and Human Services: Federal Grant Opportunities,Dead,"(37.638640123, -120.999999538)",11,LEG
New Mexico,Obesity,Appropriations,State Parks Division Fee Schedule,Enacted,"(34.520880952, -106.240580985)",28,LEG
Washington,Nutrition,Medical Care,Speed Violations,Dead,"(47.522278629, -120.47001079)",16,LEG
California,Physical Activity,Initiatives and Programs,Senate Concurrent resolution                 <br>,Enacted,"(37.638640123, -120.999999538)",70,LEG
New York,Physical Activity,"Parks, Recreation and Trails",Governors Council on Physical Fitness,Dead,"(42.827001032, -75.543970427)",59,LEG
Vermont,Nutrition,Food Assistance Programs,Health Insurance Programs Promoting Wellness,Enacted,"(43.625381239, -72.517640791)",3,REG
Washington,Obesity,Body Mass Index (BMI),Transit Agency Financing,Dead,"(47.522278629, -120.47001079)",29,LEG
Illinois,Physical Activity,Built Environment and Street-Scale Design,Resolution,Enacted,"(40.485010283, -88.997710178)",68,LEG
Illinois,Nutrition,Access to Healthy Foods,Resolution,Enacted,"(40.485010283, -88.997710178)",1,LEG
Colorado,Nutrition,Agriculture and Farming,Local Foods to Local Markets,Dead,"(38.843840757, -106.133610921)",10,LEG
Massachusetts,Nutrition,Access to Healthy Foods,Food Policy Council,Enacted,"(42.27687047, -72.082690675)",1,LEG
Mississippi,Nutrition,Healthier Food Retail and Food Deserts,Sweetened Beverages and Syrups Tax,Dead,"(32.745510099, -89.538030825)",12,LEG
Pennsylvania,Nutrition,Appropriations,Fiscal Code,Dead,"(40.793730152, -77.860700294)",2,LEG
Hawaii,Nutrition,Liability and Indemnity,Capital Improvement Projects for the Benefit of the Fir,Dead,"(21.304850435, -157.857749403)",18,LEG
Michigan,Obesity,Food Restrictions,Agriculture Industry,Dead,"(44.661319543001, -84.71439027)",35,LEG
New York,Nutrition,School Nutrition,Statewide School Nutrition Standards,Dead,"(42.827001032, -75.543970427)",21,LEG
Rhode Island,Physical Activity,Pedestrians/Walking,State Affairs and Government,Dead,"(41.708280193, -71.522470314)",69,LEG
Tennessee,Nutrition,Agriculture and Farming,"Food and Food Products - As introduced, changes from 15 days to 14 days the time in which a department of agriculture agent must remove a tag",Enacted,"(35.68094058, -85.774490914)",10,LEG
Oregon,Nutrition,Fruits and Vegetables,Warning Label Requirement on High Calorie Beverages,Dead,"(44.567449424, -120.155031326)",15,LEG
Georgia,Nutrition,Appropriations,Agriculture,Dead,"(32.839681093, -83.627580346)",2,LEG
Florida,Nutrition,Appropriations,Excuse From Jury Service,Dead,"(28.932040377, -81.928960539)",2,LEG
Maine,Physical Activity,Liability and Indemnity,Passenger Rail Service Financial Liability,Enacted,"(45.254228894001, -68.985031336)",56,LEG
New Mexico,Obesity,Food Restrictions,School Vegetables,Dead,"(34.520880952, -106.240580985)",35,LEG
Vermont,Obesity,Food Restrictions,Farmers Markets,Dead,"(43.625381239, -72.517640791)",35,LEG
Nebraska,Obesity,Appropriations,Special Education Programs,Enacted,"(41.641040988001, -99.365720623)",28,REG
Texas,Obesity,Portion Size,Creating a program to recognize Before and After-School Programs that promote healthy eating and physical activity,Dead,"(31.827240407, -99.426770206)",42,LEG
Nevada,Physical Activity,Disabilities,Use of Athletic Fields for Youth Sports,Enacted,"(39.49324039, -117.071840564)",52,LEG
Texas,Nutrition,Appropriations,Advisory Committee to Study Urban Farming,Dead,"(31.827240407, -99.426770206)",2,LEG
Texas,Obesity,Sugar Sweetened Beverages,Programs to Improve Health of Public School Students,Dead,"(31.827240407, -99.426770206)",43,LEG
Florida,Nutrition,Appropriations,Health Care,Dead,"(28.932040377, -81.928960539)",2,LEG
Oklahoma,Obesity,Appropriations,"My Life, My Choice Waiver",Enacted,"(35.472031356, -97.521070214)",28,REG
Michigan,Nutrition,Trans Fats,Transit Facilities,Enacted,"(44.661319543001, -84.71439027)",24,LEG
Vermont,Nutrition,Agriculture and Farming,Nutrition Policy in Schools,Enacted,"(43.625381239, -72.517640791)",10,LEG
Massachusetts,Obesity,Menu Labeling,Ayer Land Transfer,Enacted,"(42.27687047, -72.082690675)",41,LEG
District of Columbia,Nutrition,Initiatives and Programs,Early Warning and Support System Act of 2012<br>,Dead,"(38.890371385, -77.031961127)",26,LEG
Oregon,Nutrition,Access to Healthy Foods,Nutrition,Dead,"(44.567449424, -120.155031326)",1,LEG
Hawaii,Nutrition,Farm Direct Foods,Task Force for Loss of Agricultural Lands,Dead,"(21.304850435, -157.857749403)",8,LEG
Arkansas,Obesity,Appropriations,Farmers Market Regulation,Dead,"(34.748650124, -92.274490743)",28,LEG
Pennsylvania,Obesity,Appropriations,Operating Privilege Suspension,Enacted,"(40.793730152, -77.860700294)",28,LEG
New York,Physical Activity,Physical Education Requirements,Physical Education Instruction,Dead,"(42.827001032, -75.543970427)",61,LEG
Florida,Nutrition,Food Security,Public Food Service Establishments,Dead,"(28.932040377, -81.928960539)",14,LEG
Texas,Physical Activity,Bicycling,Rowlett Pecan Grove Management District Creation,Enacted,"(31.827240407, -99.426770206)",50,LEG
Oklahoma,Nutrition,Appropriations,Sales Tax,Dead,"(35.472031356, -97.521070214)",2,LEG
Maryland,Physical Activity,Safe Routes to Schools,County Board of Education,Dead,"(39.290580964, -76.609260111)",64,LEG
Texas,Nutrition,Media Campaigns,School District Resources,Dead,"(31.827240407, -99.426770206)",19,LEG
Oklahoma,Obesity,Appropriations,Public Health,Enacted,"(35.472031356, -97.521070214)",28,LEG
New York,Nutrition,Healthier Food Retail and Food Deserts,Food Retail Establishment Subsidization for Healthy Communities Act<br>,Dead,"(42.827001032, -75.543970427)",12,LEG
Texas,Obesity,Front of Package Labeling,Sweetened Beverages Tax,Dead,"(31.827240407, -99.426770206)",36,LEG
North Carolina,Nutrition,Liability and Indemnity,2007 Appropriation Act,Enacted,"(35.466220975, -79.159250463)",18,LEG
Maryland,Physical Activity,Built Environment and Street-Scale Design,Quiet Vehicles and Pedestrian Safety Task Force,Dead,"(39.290580964, -76.609260111)",68,LEG
Massachusetts,Nutrition,Access to Healthy Foods,Nutrition Standards for State Agencies,Enacted,"(42.27687047, -72.082690675)",1,REG
Hawaii,Obesity,Body Mass Index (BMI),Taxation,Dead,"(21.304850435, -157.857749403)",29,LEG
Minnesota,Physical Activity,Appropriations,Appropriating Monies for Transportation,Introduced,"(46.355648736, -94.794200503)",48,LEG
Missouri,Nutrition,Access to Healthy Foods,Farm to Table Advisory Board,Dead,"(38.635790776, -92.566300053)",1,LEG
