County,Category,Taxonomic Group,Taxonomic Subgroup,Scientific Name,Common Name,State Conservation Rank,Global Conservation Rank
Hamilton,Natural Community,Uplands,Open Uplands,Sand beach,Sand Beach,S3,G5
Cortland,Plant,Flowering Plants,Grasses,Poa paludigena,Slender Marsh Blue Grass,S1,G3
Chemung,Animal,Birds,Creepers,Certhia americana,Brown Creeper,S5,G5
Yates,Animal,Birds,Mockingbirds and Thrashers,Toxostoma rufum,Brown Thrasher,S3S4B,G5
Niagara,Animal,Birds,"Herons, Bitterns, Egrets, Pelicans",Nycticorax nycticorax,Black-crowned Night-Heron,S3,G5
Schuyler,Animal,Fish,"Minnows, Shiners, Suckers",Notropis bifrenatus,Bridle Shiner,S2?,G3
Rockland,Animal,Birds,Thrushes and Bluebirds,Catharus fuscescens,Veery,S5B,G5
Otsego,Animal,Reptiles,Snakes,Diadophis punctatus,Ring-necked Snake,S5,G5
Tioga,Animal,Amphibians,Frogs and Toads,Lithobates clamitans,Green Frog,S5,G5
Jefferson,Animal,Birds,Cuckoos,Coccyzus erythropthalmus,Black-billed Cuckoo,S5B,G5
Warren,Animal,Birds,Cuckoos,Coccyzus erythropthalmus,Black-billed Cuckoo,S5B,G5
Tioga,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Oclemena nemoralis,Bog Aster,S3,G5
Niagara,Animal,Reptiles,Turtles,Apalone spinifera,Spiny Softshell,S2S3,G5
Columbia,Animal,Birds,"Grouse, Pheasants, Turkeys",Meleagris gallopavo,Wild Turkey,S5,G5
Wyoming,Animal,Birds,Nuthatches,Sitta canadensis,Red-breasted Nuthatch,S5,G5
Tompkins,Plant,Flowering Plants,Grasses,Bromus nottowayanus,Nottoway Brome Grass,S1S2,G3G5
Lewis,Animal,Birds,Woodpeckers,Picoides dorsalis,American Three-toed Woodpecker,S2,G5
Chautauqua,Natural Community,Freshwater Nontidal Wetlands,Open Peatlands,Dwarf shrub bog,Dwarf Shrub Bog,S3,G4
Cattaraugus,Plant,Ferns and Fern Allies,Ferns,Vittaria appalachiana,Appalachian Shoestring Fern,S1,G4
Dutchess,Plant,Flowering Plants,Sedges,Carex backii,Back's Sedge,S2S3,G5
Franklin,Animal,Birds,Shrikes,Lanius ludovicianus,Loggerhead Shrike,S1B,G4
Cattaraugus,Animal,Birds,Wrens,Troglodytes hiemalis,Winter Wren,S5,G5
Saratoga,Plant,Flowering Plants,Other Flowering Plants,Geum macrophyllum var. macrophyllum,Bigleaf Yellow Avens,S1,G5T5
Richmond,Plant,Flowering Plants,Other Flowering Plants,Andersonglossum virginianum,Wild Comfrey,SH,G5T5
Oswego,Animal,Birds,Pigeons and Doves,Columba livia,Rock Pigeon,SNA,G5
Nassau,Animal,Birds,Loons,Gavia immer,Common Loon,S4,G5
Orleans,Animal,Amphibians,Salamanders,Ambystoma jeffersonianum x laterale,Jefferson Salamander Complex,SNA,GU
Broome,Animal,Birds,Wood-Warblers,Geothlypis trichas,Common Yellowthroat,S5B,G5
Ontario,Animal,Amphibians,Salamanders,Ambystoma maculatum,Spotted Salamander,S5,G5
Onondaga,Animal,Birds,Wood-Warblers,Vermivora cyanoptera x chrysoptera,Brewster's Warbler,SNA,GNA
Greene,Animal,Animal Assemblages,Animal Assemblages,Bat Colony,Bat Colony,SNR,GNR
Washington,Plant,Ferns and Fern Allies,Quillworts,Isoetes lacustris,Large-spored Quillwort,S3,G5
Schoharie,Animal,Birds,Blackbirds and Orioles,Dolichonyx oryzivorus,Bobolink,S5B,G5
Jefferson,Animal,Birds,Nightbirds,Antrostomus vociferus,Whip-poor-will,S3B,G5
Allegany,Animal,Birds,"Herons, Bitterns, Egrets, Pelicans",Botaurus lentiginosus,American Bittern,S4,G4
Washington,Animal,Birds,Flycatchers,Tyrannus tyrannus,Eastern Kingbird,S5B,G5
Ulster,Animal,Birds,"Ducks, Geese, Waterfowl",Lophodytes cucullatus,Hooded Merganser,S4,G5
Nassau,Plant,Flowering Plants,Other Flowering Plants,Linum striatum,Stiff Yellow Flax,S3,G5
Essex,Animal,Birds,Wood-Warblers,Setophaga ruticilla,American Redstart,S5B,G5
Niagara,Plant,Flowering Plants,Other Flowering Plants,Stuckenia filiformis,Slender Pondweed,S1,G5
Chenango,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Senecio suaveolens,Sweet-scented Indian Plantain,S1,G4
Hamilton,Animal,Birds,Wrens,Troglodytes hiemalis,Winter Wren,S5,G5
Cortland,Animal,Birds,Cardinals and Buntings,Piranga olivacea,Scarlet Tanager,S5B,G5
Oneida,Plant,Flowering Plants,Other Flowering Plants,Valerianella chenopodiifolia,Goosefoot Corn Salad,S1,G4
New York,Plant,Flowering Plants,Other Flowering Plants,Lithospermum virginianum,Virginia False Gromwell,S1,G4
Westchester,Plant,Flowering Plants,Other Flowering Plants,Sisyrinchium mucronatum,Sharp-tipped Blue-eyed Grass,S1,G5
Chemung,Animal,Birds,Gnatcatchers,Polioptila caerulea,Blue-gray Gnatcatcher,S5,G5
Hamilton,Animal,Reptiles,Snakes,Storeria dekayi,Dekay's Brownsnake,S5,G5
Wyoming,Animal,Birds,Owls,Asio flammeus,Short-eared Owl,S2,G5
Madison,Animal,Birds,Crows and Jays,Corvus brachyrhynchos,American Crow,S5,G5
Monroe,Animal,Mammals,Bats,Lasionycteris noctivagans,Silver-haired Bat,S2S3B,G3G4
Orange,Plant,Flowering Plants,Other Flowering Plants,Chamaelirium luteum,Fairywand,S1S2,G5
St. Lawrence,Animal,Birds,"Gulls, Terns, Plovers, Shorebirds",Scolopax minor,American Woodcock,S5B,G5
Westchester,Plant,Flowering Plants,Other Flowering Plants,Blephilia ciliata,Downy Wood Mint,S1,G5
Queens,Animal,Birds,"Ducks, Geese, Waterfowl",Oxyura jamaicensis,Ruddy Duck,S1,G5
Onondaga,Plant,Flowering Plants,Other Flowering Plants,Anticlea elegans var. glauca,Mountain Death Camas,S2,G5T4T5
Warren,Natural Community,Freshwater Nontidal Wetlands,Open Peatlands,Highbush blueberry bog thicket,Highbush Blueberry Bog Thicket,S3,G4
Dutchess,Plant,Flowering Plants,Other Flowering Plants,Pedicularis lanceolata,Swamp Lousewort,S2S3,G5
Schuyler,Animal,Birds,Sparrows and Towhees,Melospiza georgiana,Swamp Sparrow,S5B,G5
Queens,Animal,Birds,Mockingbirds and Thrashers,Toxostoma rufum,Brown Thrasher,S3S4B,G5
Rensselaer,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Accipiter striatus,Sharp-shinned Hawk,S4,G5
Livingston,Plant,Flowering Plants,Other Flowering Plants,Pedicularis lanceolata,Swamp Lousewort,S2S3,G5
Nassau,Animal,Birds,"Gulls, Terns, Plovers, Shorebirds",Larus argentatus,Herring Gull,S5,G5
Franklin,Animal,Reptiles,Snakes,Diadophis punctatus,Ring-necked Snake,S5,G5
Suffolk,Animal,Birds,Wood-Warblers,Helmitheros vermivorum,Worm-eating Warbler,S4B,G5
Broome,Plant,Flowering Plants,Other Flowering Plants,Lathyrus ochroleucus,Pale Vetchling,S3,G5
Greene,Animal,Birds,Hummingbirds and Swifts,Chaetura pelagica,Chimney Swift,S5B,G5
Sullivan,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Accipiter gentilis,Northern Goshawk,"S3S4B,S3N",G5
Schenectady,Plant,Flowering Plants,Other Flowering Plants,Andersonglossum boreale,Northern Wild Comfrey,S1S2,G5T4T5
Franklin,Animal,Birds,Nuthatches,Sitta carolinensis,White-breasted Nuthatch,S5,G5
Schoharie,Animal,Birds,Flycatchers,Sayornis phoebe,Eastern Phoebe,S5B,G5
Niagara,Plant,Flowering Plants,Sedges,Carex cryptolepis,Small Yellow Sedge,S3,G4
Ulster,Natural Community,Uplands,Barrens and Woodlands,Dwarf pine ridges,Dwarf Pine Ridges,S1,G1G2
Sullivan,Animal,Birds,Wrens,Cistothorus palustris,Marsh Wren,S5,G5
Suffolk,Animal,Birds,Swallows,Stelgidopteryx serripennis,Northern Rough-winged Swallow,S5B,G5
Wayne,Animal,Birds,Wood-Warblers,Setophaga magnolia,Magnolia Warbler,S5B,G5
Chemung,Animal,Birds,Finches and Crossbills,Spinus pinus,Pine Siskin,S5,G5
Wyoming,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Buteo platypterus,Broad-winged Hawk,S5B,G5
Niagara,Plant,Flowering Plants,Other Flowering Plants,Polygala incarnata,Pink Milkwort,SX,G5
Westchester,Animal,Birds,"Gulls, Terns, Plovers, Shorebirds",Scolopax minor,American Woodcock,S5B,G5
Westchester,Animal,Butterflies and Moths,Butterflies and Skippers,Atrytonopsis hianna,Dusted Skipper,S2S3,G4G5
Dutchess,Animal,Mammals,Bats,Myotis leibii,Eastern Small-footed Myotis,S1S3,G4
Lewis,Animal,Birds,Wood-Warblers,Mniotilta varia,Black-and-white Warbler,S5B,G5
Dutchess,Plant,Flowering Plants,Other Flowering Plants,Cuscuta cephalanthi,Buttonbush Dodder,S1,G5
Oswego,Plant,Flowering Plants,Other Flowering Plants,Agalinis paupercula,Small-flowered Agalinis,S3,G5
Yates,Plant,Flowering Plants,Orchids,Platanthera ciliaris,Orange Fringed Orchid,S1,G5
St. Lawrence,Animal,Birds,Owls,Bubo virginianus,Great Horned Owl,S5,G5
Westchester,Animal,Reptiles,Snakes,Coluber constrictor,Racer,S4,G5
Allegany,Animal,Mammals,Bats,Perimyotis subflavus,Tri-colored Bat,S1,G2G3
Onondaga,Plant,Ferns and Fern Allies,Ferns,Botrychium minganense,Mingan Moonwort,S1,G4G5
Putnam,Animal,Birds,Chickadees and Titmice,Poecile atricapillus,Black-capped Chickadee,S5,G5
Essex,Plant,Flowering Plants,Other Flowering Plants,Geum macrophyllum var. macrophyllum,Bigleaf Yellow Avens,S1,G5T5
Broome,Animal,Birds,Blackbirds and Orioles,Dolichonyx oryzivorus,Bobolink,S5B,G5
Suffolk,Animal,Birds,Wood-Warblers,Cardellina canadensis,Canada Warbler,S5B,G5
Jefferson,Plant,Ferns and Fern Allies,Ferns,Pellaea glabella ssp. glabella,Smooth Cliff Brake,S2,G5T5
Franklin,Plant,Flowering Plants,Other Flowering Plants,Scheuchzeria palustris,Pod Grass,S3,G5
Tioga,Plant,Flowering Plants,Other Flowering Plants,Oxypolis rigidior,Stiff Cowbane,SH,G5
Essex,Animal,Dragonflies and Damselflies,Dragonflies,Sympetrum danae,Black Meadowhawk,S2S3,G5
Onondaga,Animal,Mussels and Clams,Freshwater Mussels,Potamilus alatus,Pink Heelsplitter,S2S3,G5
Allegany,Natural Community,Freshwater Nontidal Wetlands,Open Peatlands,Dwarf shrub bog,Dwarf Shrub Bog,S3,G4
Greene,Animal,Birds,Owls,Megascops asio,Eastern Screech-Owl,S5,G5
Schoharie,Animal,Birds,Hummingbirds and Swifts,Chaetura pelagica,Chimney Swift,S5B,G5
Franklin,Animal,Birds,Thrushes and Bluebirds,Hylocichla mustelina,Wood Thrush,S5B,G4
Oswego,Animal,Birds,Thrushes and Bluebirds,Catharus ustulatus,Swainson's Thrush,S5B,G5
Erie,Animal,Birds,Finches and Crossbills,Spinus tristis,American Goldfinch,S5,G5
Nassau,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Accipiter cooperii,Cooper's Hawk,S4,G5
Broome,Animal,Dragonflies and Damselflies,Dragonflies,Cordulegaster obliqua,Arrowhead Spiketail,S3,G4
Schoharie,Animal,Birds,Mockingbirds and Thrashers,Mimus polyglottos,Northern Mockingbird,S5B,G5
Niagara,Animal,Birds,Blackbirds and Orioles,Molothrus ater,Brown-headed Cowbird,S5B,G5
Madison,Animal,Birds,Wood-Warblers,Setophaga fusca,Blackburnian Warbler,S5B,G5
Ulster,Animal,Birds,Wood-Warblers,Vermivora cyanoptera,Blue-winged Warbler,S5B,G5
Richmond,Plant,Flowering Plants,Other Flowering Plants,Polygonum erectum,Erect Knotweed,S2S3,G5
Wyoming,Animal,Birds,Flycatchers,Empidonax minimus,Least Flycatcher,S5B,G5
Franklin,Plant,Flowering Plants,Sedges,Carex oligosperma,Few-fruited Sedge,S3,G5
New York,Animal,Mammals,Bats,Lasionycteris noctivagans,Silver-haired Bat,S2S3B,G3G4
Clinton,Animal,Birds,Finches and Crossbills,Loxia leucoptera,White-winged Crossbill,S2S3,G5
Wayne,Animal,Birds,Thrushes and Bluebirds,Turdus migratorius,American Robin,S5B,G5
Bronx,Plant,Flowering Plants,Other Flowering Plants,Sabatia dodecandra var. dodecandra,Large Marsh Pink,SX,G5?T4T5
Greene,Natural Community,Uplands,Forested Uplands,Beech-maple mesic forest,Beech-Maple Mesic Forest,S4,G4
Cortland,Animal,Mammals,Bats,Lasionycteris noctivagans,Silver-haired Bat,S2S3B,G3G4
Broome,Animal,Birds,Wood-Warblers,Oreothlypis ruficapilla,Nashville Warbler,S5B,G5
Tompkins,Animal,Birds,Mockingbirds and Thrashers,Toxostoma rufum,Brown Thrasher,S3S4B,G5
Ulster,Animal,Reptiles,Snakes,Heterodon platirhinos,Eastern Hog-nosed Snake,S3,G5
Sullivan,Animal,Birds,Flycatchers,Empidonax minimus,Least Flycatcher,S5B,G5
Essex,Plant,Flowering Plants,Orchids,Cypripedium reginae,Showy Lady's Slipper,S3,G4G5
Albany,Plant,Flowering Plants,Other Flowering Plants,Linum sulcatum,Yellow Wild Flax,S2,G5
Delaware,Animal,Amphibians,Salamanders,Pseudotriton ruber,Red Salamander,S3S4,G5
Wyoming,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Bidens beckii,Beck's Water Marigold,S3,G5
Wayne,Animal,Mammals,Bats,Perimyotis subflavus,Tri-colored Bat,S1,G2G3
Genesee,Animal,Birds,Blackbirds and Orioles,Dolichonyx oryzivorus,Bobolink,S5B,G5
Allegany,Animal,Birds,Blackbirds and Orioles,Icterus galbula,Baltimore Oriole,S5B,G5
Cortland,Animal,Birds,Crows and Jays,Corvus brachyrhynchos,American Crow,S5,G5
Rockland,Plant,Flowering Plants,Other Flowering Plants,Heuchera americana var. americana,American Alumroot,S3,G5T5
Kings,Plant,Flowering Plants,Other Flowering Plants,Suaeda rolandii,Roland's Sea Blite,S1,G1G2
Otsego,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Bidens beckii,Beck's Water Marigold,S3,G5
Nassau,Plant,Flowering Plants,Other Flowering Plants,Utricularia juncea,Rush Bladderwort,S1,G5
Saratoga,Animal,Birds,Cuckoos,Coccyzus americanus,Yellow-billed Cuckoo,S5B,G5
Washington,Animal,Birds,Grebes,Podilymbus podiceps,Pied-billed Grebe,"S3B,S1N",G5
Lewis,Animal,Dragonflies and Damselflies,Dragonflies,Rhionaeschna mutata,Spatterdock Darner,S2,G4
Essex,Animal,Birds,"Gulls, Terns, Plovers, Shorebirds",Sterna hirundo,Common Tern,S3B,G5
Seneca,Animal,Amphibians,Salamanders,Plethodon glutinosus,Northern Slimy Salamander,S5,G5
Yates,Animal,Birds,"Ducks, Geese, Waterfowl",Anas crecca,Green-winged Teal,S3,G5
Oneida,Plant,Flowering Plants,Other Flowering Plants,Callitriche terrestris,Terrestrial Starwort,S2S3,G5
Erie,Plant,Flowering Plants,Orchids,Cypripedium reginae,Showy Lady's Slipper,S3,G4G5
Cayuga,Animal,Reptiles,Turtles,Emydoidea blandingii,Blanding's Turtle,S2S3,G4
Montgomery,Animal,Reptiles,Turtles,Chelydra serpentina,Snapping Turtle,S5,G5
Warren,Animal,Birds,Chickadees and Titmice,Poecile atricapillus,Black-capped Chickadee,S5,G5
Erie,Animal,Mussels and Clams,Freshwater Mussels,Fusconaia flava,Wabash Pigtoe,S2,G5
Hamilton,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Haliaeetus leucocephalus,Bald Eagle,"S2S3B,S2N",G5
Lewis,Natural Community,Uplands,Forested Uplands,Successional northern hardwoods,Successional Northern Hardwoods,S5,G5
Essex,Animal,Birds,Flycatchers,Empidonax flaviventris,Yellow-bellied Flycatcher,S3B,G5
Dutchess,Plant,Flowering Plants,Other Flowering Plants,Hypericum prolificum,Shrubby St. John's Wort,S2,G5
Cayuga,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Smallanthus uvedalia,Bear's Foot,SH,G4G5
Essex,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Accipiter striatus,Sharp-shinned Hawk,S4,G5
Westchester,Animal,Birds,"Ducks, Geese, Waterfowl",Anas platyrhynchos x rubripes,Mallard x Am. Black Duck Hybrid,SNA,GNA
Suffolk,Animal,Birds,Flycatchers,Empidonax alnorum,Alder Flycatcher,S5B,G5
Jefferson,Animal,Fish,"Minnows, Shiners, Suckers",Notropis anogenus,Pugnose Shiner,S1S2,G3
Westchester,Plant,Flowering Plants,Other Flowering Plants,Asclepias verticillata,Whorled Milkweed,S3,G5
Fulton,Animal,Birds,Vireos,Vireo olivaceus,Red-eyed Vireo,S5B,G5
Rensselaer,Plant,Flowering Plants,Other Flowering Plants,Orontium aquaticum,Golden Club,S2,G5
Cortland,Animal,Birds,"Herons, Bitterns, Egrets, Pelicans",Ixobrychus exilis,Least Bittern,"S3B,S1N",G5
Livingston,Animal,Birds,Sparrows and Towhees,Passerculus sandwichensis,Savannah Sparrow,S5B,G5
St. Lawrence,Animal,Birds,Wood-Warblers,Parkesia noveboracensis,Northern Waterthrush,S5B,G5
Richmond,Plant,Flowering Plants,Other Flowering Plants,Viola pedata var. pedata,Bird's-foot Violet,S3,G5TNR
Franklin,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Accipiter gentilis,Northern Goshawk,"S3S4B,S3N",G5
Otsego,Animal,Birds,Finches and Crossbills,Loxia curvirostra,Red Crossbill,S2S3,G5
Westchester,Animal,Reptiles,Snakes,Agkistrodon contortrix,Copperhead,S3,G5
Chemung,Animal,Birds,Flycatchers,Empidonax minimus,Least Flycatcher,S5B,G5
Ulster,Natural Community,Freshwater Nontidal Wetlands,Forested Mineral Soil Wetlands,Hemlock-hardwood swamp,Hemlock-Hardwood Swamp,S4,G4G5
Dutchess,Plant,Flowering Plants,Other Flowering Plants,Viola pedata var. pedata,Bird's-foot Violet,S3,G5TNR
Niagara,Animal,Birds,Nuthatches,Sitta canadensis,Red-breasted Nuthatch,S5,G5
Rensselaer,Plant,Flowering Plants,Other Flowering Plants,Triglochin palustris,Marsh Arrow Grass,S2,G5
Richmond,Animal,Birds,Sparrows and Towhees,Melospiza melodia,Song Sparrow,S5B,G5
Chautauqua,Plant,Flowering Plants,Other Flowering Plants,Collinsia verna,Blue-eyed-Mary,SH,G5
Onondaga,Animal,Birds,Wood-Warblers,Geothlypis philadelphia,Mourning Warbler,S5B,G5
Allegany,Animal,Birds,Swallows,Tachycineta bicolor,Tree Swallow,S5B,G5
Seneca,Animal,Birds,Sparrows and Towhees,Spizella passerina,Chipping Sparrow,S5B,G5
Nassau,Animal,Birds,"Gulls, Terns, Plovers, Shorebirds",Sternula antillarum,Least Tern,S3B,G4
Washington,Plant,Flowering Plants,Other Flowering Plants,Rorippa aquatica,Lake Cress,S2,G4?
Bronx,Animal,Butterflies and Moths,Moths,Catocala pretiosa pretiosa,Precious Underwing,SH,G4T2
Dutchess,Plant,Flowering Plants,Other Flowering Plants,Ceratophyllum echinatum,Prickly Hornwort,S3,G4?
Chautauqua,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Buteo lineatus,Red-shouldered Hawk,S4B,G5
Washington,Animal,Birds,Sparrows and Towhees,Melospiza melodia,Song Sparrow,S5B,G5
Lewis,Animal,Birds,Cormorants,Phalacrocorax auritus,Double-crested Cormorant,S3,G5
Richmond,Animal,Birds,Flycatchers,Contopus virens,Eastern Wood-Pewee,S5B,G5
Cortland,Animal,Birds,Wood-Warblers,Vermivora cyanoptera x chrysoptera,Brewster's Warbler,SNA,GNA
Orange,Animal,Birds,Wood-Warblers,Geothlypis trichas,Common Yellowthroat,S5B,G5
Fulton,Animal,Reptiles,Turtles,Chelydra serpentina,Snapping Turtle,S5,G5
Bronx,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Circus cyaneus,Northern Harrier,"S3B,S3N",G5
Livingston,Animal,Amphibians,Salamanders,Gyrinophilus porphyriticus,Spring Salamander,S5,G5
Saratoga,Animal,Birds,Mockingbirds and Thrashers,Toxostoma rufum,Brown Thrasher,S3S4B,G5
Seneca,Plant,Flowering Plants,Other Flowering Plants,Rorippa aquatica,Lake Cress,S2,G4?
Hamilton,Animal,Birds,Thrushes and Bluebirds,Turdus migratorius,American Robin,S5B,G5
Schuyler,Animal,Birds,Wrens,Cistothorus palustris,Marsh Wren,S5,G5
Putnam,Animal,Butterflies and Moths,Butterflies and Skippers,Callophrys hesseli,Hessel's Hairstreak,S1,G3G4
Allegany,Animal,Reptiles,Snakes,Thamnophis brachystoma,Short-headed Gartersnake,S3,G4
Seneca,Plant,Flowering Plants,Other Flowering Plants,Astragalus neglectus,Cooper's Milkvetch,S1,G4
Jefferson,Natural Community,Lakes and Ponds,Natural Lakes and Ponds,Great Lakes deepwater community,Great Lakes Deepwater Community,S1S2,G2G3
Suffolk,Animal,Birds,"Herons, Bitterns, Egrets, Pelicans",Egretta caerulea,Little Blue Heron,S2,G5
Washington,Plant,Flowering Plants,Sedges,Carex retroflexa,Reflexed Sedge,S2S3,G5
Queens,Animal,Birds,Wood-Warblers,Setophaga petechia,Yellow Warbler,S5B,G5
Clinton,Plant,Flowering Plants,Other Flowering Plants,Corydalis aurea ssp. aurea,Golden Corydalis,S2,G5T5
Essex,Plant,Ferns and Fern Allies,Ferns,Woodsia alpina,Alpine Cliff Fern,S1,G4G5
Westchester,Animal,Birds,Starlings,Sturnus vulgaris,European Starling,SNA,G5
Cayuga,Natural Community,Freshwater Nontidal Wetlands,Open Mineral Soil Wetlands,Shallow emergent marsh,Shallow Emergent Marsh,S5,G5
Otsego,Animal,Birds,Kinglets,Regulus satrapa,Golden-crowned Kinglet,S5B,G5
Yates,Animal,Birds,Thrushes and Bluebirds,Catharus guttatus,Hermit Thrush,S5B,G5
Oswego,Animal,Birds,Wood-Warblers,Setophaga cerulea,Cerulean Warbler,S3?B,G4
Steuben,Animal,Birds,"Rails, Coots and Cranes",Rallus limicola,Virginia Rail,S5,G5
Lewis,Animal,Birds,Mockingbirds and Thrashers,Toxostoma rufum,Brown Thrasher,S3S4B,G5
Suffolk,Animal,Birds,"Ducks, Geese, Waterfowl",Anas platyrhynchos,Mallard,S5,G5
Dutchess,Plant,Flowering Plants,Other Flowering Plants,Viburnum nudum var. nudum,Southern Wild Raisin,S1,G5T5
Ulster,Plant,Flowering Plants,Other Flowering Plants,Corema conradii,Broom Crowberry,S1,G4
Putnam,Animal,Fish,Needlefishes,Strongylura marina,Atlantic Needlefish,S2S3,G5
Clinton,Natural Community,Freshwater Nontidal Wetlands,Open Mineral Soil Wetlands,Inland calcareous lake shore,Inland Calcareous Lake Shore,S3,G4?
Wyoming,Plant,Flowering Plants,Other Flowering Plants,Ulmus thomasii,Cork Elm,S2S3,G5
Queens,Animal,Birds,Crows and Jays,Corvus ossifragus,Fish Crow,S4,G5
Kings,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Liatris scariosa var. novae-angliae,Northern Blazing Star,S2,G5?T3
Sullivan,Animal,Amphibians,Salamanders,Plethodon cinereus,Redback Salamander,S5,G5
Richmond,Animal,Beetles,Carrion Beetles,Nicrophorus americanus,American Burying Beetle,SH,G2G3
Washington,Plant,Flowering Plants,Other Flowering Plants,Polygonum tenue,Slender Knotweed,S3,G5
Erie,Animal,Amphibians,Salamanders,Gyrinophilus porphyriticus,Spring Salamander,S5,G5
New York,Plant,Flowering Plants,Other Flowering Plants,Oldenlandia uniflora,Clustered Bluets,S1,G5
Rensselaer,Plant,Flowering Plants,Other Flowering Plants,Lespedeza frutescens,Violet Bush Clover,S3,G5
Oneida,Plant,Flowering Plants,Sedges,Carex oligosperma,Few-fruited Sedge,S3,G5
Dutchess,Animal,Birds,Flycatchers,Empidonax alnorum,Alder Flycatcher,S5B,G5
Greene,Animal,Birds,Wood-Warblers,Helmitheros vermivorum,Worm-eating Warbler,S4B,G5
Saratoga,Animal,Birds,Mockingbirds and Thrashers,Dumetella carolinensis,Gray Catbird,S5B,G5
Seneca,Natural Community,Uplands,Forested Uplands,Hemlock-northern hardwood forest,Hemlock-Northern Hardwood Forest,S4,G4G5
Queens,Plant,Flowering Plants,Other Flowering Plants,Desmodium laevigatum,Smooth Tick Trefoil,SH,G5
Tioga,Animal,Birds,Creepers,Certhia americana,Brown Creeper,S5,G5
Wyoming,Animal,Birds,"Ducks, Geese, Waterfowl",Oxyura jamaicensis,Ruddy Duck,S1,G5
Nassau,Plant,Flowering Plants,Other Flowering Plants,Kosteletzkya pentacarpos var. pentacarpos,Saltmarsh Mallow,SX,G5TNR
Essex,Plant,Ferns and Fern Allies,Clubmosses,Huperzia selago,Fir Clubmoss,S1,G5
Warren,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Falco columbarius,Merlin,S3?B,G5
Seneca,Plant,Flowering Plants,Orchids,Platanthera ciliaris,Orange Fringed Orchid,S1,G5
