Account Holder1,Liable From,Rateable Value,Mandatory relief (%) ,Discretionary relief (%),Small Business Rate Relief (%),Retail Relief (£),Local Discount (£),Empty Property?,Exempt Empty?,Empty From,Address 1,Addr2,Addr3,Addr4,Postcode,VOA Description code,Description,B A Reference
CLEAR CHANNEL UK LIMITED,26/11/2007,17000.0,0.0,0.0,0.0,£0.00,"-£5,546.58",N,N,,ADVERTISING RIGHT REF 6795 ADJ,PELICAN CROSSING,BURLEY STREET,LEEDS,LS3 1LA,CA,ADVERTISING RIGHT AND PREMISES,2010248472362.0
CLEAR CHANNEL UK LIMITED,01/05/2010,400.0,0.0,0.0,0.0,£0.00,,N,N,,ADSHEL ADVERT RIGHT 0704 1210,OPP ST ANDREWS STREET,BURLEY STREET,LEEDS,LS3 1LW,CA,Advertising Right and Premises,2010248496167.0
RESERVE FORCES & CADETS ASSOC,01/04/2000,172000.0,80.0,0.0,0.0,£0.00,,N,N,,T A CENTRE CARLTON BARRACKS,CARLTON HILL,SHEEPSCAR,LEEDS,LS7 1NT,TD2,AUXILIARY DEFENCE ESTABLISHMENT AND PREMISES,2010282361667.0
HIGHLAND LADDIE LTD,27/03/2015,9400.0,0.0,0.0,43.0,"-£1,500.00",,N,N,,HIGHLAND INN,CAVENDISH STREET,WOODHOUSE,LEEDS,LS3 1LY,CL,Public House and Premises,2010291331325.0
SOMERSTON HOTELS LTD,06/10/2006,155000.0,0.0,0.0,0.0,£0.00,,N,N,,EXPRESS BY HOLIDAY INN,CAVENDISH STREET,LEEDS,,LS3 1LY,CH,HOTEL AND PREMISES,2010291431090.0
ATC PROPERTIES LTD,22/05/2015,9300.0,0.0,0.0,0.0,£0.00,,Y,N,22/05/2015,TOTAL PARKING CAR PARK,CAVENDISH STREET,WOODHOUSE,LEEDS,LS3 1LY,CP,CAR PARK AND PREMISES,2010291447029.0
CHOWDRY & CO LTD,01/04/2011,10000.0,0.0,0.0,33.0,£0.00,,N,N,,ADJ 11 CHERRY ROW,BURMANTOFTS,LEEDS,,LS9 7LY,CW,WAREHOUSE AND PREMISES,2010319350970.0
CLEAR CHANNEL UK LIMITED,16/12/2000,10250.0,0.0,0.0,0.0,£0.00,,N,N,,ADVERT RIGHT 5963/01 & 02,NEXT TO 1 CHERRY ROW,BURMANTOFTS,LEEDS,LS9 7LY,CA,Advertising Right and Premises,2010319365000.0
BARGAIN BOOZE LEEDS LTD,01/04/2005,8700.0,0.0,0.0,55.0,£0.00,,N,N,,1-3 CHERRY ROW,BURMANTOFTS,LEEDS,,LS9 7LY,CS,SHOP AND PREMISES,2010319429308.0
LALA CAFE,01/07/2012,1425.0,0.0,0.0,100.0,£0.00,,N,N,18/02/2011,9C CHERRY ROW,LEEDS,,,LS9 7LY,CS3,HAIRDRESSING SALON AND PREMISES,2010319614642.0
BIZNES INTERNET LTD,01/04/2012,2175.0,0.0,0.0,0.0,£0.00,,Y,Y,01/04/2012,STORE R/O,4 CHRISTOPHER ROAD,WOODHOUSE,LEEDS,LS6 2JX,CW3,STORE AND PREMISES,2010322332161.0
SAMARITANS OF LEEDS,01/04/2000,20750.0,80.0,0.0,0.0,£0.00,,N,N,,93 CLARENDON ROAD,WOODHOUSE,LEEDS,,LS2 9LY,CO,OFFICES AND PREMISES,2010334310402.0
MAAN INVESTMENTRS LTD,19/12/2014,77500.0,0.0,0.0,0.0,£0.00,,Y,Y,01/04/2015,10/12 CLARENDON ROAD,WOODHOUSE,LEEDS,,LS2 9NN,CO,OFFICES AND PREMISES,2010334310403.0
THORESBY SOCIETY,01/04/2000,9000.0,80.0,0.0,0.0,£0.00,,N,N,,THORESBY SOCIETY,23 CLARENDON ROAD,LEEDS,,LS2 9NZ,EM,Library and Premises,2010334324183.0
CHABAD LUBAVITCH (LEEDS) LIMITED,27/02/2009,54500.0,80.0,0.0,0.0,£0.00,,N,N,,81 CLARENDON ROAD,WOODHOUSE,LEEDS,,LS2 9PJ,CO,OFFICES AND PREMISES,2010334324424.0
YORKSHIRE ARCHAEOLOGICAL SOCIETY,01/04/2000,41250.0,80.0,0.0,0.0,£0.00,,N,N,,YORKSHIRE ARCHAEOLOGY SOCIETY,23 CLARENDON ROAD,WOODHOUSE,LEEDS,LS2 9NZ,EM,Library and Premises,2010334350120.0
VOXTECH LTD,01/04/2000,245.0,0.0,0.0,0.0,£0.00,,N,N,,STREET SITE NO 54 OUTSIDE,PRINCE HENRY BUILDING,CLARENDON ROAD,LEEDS,LS2 9LG,CA,Advertising Right and Premises,2010334363011.0
VOXTECH LTD,01/04/2000,245.0,0.0,0.0,0.0,£0.00,,N,N,,STREET SITE 55 JCTN MOORLAND RD,CLARENDON ROAD,WOODHOUSE,LEEDS,LS2 9LG,CA,ADVERTISING RIGHT AND PREMISES,2010334363012.0
VOXTECH LTD,01/04/2000,245.0,0.0,0.0,0.0,£0.00,,N,N,,STREET SITE NO 56 JUNCTION OF,UNIVERSITY ROAD,CLARENDON ROAD,WOODHOUSE LEEDS,LS2 9LG,CA,ADVERTISING RIGHT AND PREMISES,2010334363013.0
VOXTECH LTD,01/04/2000,245.0,0.0,0.0,0.0,£0.00,,N,N,,STREET SITE NO 57 JUNCTION OF,MOUNT PRESTON STREET,CLARENDON ROAD,WOODHOUSE LEEDS,LS2 9NQ,CA,ADVERTISING RIGHT AND PREMISES,2010334363014.0
TELEFONICA UK LTD,04/12/2000,8900.0,0.0,0.0,0.0,£0.00,,N,N,,TELECOM MAST SITE REF 8902,ROGER STEVENS BUILDING,SEMINARY STREET,LEEDS,LS2 9NH,MT1,COMMUNICATION STATION AND PREMISES,2010334365515.0
AXCESS PAYMENT SERVICES LTD,01/10/2014,3750.0,0.0,0.0,100.0,£0.00,,N,N,,SUITE G10,LEEDS INNOVATION CENTRE,103 CLARENDON ROAD,LEEDS,LS2 9DF,CO,OFFICES AND PREMISES,2010334366879.0
SECURICLICK LTD,01/10/2014,3200.0,0.0,0.0,0.0,£0.00,,N,N,,SUITE G13,LEEDS INNOVATION CENTRE,103 CLARENDON ROAD,LEEDS,LS2 9DF,CO,OFFICES AND PREMISES,2010334366882.0
LUTO,01/11/2009,5800.0,0.0,0.0,0.0,£0.00,,N,N,,SUITE G3,LEEDS INNOVATION CENTRE,103 CLARENDON ROAD,LEEDS,LS2 9DF,CO,OFFICES AND PREMISES,2010334366886.0
BIG CHANGE MOBILE LTD,01/12/2014,6600.0,0.0,0.0,90.0,£0.00,,N,N,,SUITE G5,LEEDS INNOVATION CENTRE,103 CLARENDON ROAD,LEEDS,LS2 9DF,CO,OFFICES AND PREMISES,2010334366888.0
LUTO RESEARCH,01/02/2006,6000.0,0.0,0.0,0.0,£0.00,,N,N,,SUITE G6,LEEDS INNOVATION CENTRE,103 CLARENDON ROAD,LEEDS,LS2 9DF,CO,OFFICES AND PREMISES,2010334366889.0
LUTO,01/09/2011,3550.0,0.0,0.0,0.0,£0.00,,N,N,,SUITE G7,LEEDS INNOVATION CENTRE,103 CLARENDON ROAD,LEEDS,LS2 9DF,CO,OFFICES AND PREMISES,2010334366890.0
SPARK,01/04/2005,2125.0,0.0,0.0,0.0,£0.00,,N,N,,SUITE G8,LEEDS INNOVATION CENTRE,103 CLARENDON ROAD,LEEDS,LS2 9DF,CO,OFFICES AND PREMISES,2010334366891.0
N E U P C,01/10/2014,7800.0,0.0,0.0,70.0,£0.00,,N,N,,SUITE G9,LEEDS INNOVATION CENTRE,103 CLARENDON ROAD,LEEDS,LS2 9DF,CO,OFFICES AND PREMISES,2010334366892.0
LEEDS COMMUNITY HEALTHCARE TRUST,01/04/2011,40750.0,0.0,0.0,0.0,£0.00,,N,N,,LITTLE WOODHOUSE HALL,18 CLARENDON ROAD,WOODHOUSE,LEEDS,LS2 9NT,MH2,Hospital and Premises,2010334367716.0
LEEDS INNOVATION CENTRE LTD,01/06/2015,3500.0,0.0,0.0,0.0,£0.00,,Y,N,01/06/2015,SUITE S6,LEEDS INNOVATION CENTRE,103 CLARENDON ROAD,LEEDS,LS2 9DF,CO,OFFICES AND PREMISES,2010334367858.0
UNIVERSITY OF LEEDS,01/11/2013,4800.0,80.0,0.0,0.0,£0.00,,N,N,,SUITE S7,LEEDS INNOVATION CENTRE,103 CLARENDON ROAD,LEEDS,LS2 9DF,CO,OFFICES AND PREMISES,2010334367859.0
UNIVERSITY OF LEEDS,01/05/2014,7800.0,80.0,0.0,0.0,£0.00,,N,N,,SUITE S8,LEEDS INNOVATION CENTRE,103 CLARENDON ROAD,LEEDS,LS2 9DF,CO,OFFICES AND PREMISES,2010334367860.0
UNIVERSITY OF LEEDS,01/04/2014,2900.0,80.0,0.0,0.0,£0.00,,N,N,,SUITE S2A,LEEDS INNOVATION CENTRE,103 CLARENDON ROAD,LEEDS,LS2 9DF,CO,OFFICES AND PREMISES,2010334367862.0
UNIVERSITY OF LEEDS,01/08/2009,3550.0,80.0,0.0,0.0,£0.00,,N,N,,SUITE S2B,LEEDS INNOVATION CENTRE,103 CLARENDON ROAD,LEEDS,LS2 9DF,CO,OFFICES AND PREMISES,2010334367863.0
TECHTRAN,24/05/2004,14000.0,0.0,0.0,0.0,£0.00,,N,N,,SUITE S1A,LEEDS INNOVATION CENTRE,103 CLARENDON ROAD,LEEDS,LS2 9DF,CO,OFFICES AND PREMISES,2010334367865.0
UNIVERSITY OF LEEDS,01/08/2014,8200.0,80.0,0.0,0.0,£0.00,,N,N,,SUITE S1B,LEEDS INNOVATION CENTRE,103 CLARENDON ROAD,LEEDS,LS2 9DF,CO,OFFICES AND PREMISES,2010334368893.0
SYCOUS LTD,01/06/2015,8200.0,0.0,0.0,63.0,£0.00,,N,N,,SUITE S1C,LEEDS INNOVATION CENTRE,103 CLARENDON ROAD,LEEDS,LS2 9DF,CO,OFFICES AND PREMISES,2010334368894.0
UNIVERSITY OF LEEDS,01/08/2009,1750.0,80.0,0.0,0.0,£0.00,,N,N,,SUITE S3A,LEEDS INNOVATION CENTRE,103 CLARENDON ROAD,LEEDS,LS2 9DF,CO,OFFICES AND PREMISES,2010334369270.0
UNIVERSITY OF LEEDS,01/08/2010,1750.0,80.0,0.0,0.0,£0.00,,N,N,,SUITE S3B,LEEDS INNOVATION CENTRE,103 CLARENDON ROAD,LEEDS,LS2 9DF,CO,OFFICES AND PREMISES,2010334369271.0
LEEDS INNOVATION CENTRE LTD,01/06/2015,3650.0,0.0,0.0,0.0,£0.00,,Y,N,01/06/2015,SUITE S3C,LEEDS INNOVATION CENTRE,103 CLARENDON ROAD,LEEDS,LS2 9DF,CO,OFFICES AND PREMISES,2010334369272.0
TRACSIS,01/09/2012,1675.0,0.0,0.0,0.0,£0.00,,N,N,,SUITE F3,LEEDS INNOVATION CENTRE,103 CLARENDON ROAD,LEEDS,LS2 9DF,CO,OFFICES AND PREMISES,2010334369843.0
TRACSIS,01/09/2012,5700.0,0.0,0.0,0.0,£0.00,,N,N,,SUITE F4,LEEDS INNOVATION CENTRE,103 CLARENDON ROAD,LEEDS,LS2 9DF,CO,OFFICES AND PREMISES,2010334369845.0
UNIVERSITY OF LEEDS,01/11/2013,5100.0,80.0,0.0,0.0,£0.00,,N,N,,SUITE F6,LEEDS INNOVATION CENTRE,103 CLARENDON ROAD,LEEDS,LS2 9DF,CO,OFFICES AND PREMISES,2010334369846.0
YEADON IP,01/10/2013,2600.0,0.0,0.0,0.0,£0.00,,N,N,,SUITE F7,LEEDS INNOVATION CENTRE,103 CLARENDON ROAD,LEEDS,LS2 9DF,CO,OFFICES AND PREMISES,2010334369847.0
LUTO,11/09/2006,2850.0,0.0,0.0,0.0,£0.00,,N,N,,SUITE G2,LEEDS INNOVATION CENTRE,103 CLARENDON ROAD,LEEDS,LS2 9DF,CO,OFFICES AND PREMISES,2010334412358.0
LEEDS INNOVATION CENTRE LTD,07/08/2004,13750.0,0.0,0.0,0.0,£0.00,,N,N,,THE MANAGEMENT SUITE,LEEDS INNOVATION CENTRE,103 CLARENDON ROAD,LEEDS,LS2 9DF,CO,OFFICES AND PREMISES,2010334412369.0
LEEDS MARINE,18/05/2009,5100.0,0.0,0.0,0.0,£0.00,,N,N,,SUITE S5,INNOVATION CENTRE,CLARENDON ROAD,LEEDS,LS2 9NN,CO,OFFICES AND PREMISES,2010334428142.0
UNIVERSITY OF LEEDS,01/11/2013,5700.0,80.0,0.0,0.0,£0.00,,N,N,,SUITE F8,INNOVATION CENTRE,CLARENDON ROAD,LEEDS,LS2 9NN,CO,OFFICES AND PREMISES,2010334439098.0
PAVILION,01/10/2013,2600.0,0.0,0.0,0.0,£0.00,,N,N,,SUITE F8A,INNOVATION CENTRE,CLARENDON ROAD,LEEDS,LS2 9NN,CO,OFFICES AND PREMISES,2010334439109.0
YEADON IP,01/10/2013,2600.0,0.0,0.0,0.0,£0.00,,N,N,,SUITE F8B,INNOVATION CENTRE,CLARENDON ROAD,LEEDS,LS2 9NN,CO,OFFICES AND PREMISES,2010334439120.0
MEDISOFT,01/07/2009,8300.0,0.0,0.0,0.0,£0.00,,N,N,,SUITE F16,INNOVATION CENTRE,CLARENDON ROAD,LEEDS,LS2 9NN,CO,OFFICES AND PREMISES,2010334450043.0
UNIVERSITY OF LEEDS,01/07/2014,3200.0,80.0,0.0,0.0,£0.00,,N,N,,SUITE F18,INNOVATION CENTRE,CLARENDON ROAD,LEEDS,LS2 9NN,CO,OFFICES AND PREMISES,2010334450054.0
UNIVERSITY OF LEEDS,01/12/2012,12500.0,80.0,0.0,0.0,£0.00,,N,N,,SUITE F20,INNOVATION CENTRE,CLARENDON ROAD,LEEDS,LS2 9NN,CO,OFFICES AND PREMISES,2010334450065.0
RESEARCH TOOLKIT,01/05/2013,2425.0,0.0,0.0,100.0,£0.00,,N,N,,SUITE F13,INNOVATION CENTRE,CLARENDON ROAD,LEEDS,LS2 9NN,CO,OFFICES AND PREMISES,2010334450076.0
PRESTIGIOUS EDUCATION LTD,01/04/2013,1575.0,0.0,0.0,100.0,£0.00,,N,N,,SUITE F11,INNOVATION CENTRE,CLARENDON ROAD,LEEDS,LS2 9NN,CO,OFFICES AND PREMISES,2010334450087.0
IONIX ADVANCED TECHNOLOGIES LTD,01/02/2014,1575.0,0.0,0.0,100.0,£0.00,,N,N,,SUITE F10,INNOVATION CENTRE,CLARENDON ROAD,LEEDS,LS2 9NN,CO,OFFICES AND PREMISES,2010334450098.0
TLIP LTD,01/05/2015,4300.0,0.0,0.0,100.0,£0.00,,N,N,,SUITE F9,INNOVATION CENTRE,CLARENDON ROAD,LEEDS,LS2 9NN,CO,OFFICES AND PREMISES,2010334450109.0
ISAAC COMMUNICATION MATTERS,01/02/2015,1575.0,80.0,0.0,0.0,£0.00,,N,N,,SUITE F12,INNOVATION CENTRE,CLARENDON ROAD,LEEDS,LS2 9NN,CO,OFFICES AND PREMISES,2010334450120.0
APEX EVANGELISTS LTD,01/05/2015,5000.0,0.0,0.0,100.0,£0.00,,N,N,,SUITE F14,INNOVATION CENTRE,CLARENDON ROAD,LEEDS,LS2 9NN,CO,OFFICES AND PREMISES,2010334450131.0
UNIVERSITY OF LEEDS,01/11/2009,3200.0,80.0,0.0,0.0,£0.00,,N,N,,SUITE F19,INNOVATION CENTRE,CLARENDON ROAD,LEEDS,LS2 9NN,CO,OFFICES AND PREMISES,2010334450142.0
MEDISOFT,01/02/2013,3200.0,0.0,0.0,0.0,£0.00,,N,N,,SUITE F17,INNOVATION CENTRE,CLARENDON ROAD,LEEDS,LS2 9NN,CO,OFFICES AND PREMISES,2010334450153.0
MEDISOFT,01/07/2009,5600.0,0.0,0.0,0.0,£0.00,,N,N,,SUITE F15,INNOVATION CENTRE,CLARENDON ROAD,LEEDS,LS2 9NN,CO,OFFICES AND PREMISES,2010334450164.0
ADVANCED HAIR STUDIOS LEEDS LTD,12/02/2007,16000.0,0.0,0.0,0.0,£0.00,,N,N,,47 CLARENDON ROAD,WOODHOUSE,LEEDS,,LS2 9NN,CO,OFFICES AND PREMISES,2010334461186.0
EVERYTHING EVERYWHERE LIMITED,07/10/2008,2800.0,0.0,0.0,0.0,£0.00,,N,N,,ORANGE (WYK0337) STREETWORKS AT,"JUNCTION MOORLAND ROAD,","CLARENDON ROAD, WOODHOUSE",LEEDS,LS2 9NN,MT1,COMMUNICATION STATION AND PREMISES,2010334479336.0
INSTRUMENTAL,01/04/2015,3800.0,0.0,0.0,0.0,£0.00,,N,N,,UNIT H7X,CHARLES THACKRAH BUILDING,101 CLARENDON ROAD,LEEDS,LS2 9JL,CO,Offices and Premises,2010334604507.0
INSTRUMENTAL,01/04/2015,3800.0,0.0,0.0,0.0,£0.00,,N,N,,UNIT H8X,CHARLES THACKRAH BUILDING,101 CLARENDON ROAD,LEEDS,LS2 9JL,CO,Offices and Premises,2010334604518.0
SUSTAINABLE PROCUREMENTCENTRE OF EXCELLENCE,01/04/2012,4650.0,0.0,0.0,100.0,£0.00,,N,N,,SUITE G4X,INNOVATION CENTRE,CLARENDON ROAD,LEEDS,LS2 9NN,CO,Offices and Premises,2010334604540.0
LEEDS INNOVATION CENTRE LTD,01/04/2012,2500.0,0.0,0.0,0.0,£0.00,,N,N,,SUITE G4S,INNOVATION CENTRE,CLARENDON ROAD,LEEDS,LS2 9NN,CO,Offices and Premises,2010334604551.0
NCCRCD,01/04/2012,26500.0,0.0,0.0,0.0,£0.00,,N,N,,UNIT H16X,CHARLES THACKRAH BUILDING,101 CLARENDON ROAD,LEEDS,LS2 9JL,CO,Offices and Premises,2010334604584.0
LEEDS INNOVATION CENTRE LTD,01/04/2012,15500.0,0.0,0.0,0.0,£0.00,,N,N,,MANAGEMENT OFFICES,CHARLES THACKRAH BUILDING,101 CLARENDON ROAD,LEEDS,LS2 9JL,CO,Offices and Premises,2010334604595.0
BIG CHANGE,01/04/2015,4850.0,0.0,0.0,0.0,£0.00,,N,N,,"SUITE S1DS, INNOVATION CENTRE",CLARENDON ROAD,WOODHOUSE,LEEDS,LS2 9NN,CO,Offices and Premises,2010334606916.0
BIGCHANGE APPS LTD,01/11/2014,3950.0,0.0,0.0,100.0,£0.00,,N,N,,"SUITE S1DX, INNOVATION CENTRE",CLARENDON ROAD,WOODHOUSE,LEEDS,LS2 9NN,CO,Offices and Premises,2010334606927.0
AXCESS MERCHANT SERVICES LTD,01/10/2014,7700.0,0.0,0.0,72.0,£0.00,,N,N,,SUITE G11A,INNOVATION CENTRE,CLARENDON ROAD,LEEDS,LS2 9NN,CO,OFFICES AND PREMISES,2010334610429.0
LEEDS INNOVATION CENTRE LTD,01/08/2007,9200.0,0.0,0.0,0.0,£0.00,,N,N,,SUITE G14A,INNOVATION CENTRE,CLARENDON ROAD,LEEDS,LS2 9NN,CO,OFFICES AND PREMISES,2010334610440.0
ANNUITY EXCHANGE,01/03/2009,4850.0,0.0,0.0,100.0,£0.00,,N,N,,UNIT H1,CHARLES THACKRAH BUILDING,101 CLARENDON ROAD,LEEDS,LS2 9JL,CO,OFFICES AND PREMISES,2010334610891.0
RETIREMENT SYSTEMS LTD,01/04/2015,3800.0,0.0,0.0,100.0,£0.00,,N,N,,UNIT H2,CHARLES THACKRAH BUILDING,101 CLARENDON ROAD,LEEDS,LS2 9JL,CO,OFFICES AND PREMISES,2010334610924.0
QUANTUM IMAGING,01/02/2015,1875.0,0.0,0.0,100.0,£0.00,,N,N,,UNIT H3,CHARLES THACKRAH BUILDING,101 CLARENDON ROAD,LEEDS,LS2 9JL,CO,OFFICES AND PREMISES,2010334610935.0
ROYAL COLLEGE OF PHYSICIANS,01/07/2014,1875.0,80.0,0.0,0.0,£0.00,,N,N,,UNIT H4,CHARLES THACKRAH BUILDING,101 CLARENDON ROAD,LEEDS,LS2 9JL,CO,OFFICES AND PREMISES,2010334610946.0
INSTRUMENTAL LTD,01/03/2013,1875.0,0.0,0.0,0.0,£0.00,,N,N,,UNIT H5,CHARLES THACKRAH BUILDING,101 CLARENDON ROAD,LEEDS,LS2 9JL,CO,OFFICES AND PREMISES,2010334610957.0
INSTRUMENTAL LTD,01/03/2013,1875.0,0.0,0.0,0.0,£0.00,,N,N,,UNIT H6,CHARLES THACKRAH BUILDING,101 CLARENDON ROAD,LEEDS,LS2 9JL,CO,OFFICES AND PREMISES,2010334610968.0
NIHR TCC,01/11/2011,1350.0,0.0,0.0,0.0,£0.00,,N,N,,UNIT H9,CHARLES THACKRAH BUILDING,101 CLARENDON ROAD,LEEDS,LS2 9JL,CO,OFFICES AND PREMISES,2010334611001.0
BIO-NORDIC LTD,01/12/2012,1225.0,0.0,0.0,100.0,£0.00,,N,N,,UNIT H10,CHARLES THACKRAH BUILDING,101 CLARENDON ROAD,LEEDS,LS2 9JL,CO,OFFICES AND PREMISES,2010334611012.0
UNIVERSITY OF LEEDS,01/12/2012,13500.0,80.0,0.0,0.0,£0.00,,N,N,,UNIT H11,CHARLES THACKRAH BUILDING,101 CLARENDON ROAD,LEEDS,LS2 9JL,CO,OFFICES AND PREMISES,2010334611023.0
LEEDS INNOVATION CENTRE LTD,01/03/2015,5000.0,0.0,0.0,0.0,£0.00,,Y,N,01/03/2015,UNIT H12,CHARLES THACKRAH BUILDING,101 CLARENDON ROAD,LEEDS,LS2 9JL,CO,OFFICES AND PREMISES,2010334611034.0
ARQIVA LTD,01/04/2010,8600.0,0.0,0.0,0.0,£0.00,,N,N,,ARQIVA (164236) AT,WORSLEY BUILDING,CLARENDON ROAD,LEEDS,LS2 9NL,MT1,Communication Station and Premises,2010334617905.0
EDGE ANALYTICS LTD,01/06/2015,12000.0,0.0,0.0,0.0,£0.00,,N,N,,SUITE S4,INNOVATION CENTRE,CLARENDON ROAD,LEEDS,LS2 9NN,CO,Offices and Premises,2010334655091.0
BIO GEO LTD,01/02/2015,1125.0,0.0,0.0,100.0,£0.00,,N,N,,SUITE S4B,INNOVATION CENTRE,CLARENDON ROAD,LEEDS,LS2 9NN,CO,Offices and Premises,2010334655113.0
COFELY LTD,01/04/2014,1525.0,0.0,0.0,0.0,£0.00,,N,N,,SUITE S4C,INNOVATION CENTRE,CLARENDON ROAD,LEEDS,LS2 9NN,CO,Offices and Premises,2010334655124.0
LEEDS PARTNERSHIPS NHSFOUNDATION TRUST,01/04/2000,40500.0,0.0,0.0,0.0,£0.00,,N,N,,40 CLARENDON ROAD,WOODHOUSE,LEEDS,,LS2 9NZ,CO,OFFICES AND PREMISES,2010336335448.0
MOBILE BROADBAND NETWORK LTD,30/09/2009,8900.0,0.0,0.0,0.0,£0.00,,N,N,,TELECOM MAST SITE REF 95018,LEEDS UNIVERSITY,CLARENDON ROAD,LEEDS,LS2 9LG,MT1,COMMUNICATION STATION AND PREMISES,2010336364201.0
VODAFONE LTD,01/04/2005,8900.0,0.0,0.0,0.0,£0.00,,N,N,,TELECOMMUNICATIONS MAST,SITE REF 30742,CLARENDON ROAD,LEEDS,LS2 9LG,MT1,COMMUNICATION STATION AND PREMISES,2010336435886.0
UNIVERSITY OF LEEDS,01/04/2000,107000.0,80.0,0.0,0.0,£0.00,,N,N,,ALBERT MANNSBRIDGE COLLEGE,71 CLARENDON ROAD,WOODHOUSE,LEEDS,LS2 9PJ,EU,UNIVERSITY AND PREMISES,2010337334765.0
GREENGATE PROPERTIES LTD,01/04/2004,17750.0,0.0,0.0,0.0,£0.00,,N,N,,207 CLARENDON ROAD,WOODHOUSE,LEEDS,,LS2 9LB,CS,SHOP AND PREMISES,2010337367631.0
RENDEZVU LIMITED,18/11/2013,18500.0,0.0,0.0,0.0,"-£1,500.00",,N,N,,201/203 CLARENDON ROAD,WOODHOUSE,LEEDS,,LS2 9LB,CR1,CAFE AND PREMISES,2010337610154.0
CITYRED LTD,01/06/2009,4150.0,0.0,0.0,0.0,£0.00,,N,N,,BASEMENT,35 CROMER TERRACE,WOODHOUSE,LEEDS,LS2 9JU,CO,OFFICES AND PREMISES,2010417361653.0
GOOD SHEPHERD CHURCH,01/04/2011,1275.0,80.0,0.0,0.0,£0.00,,N,N,,27 CROMWELL MOUNT,BURMANTOFTS,LEEDS,,LS9 7ST,IF3,WORKSHOP AND PREMISES,2010418306137.0
LEEDS CITY COUNCIL,01/04/2000,4200.0,0.0,0.0,0.0,£0.00,,N,N,,LINCOLN GREEN YOUTH BASE,CROMWELL MOUNT,BURMANTOFTS,LEEDS,LS9 7ST,LC,COMMUNITY CENTRE AND PREMISES,2010418306139.0
LEEDS CITY COUNCIL,01/04/2008,1275.0,0.0,0.0,0.0,£0.00,,N,N,,37 CROMWELL MOUNT,BURMANTOFTS,LEEDS,,LS9 7ST,IF3,WORKSHOP AND PREMISES,2010418306146.0
LEEDS CITY COUNCIL,24/10/2008,1275.0,0.0,0.0,0.0,£0.00,,N,N,,39 CROMWELL MOUNT,BURMANTOFTS,LEEDS,,LS9 7ST,IF3,WORKSHOP AND PREMISES,2010418306148.0
EAST LEEDS HEALTH FOR ALL,09/10/2008,6800.0,80.0,0.0,0.0,£0.00,,N,N,,41-49 CROMWELL MOUNT,LEEDS,,,LS9 7ST,CO,OFFICES AND PREMISES,2010418483109.0
LEEDS CITY COUNCIL,03/09/2012,6700.0,0.0,0.0,0.0,£0.00,,N,N,,DAY CENTRE,CROMWELL STREET,BURMANTOFTS,LEEDS,LS9 7SG,LC,COMMUNITY CENTRE AND PREMISES,2010420324786.0
LEEDS REFUGEE FORUM,08/03/2007,6100.0,0.0,50.0,98.0,£0.00,,N,N,,ESTATE OFFICE,CROMWELL STREET,BURMANTOFTS,LEEDS,LS9 7SG,ML,OFFICES AND PREMISES,2010420325163.0
LEEDS CITY COUNCIL,01/04/2000,45500.0,80.0,0.0,0.0,£0.00,,N,N,,ST PETERS C OF E PRIMARY SCH,CROMWELL STREET,BURMANTOFTS,LEEDS,LS9 7SG,EL,SCHOOL AND PREMISES,2010420352979.0
BAF PRINTERS (1962) LTD,11/07/2011,31000.0,0.0,0.0,0.0,£0.00,,N,N,,PORTLAND HOUSE,CROSS CHANCELLOR STREET,WOODHOUSE,LEEDS,LS6 2TG,IF,FACTORY AND PREMISES,2010425305787.0
NANAK HOLDINGS LTD,01/04/2000,3850.0,0.0,0.0,100.0,£0.00,,N,N,,1ST FLOOR,6 CROSS CHANCELLOR STREET,MEANWOOD,LEEDS,LS6 2TG,IF,FACTORY AND PREMISES,2010425337785.0
WATSON SMITH LTD,01/04/2000,75000.0,0.0,0.0,0.0,£0.00,,N,N,,WATSON SMITH LTD,CROSS CHANCELLOR STREET,WOODHOUSE,LEEDS,LS6 2RT,IF,FACTORY AND PREMISES,2010425349933.0
PPG ARCHITECTURAL COATINGSUK LTD,01/04/2000,28250.0,0.0,0.0,0.0,£0.00,,N,N,,GND AND PT 1ST FLR,6 CROSS CHANCELLOR STREET,MEANWOOD,LEEDS,LS6 2TG,CW,WAREHOUSE AND PREMISES,2010425368110.0
NORTHEND MANAGEMENT LTD,13/02/2006,7000.0,0.0,0.0,83.0,£0.00,,N,N,,LETTING OFFICE,ELDON COURT,"ELDON TERRACE, WOODHOUSE",LEEDS,LS2 9AB,CO,OFFICES AND PREMISES,2010522446776.0
WYCA,01/01/2014,10500.0,0.0,0.0,0.0,£0.00,,Y,N,01/01/2014,15 ELDON TERRACE,WOODHOUSE,LEEDS,,LS2 9AB,CR1,Cafe and Premises,2010522496156.0
DESIGN & GRAPHIC LTD,01/04/2000,3150.0,0.0,0.0,100.0,£0.00,,N,N,,4 GLEDHOW TERRACE,SHEEPSCAR,LEEDS,,LS8 5EP,CS,SHOP AND PREMISES,2010623323097.0
J C DECAUX UK LTD,01/04/2000,1100.0,0.0,0.0,0.0,£0.00,,N,N,,NO 101120632 AT,90 HAREHILLS ROAD,HAREHILLS,LEEDS,LS8 5NU,CA,ADVERTISING RIGHT AND PREMISES,2010722312768.0
