UID,Client,Category,Status,Pro Class,Contract Title,Route to Market,Agreement Type,Contract Start Date,Contract Term (Months),Maximum Duration of Contract (Months),Contract End Date,Ext. Applied to Contract,Maximum Extend Date,Review Date,Estimated Annual Value,Estimated Total Value,Supplier Name,Supplier Type,Registered Number,Postcode,Council Directorate
4087,Stockport Council,Place,Live (Ongoing),231400-Highway Equipment & Materials : Street Lighting : ,Street Lighting Framework,Mini Competition (External),Contract,01-Apr-18,48,60,31-Mar-22,No,31-Mar-23,01-Oct-21,"Â£687,652.96","Â£3,438,264.80",Various - see below,Various - see below,Various - see below,Various - see below,Stockport- Services to Place
4087,Stockport Council,Place,Live (Ongoing),231400-Highway Equipment & Materials : Street Lighting : ,Street Lighting Framework,-,-,-,-,-,-,-,-,-,-,-,Marwood Ltd,Large,6303777,WS9 8PT ,Stockport- Services to Place
4087,Stockport Council,Place,Live (Ongoing),231400-Highway Equipment & Materials : Street Lighting : ,Street Lighting Framework,-,-,-,-,-,-,-,-,-,-,-,Lucy Zodion,Large,7448407,OX2 6EE ,Stockport- Services to Place
4091,Stockport Council,People,Live (Ongoing),401603-Social Community Care Supplies & Services - Children : Youth Services : Transition Between Children & Adults,Appropriate Adult Service,Tender,Contract,01-Jun-18,34,58,31-Mar-21,No,31-Mar-23,01-Dec-20,-,-,Child Action North West,SME,820660,BB1 9LL,Stockport- Services to People
4096,Stockport Council,People,Live (Ongoing),111200-Catering : Food & Beverages : ,Provision of Catering Services to Stockport Metropolitan Council,OJEU Tender,Contract,01-Oct-19,36,48,30-Sep-22,No,30-Sep-23,01-Oct-21,"Â£122,202.00","Â£488,808.00",Mosaic Event Catering Ltd,Small,10709043,SK7 3NX,Stockport- Corporate & Support Services
4143,Stockport Council,Professional,Live (Ongoing),271440-Information Communication Technology : Software : ,Job Evaluation Software,Exemption,Contract,16-Sep-17,36,36,15-Sep-20,,15-Sep-20,14-Jun-20,"Â£12,620.00","Â£37,860.00",Northgate Human Resources (Northgate Arinso UK Ltd),Large,1587537,HP2 4NW,Stockport- Services to People
4147,Stockport Council,Professional,Live (One Off),271501-Information Communication Technology : Services : ,OPENChannel Suite plus OPENPortal (API's),Exemption,Contract,02-Mar-18,60,60,01-Mar-23,No,30-Sep-18,01-Jan-23,"Â£12,750.00","Â£63,750.00",Civica UK Ltd,Large,1628868,SW15 6AR,Stockport- Services to Place
4150,Stockport Council,Professional,Live (Ongoing),129999-Cemetery & Crematorium : Not Elsewhere Classified : ,Mortuary and Post Mortem Services,Exemption,Contract,29-Sep-17,36,132,28-Sep-20,No,28-Sep-28,28-Jun-20,"Â£1,074,014.00","Â£11,814,154.00",Tameside General Hospital (Tameside & Glossop NHS Foundation Trust),NHS,Trust - Not Required,OL6 9RW ,Stockport- Corporate & Support Services
4159,Stockport Council,Professional,Live (Ongoing),271440-Information Communication Technology : Software : ,Taxi Driver Online Knowledge Test,Quote,Contract,01-Oct-17,12,48,30-Sep-21,Yes,30-Sep-21,01-Jun-21,"Â£12,000.00","Â£48,000.00",Personnel Checks Limited,medium,8101751,BB1 1FB,Stockport- Services to People
4170,Stockport Council,Professional,Live (Ongoing),121300-Cemetery & Crematorium : Body Transport Service : ,Coroners' Body Removal Service (West and City Coronial Districts),OJEU Tender,Framework Agreement,01-Apr-18,48,48,31-Mar-22,,31-Mar-22,31-Mar-21,"Â£305,970.00","Â£1,223,880.00",Various - see below,Various - see below,Various - see below,Various - see below,Stockport- Corporate & Support Services
4170,Stockport Council,Professional,Live (Ongoing),121300-Cemetery & Crematorium : Body Transport Service : ,Coroners' Body Removal Service (West and City Coronial Districts),-,-,-,-,-,-,-,-,-,-,-,Kane funeral service,SME,10703888,WA10 2JJ,Stockport- Corporate & Support Services
4170,Stockport Council,Professional,Live (Ongoing),121300-Cemetery & Crematorium : Body Transport Service : ,Coroners' Body Removal Service (West and City Coronial Districts),-,-,-,-,-,-,-,-,-,-,-,Bate & Holland ,SME,7550105,M191FE,Stockport- Corporate & Support Services
4181,Stockport Council,Professional,Live (Ongoing),151000-Consultancy : Business : ,Management of Stockport Market,Tender,Contract,01-Sep-18,60,84,31-Aug-23,No,31-Aug-25,20-Feb-23,"Â£175,214.00","Â£1,226,500.00",Market Place Management ,Micro,6253601,Ol7 0JG,Stockport- Services to Place
4185,Stockport Council,Place,Live (Ongoing),199999-Facilities & Management Services : Not Elsewhere Classified : ,"Framework for Provision of Library Re-fit Works, Goods and Services",Mini Competition (External),Framework Agreement,01-Nov-17,35,35,30-Sep-20,No,30-Sep-20,01-Aug-18,"Â£50,000.00","Â£150,000.00",The Design Concept,SME,6482850,G72 8JJ,Stockport- Services to Place
4186,Stockport Council,Professional,Live (Ongoing),271501-Information Communication Technology : Services : ,Digital Inclusion,Tender,Contract,01-Apr-18,24,24,31-Mar-20,,,01-Jan-20,"Â£120,000.00","Â£120,000.00",Good Things Foundation,Small,5887661,S1 2ET,Stockport- Corporate & Support Services
4258,Stockport Council,Professional,Live (Ongoing),271440-Information Communication Technology : Software : ,PMS System,Exemption,Contract,01-Feb-17,46,46,30-Nov-20,,30-Nov-20,29-Jul-20,"Â£13,345.00","Â£13,345.00",GuestLine Limited,Large,2661520,SY2 6LG,Stockport- Corporate & Support Services
4269,Stockport Council,People,Live (Ongoing),321000Â  Social Community Care Supplies & Services - Adult,Support at Home FPS (Homecare),OJEU Tender (Light Touch),Contract,01-Sep-18,120,120,31-Aug-28,No,31-Aug-28,01-Sep-27,"Â£35,000,000.00","Â£350,000,000.00",various,various,various,various,Stockport- Services to Place
4287,Stockport Council,People,Live (Ongoing),419999-Social Community Care Supplies & Services : Not Elsewhere Classified : ,Support for Young Carers,Tender,Contract,01-Apr-18,36,60,31-Mar-21,No,31-Mar-23,01-Sep-20,"Â£108,761.00","Â£543,805.00",Signpost Stockport for Carers,Small,4176004,SK4 3LD,Stockport- Services to People
4306,Stockport Council,People,Live (Ongoing),321100-Social Community Care Supplies & Services - Children :  ,Aiming High Exemption ,-,-,-,-,-,-,-,-,-,-,-,Autistic Society of Greater Manchester,SME,4326334,M32 0HL,Stockport- Services to People
4306,Stockport Council,People,Live (Ongoing),321100-Social Community Care Supplies & Services - Children :  ,Aiming High Exemption ,-,-,-,-,-,-,-,-,-,-,-,Leisure for Autism,SME,1076305,WA3 2QL,Stockport- Services to People
4306,Stockport Council,People,Live (Ongoing),321100-Social Community Care Supplies & Services - Children :  ,Aiming High Exemption ,-,-,-,-,-,-,-,-,-,-,-,Lisburne School,SME,N/a,SK2 5LB,Stockport- Services to People
4306,Stockport Council,People,Live (Ongoing),321100-Social Community Care Supplies & Services - Children :  ,Aiming High Exemption ,-,-,-,-,-,-,-,-,-,-,-,More Play More Often Community Interest Company,VCSE,9083995,SK3 9RQ,Stockport- Services to People
4306,Stockport Council,People,Live (Ongoing),321100-Social Community Care Supplies & Services - Children :  ,Aiming High Exemption ,-,-,-,-,-,-,-,-,-,-,-,Pure Innovations Limited ,Medium,5241249,SK3 0RF,Stockport- Services to People
4306,Stockport Council,People,Live (Ongoing),321100-Social Community Care Supplies & Services - Children :  ,Aiming High Exemption ,-,-,-,-,-,-,-,-,-,-,-,Seashell Trust,VCSE,"company: 04216714
charity: 1092655",SK8 6RQ,Stockport- Services to People
4306,Stockport Council,People,Live (Ongoing),321100-Social Community Care Supplies & Services - Children :  ,Aiming High Exemption ,-,-,-,-,-,-,-,-,-,-,-,Stockport CP Together Trust ,VCSE,209782,SK8 1JE,Stockport- Services to People
4317,Stockport Council,Professional,Live (Ongoing),152050-Consultancy : Property : ,Housing Stock Modelling,Exemption,Contract,01-Jan-18,36,36,31-Dec-20,,31-Dec-20,30-Sep-20,"Â£10,837.00","Â£32,511.00",BRE (Building Research Establishment),Large,3548352,WD25 9XX,Stockport- Services to Place
4321,Stockport Council,Professional,Live (Ongoing),271600-Information Communication Technology : Software : Customised & Bespoke,School Budgeting Software,Call Off (External),Contract,15-Feb-16,48,48,14-Feb-20,,14-Feb-20,01-Sep-19,"Â£50,150.00","Â£200,600.00",Softcat Plc,Large,2174990,M12 6JH,Stockport- Services to People
4322,Stockport Council,Professional,Live (Ongoing),271200-Information Communication Technology : Hardware : ,Replacement of RFID Kiosks,Call Off (External),Contract,15-Feb-18,60,60,14-Feb-23,,14-Feb-23,01-Jun-22,"Â£165,000.00","Â£165,000.00",Bibliotheca,SME,2983151,SK8 7BS,Stockport- Corporate & Support Services
4362,Stockport Council,Professional,Live (Ongoing),271440-Information Communication Technology : Software : ,Data Assessment Package for Schools,Exemption,Contract,01-Feb-18,36,36,31-Jan-21,,31-Jan-21,01-Oct-20,"Â£3,975.00","Â£11,925.00",Board Works Ltd,Small,4064340,OX4 1LF,Stockport- Services to People
4368,Stockport Council,Professional,Live (Ongoing),201800-Financial Services : Insurance : ,Insurance: Lot 6: Liability & Lot 12: Directors & Officers,OJEU Tender,Contract,01-Dec-17,36,60,30-Nov-20,No,29-Nov-22,30-Nov-19,"Â£375,500.00","Â£1,763,685.00",Risk Management Partners Ltd,Large,2989025,EC4N 8AW,Stockport- Corporate & Support Services
4369,Stockport Council,Professional,Live (Ongoing),201820-Financial Services : Insurance : Property,Insurance: Lot 3: Leaseholders Property,OJEU Tender,Contract,01-Dec-17,36,60,30-Nov-20,No,29-Nov-22,30-Nov-19,"Â£59,626.94","Â£298,134.70",NIG: Arthur J. Gallagher Insurance Brokers Ltd,Large,SC108909,G2 7AT,Stockport- Corporate & Support Services
4370,Stockport Council,Professional,Live (Ongoing),201800-Financial Services : Insurance : ,Insurance: Lot 4: All Risks (art & regalia),OJEU Tender,Contract,01-Dec-17,36,60,30-Nov-20,No,29-Nov-22,30-Nov-19,"Â£4,594.60","Â£22,973.00",AXA Art Insurance UK SE,Large,HRB91336,"51067 Koln, Germany",Stockport- Corporate & Support Services
4371,Stockport Council,Professional,Live (Ongoing),201800-Financial Services : Insurance : ,Insurance: Lot 5: Terrorism,OJEU Tender,Contract,01-Dec-17,36,60,30-Nov-20,,29-Nov-22,30-Nov-19,"Â£28,500.00","Â£142,500.00",Chaucer Syndicates Limited,Large,9588515,E5 9AB,Stockport- Corporate & Support Services
4384,Stockport Council,Professional,Live (Ongoing),271200-Information Communication Technology : Hardware : ,Open Library System ,Call Off (External),Contract,21-Jan-18,60,60,01-Feb-23,,01-Feb-23,01-Aug-22,"Â£9,936.46","Â£157,825.80",Bibliotheca,Large,2983151,SK8 7BS,Stockport- Corporate & Support Services
4397,Stockport Council,People,Live (Ongoing),321100-Social Community Care Supplies & Services - Children :  ,"Children's Rights, Independent Visitors and Advocacy Services",Tender,Contract,01-Apr-18,36,48,31-Mar-21,Yes,31-Mar-22,01-Oct-21,"Â£30,000.00","Â£120,000.00",Coram Voice,VCSE,3050826,WC1N 2QA,Stockport- Services to People
4409,Stockport Council,People,Live (One Off),151515-Healthcare : Public Health : Not Elsewhere Classified,GoodGym,Exemption,Contract,01-Mar-18,25,25,31-Mar-20,No,31-Mar-20,01-Dec-19,"Â£12,500.00","Â£25,000.00",GoodGym,VCSE,6995775,WC2R 1LA,Stockport- Services to People
4413,Stockport Council,Professional,Live (Ongoing),271440-Information Communication Technology : Software : ,E Learning Tool,Exemption,Contract,14-Mar-18,36,48,13-Mar-21,No,13-Mar-22,09-Sep-19,"Â£28,741.00","Â£114,964.00",Learning Pool Limited,Medium,NI060102 ,BT48 7EL ,Stockport- Corporate & Support Services
4422,Stockport Council,Professional,Live (One Off),201800-Financial Services : Insurance : ,Loss Adjustment Services - Loss adjusting services for our property damage claims as well as for our Balance of Risk claims,RBS - Low/Med - Simple (RFQ),Contract,01-Apr-19,19,43,28-Nov-20,No,28-Nov-22,01-Aug-20,"Â£6,700.00","Â£33,333.00",McClarens ,SME,2561541,EC3N 1DY,Stockport- Corporate & Support Services
4433,Stockport Council,Professional,Live (Ongoing),151812-Information Communication Technology : Services : Project Management,Going Beyond Digital - assist in the digital transformation across the Council ,Call Off (External),Contract,01-Jan-19,6,18,01-Jul-20,No,01-Jul-20,01-May-19,"Â£249,990.00","Â£249,990.00",Futuregov,SME,-,SE1 9RG,Stockport- Corporate & Support Services
4437,Stockport Council,Professional,Live (Ongoing),271440-Information Communication Technology : Software : ,BIM Software and Specialist Training Service,RBS - Low/Med - Simple (RFQ),Contract,01-Apr-18,36,48,31-Mar-21,No,31-Mar-22,01-Oct-19,"Â£30,000.00","Â£120,000.00",Cadassist Ltd,Small,1994562,SK7 1AH,Stockport- Services to Place
4442,Stockport Council,Professional,Live (Ongoing),261520-Human Resources : Training & Conferences : Training,Apprentice Training and End-point Assessments ,Call Off (External),Call Off (External),02-Jan-18,36,48,02-Jan-21,No,02-Jan-22,02-Jan-20,"Â£24,324.32","Â£97,297.28",Acorn Training Ltd,Medium,6517343,ST6 6BD,Stockport- Services to People
4446,Stockport Council,People,Live (Ongoing),271300-Information Communication Technology : Services : Maintenance & Support,FEM Desktop upgrade from Professional edition to database edition; maintenance & support,-,-,-,-,-,-,-,-,-,-,-,Stockport Progress and Recovery Centre,Medium,5879337,SK1 3NP,Stockport- Corporate & Support Services
4446,Stockport Council,People,Live (Ongoing),271300-Information Communication Technology : Services : Maintenance & Support,FEM Desktop upgrade from Professional edition to database edition; maintenance & support,-,-,-,-,-,-,-,-,-,-,-,Stockport and District Mind,Medium,515832,SK2 6RE,Stockport- Corporate & Support Services
4461,Stockport Council,Professional,Live (Ongoing),121300-Cemetery & Crematorium : Body Transport Service : ,Coroners' Body Removal Service (South Coronial District),OJEU Tender,Framework Agreement,01-Apr-18,24,24,31-Mar-20,,31-Mar-20,31-Mar-19,"Â£141,460.00","Â£565,840.00",Kane Funeral Service,SME,10703888,WA10 2JJ,Stockport- Corporate & Support Services
4471,Stockport Council,Professional,Live (Ongoing),271440-Information Communication Technology : Software : ,Locta Tracing Solution Software,Exemption,Contract,01-Apr-18,60,60,31-Mar-23,,31-Mar-23,01-Dec-22,"Â£2,800.00","Â£14,000.00",Magnet Solutions Ltd,Small,4304138,M3 3EB,Stockport- Corporate & Support Services
4476,Stockport Council,Place,Live (Ongoing),181700-Environmental Services : Street Lighting : ,Stockport Festive Lights Programme,OJEU Tender,Contract,28-Sep-18,28,63,15-Jan-21,No,15-Jan-24,01-Sep-20,"Â£77,600.00","Â£388,000.00","Blachere Illumination Ltd - Lot 1
 Gala Lights Ltd - Lot 2",Small,"Blachere - SC152939, 
Gala Lights - 2927734","KY15 7LB, ME20 7NT",Stockport- Services to Place
4479,Stockport Council,Professional,Live (Ongoing),271440-Information Communication Technology : Software : ,"LACHS Claim Handling System Update, Support and Maintenance",Exemption,Contract,30-Apr-18,60,60,29-Apr-23,,29-Apr-23,01-Dec-22,"Â£4,999.00","Â£31,495.00",JC Applications Developments Ltd,Small,7000813,GU33 6JS,Stockport- Corporate & Support Services
4504,Stockport Council,People,Live (Ongoing),321000Â  Social Community Care Supplies & Services - Adult,Citizen Advice Service,Local Services,Contract,01-Apr-19,12,36,31-Mar-20,No,31-Mar-22,01-Dec-19,"Â£200,000.00","Â£1,953,000.00",Pennine West Citizens Advice Bureau Ltd TA Citizens Advice Stockport,VCSE,8290395,OL1 1HP,Stockport- Services to People
4579,Stockport Council,People,Live (Ongoing),321000Â  Social Community Care Supplies & Services - Adult,Provision of Framework for Residential & Nursing Care for Older People,Procured by Other,Contract,01-Jun-19,48,48,31-May-23,-,31-May-23,01-Jan-23,,,Various,Various,Various,Various,Stockport- Services to People
4582,Stockport Council,People,Live (Ongoing),321100-Social Community Care Supplies & Services - Children :  ,Therapy Services Â Valley School at Overdale Centre,Quote (DO NOT USE),Contract,01-Sep-18,11,22,31-Jul-20,Yes,31-Jul-20,31-Jan-19,"Â£25,000.00","Â£50,000.00",SpeechWise Therapy and Manchester Occupational Therapy Services (MOTS),SME,10936222,SK5 7DL,Stockport- Services to People
4630,Stockport Council,People,Live (Ongoing),321000Â  Social Community Care Supplies & Services - Adult,Mental Health Services - Lot 1,OJEU Tender (Light Touch),Contract,01-May-19,35,47,31-Mar-22,No,31-Mar-23,01-May-21,"Â£180,000.00","Â£720,000.00",Stockport Progress and Recovery Centre (SPARC),VCSE,1862257,SK2 6RE,Stockport- Services to People
4631,Stockport Council,People,Live (Ongoing),321000Â  Social Community Care Supplies & Services - Adult,Mental Health Services - Lot 2,OJEU Tender (Light Touch),Contract,01-Apr-19,35,47,31-Mar-22,no,31-Mar-23,01-May-21,"Â£152,000.00","Â£608,000.00",Pure Innovation Limited,VCSE,5241249,SK7 5ER,Stockport- Services to People
4662,Stockport Council,People,Live (Ongoing),171040-Education : Educational Placements : ,Additional support provided to an individual via the high needs funding to allow this individual to attend the Oldham College. ,Procured by Other,Contract,-,-,-,-,-,-,-,"Â£7,578.60","Â£7,578.60",Oldham College,Large,-,OL9 6AA,Stockport- Services to Place
4665,Stockport Council,People,Live (Ongoing),151513-Healthcare : Public Health : GP Surgery Services,Locally Commissioned Services - GPs only,Exemption,Contract,01-Apr-19,24,24,31-Mar-21,No,31-Mar-21,01-Oct-20,"Â£298,000.00","Â£596,000.00",Any GP within the borough of Stockport,Various,Various,Various,Stockport- Services to People
4666,Stockport Council,People,Live (Ongoing),151513-Healthcare : Public Health : GP Surgery Services,Locally Commissioned Services - Pharmacies only,Exemption,Contract,01-Apr-19,24,24,31-Mar-21,No,31-Mar-21,01-Oct-20,"Â£37,216.00","Â£74,432.00",Any Pharmacy within the borough of Stockport,Various,Various,Various,Stockport- Services to Place
4674,Stockport Council,People,Live (One Off),151515-Healthcare : Public Health : Not Elsewhere Classified,LGBT Support Group,Exemption,Contract,01-Apr-19,12,12,31-Mar-20,no,31-Mar-20,06-Jan-20,"Â£9,045.00","Â£9,045.00",The Proud Trust,VCSE,1161102,M1 7HB,Stockport- Services to People
4763,Stockport Council,People,Live (Ongoing),311100-Healthcare : Counselling : ,Samaritans - Suicide Prevention Programme,Exemption,Contract,01-Apr-19,24,24,31-Mar-21,No,31-Mar-21,01-Sep-20,"Â£10,000.00","Â£20,000.00",Samaritans,VCSE,757372,SK4 3LD,Stockport- Services to Place
4790,Stockport Council,People,Live (Ongoing),310000Â  Healthcare,PaSH GM (SHIP) Contract,Procured by Other,Contract,01-Jul-17,24,48,30-Jun-21,Yes,31Jun21,01-Nov-20,"Â£33,596.00","Â£100,788.00",BHA For Equality,Large,3818058,LS1 5RD,Stockport- Services to People
4797,Stockport Council,People,Live (Ongoing),321100Â  Social Community Care Supplies & Services - Children,Art Alternative Education Programme,Exemption,-,01-Sep-19,-,-,31-jun-20,-,-,-,-,"Â£15,210.00",Project Inc,-,-,-,-
5008,Stockport Council,Place,Live (Ongoing),370000Â  Utilities,Gas Supply,Call Off (External),Contract,01-Oct-19,36,44834,30-Sep-22,No,30-Sep-22,20-Sep-21,"Â£833,219.00","Â£2,499,657.00",Gazprom,Large,3768267,NW1 3BF,Stockport- Corporate & Support Services
5023,Stockport Council,Place,Live (Ongoing),182011-Environmental Services : Waste Management : Consumables (was Equipment),Refuse Sacks,Call Off (External),Contract,01-May-19,24,24,30-Apr-21,No,30-Apr-21,01-Oct-20,"Â£9,263.00","Â£18,526.00",Cromwell Polythene Ltd,SME,2230104,LS25 6PL,Stockport- Services to Place
5072,Stockport Council,Place,Live (Ongoing),331200-Sports & Playground Equipment & Maintenance : Sports Equipment Maintenance : ,Maintenance of Gymnasium / Sports Hall Equipment,OJEU Tender,Contract,01-Apr-18,36,48,31-Mar-21,No,31-Mar-22,01-Dec-20,"Â£3,891.00","Â£15,564.00",Sportsafe UK Ltd,SME,3370067,C01 2TJ,Stockport- Services to Place
5077,Stockport Council,Place,Live (Ongoing),351400-Street & Traffic Management : Traffic Control : ,Remote Enforcement,RBS - Low/Med - Simple (RFQ),Contract,25-Feb-19,12,18,24-Feb-20,No,24-Aug-20,01-Nov-19,"Â£106,299.00","Â£106,299.00",NSL Ltd,Large,6033060,W5 1YY,Stockport- Services to Place
5104,Stockport Council,Place,Live (Ongoing),181500-Environmental Services : Animal Services : Pest & Animal Control,Pest Control Chemicals,Call Off (External),Framework Agreement,01-Nov-17,36,48,31-Oct-20,No,31-Oct-21,01-Jul-20,"Â£7,800.00","Â£23,400.00",Killgerm Chemicals Ltd,SME,2794829,WF5 9AR,Stockport- Services to Place
5132,Stockport Council,Place,Live (Ongoing),192213-Facilities & Management Services : Security : Manned Guarding,Recruitment of SIA Registered Security Staff,RBS - Low/Med - Simple (RFQ),Contract,01-Sep-18,36,36,31-Aug-21,No,31-Aug-23,01-Jan-21,"Â£10,500.00","Â£35,000.00",The Exclusec Group Ltd,SME,7342491,BL1 4TQ,Stockport- Services to Place
5240,Stockport Council,Place,Live (Ongoing),"391411-Works - Construction, Repair & Maintenance : Roads : Repair & Maintenance",Street Scene Alliance Contract Extension,Exemption,Contract,01-Apr-19,12,12,31-Mar-20,No,31-Mar-20,19-Mar-19,"Â£9,000,000.00","Â£9,000,000.00",Various,Various,Various,Various,Stockport- Services to Place
5243,Stockport Council,Place,Live (Ongoing),211200-Furniture & Soft Furnishings : Office Furniture : ,Office Furniture ,Call Off (External),Contract,01-Dec-18,24,48,31/11/2020,No,31/11/2022,01-Aug-20,"Â£50,000.00","Â£200,000.00",H Jenkinson & Co Ltd,SME,169844,L34 9JR ,Stockport- Services to Place
5280,Stockport Council,Place,Live (One Off),"391100-Works - Construction, Repair & Maintenance : Buildings : ",Priestnall Secondary School & Priestnall Recreation Centre Roofing System,RBS - Med/High - Advanced (Restricted),Contract,01-Jul-19,12,12,01-Jul-20,No,,,"Â£1,238,909.00","Â£1,238,909.00",Permicoat Ltd,SME,8793226,PR1 5LN,Stockport- Corporate & Support Services
5299,Stockport Council,Place,Live (Ongoing),"390000Â  Works - Construction, Repair & Maintenance","Re Roofing works - Ectchells Primary, High Lane Primary, Nevill Road Infants, Valley Special Schools & Romiley Recreation Centre ",RBS - Med/High - Advanced (Restricted),Contract,01-Jul-19,12,12,30-Jun-20,No,,-,"Â£1,060,236.10","Â£1,060,236.10",Liquid Roofing Ltd,SME,-,-,Stockport- Services to Place
5300,Stockport Council,Place,Live (Ongoing),"390000Â  Works - Construction, Repair & Maintenance","Re Roofing works - St Marys, Woodley and Ladybrook",RBS - Med/High - Advanced (Restricted),Contract,01-Jul-19,12,12,30-Jun-20,No,,-,"Â£1,138,640.00","Â£1,138,640.00",Designed Roof Systems Ltd,SME,3392877,PR2 9ZG,Stockport- Services to Place
5303,Stockport Council,Place,Live (Ongoing),"390000Â  Works - Construction, Repair & Maintenance",Grand Central Pools movable floor and Boom,RBS - Low/Med - Simple (RFQ),Contract,15-Jul-19,5,5,31-Dec-19,No,,,"Â£55,745.00","Â£55,745.00",Total Leisure Engineering Ltd,SME,9639194,SK13 1QG,Stockport- Services to Place
5307,Stockport Council,Place,Live (Ongoing),230000Â  Highway Equipment & Materials,Automatic Bollards in Stockport Town Centre,Exemption,Contract,10-Jun-19,60,60,09-Jun-24,No,,,"Â£40,421.00","Â£40,421.00",ATG Access Ltd,SME,2643622,WA11 9TP,Stockport- Services to Place
6005,Stockport Council,Professional,Live (Ongoing),261520-Human Resources : Training & Conferences : Training,Apprentice Training and End-point Assessments ,Call Off (External),Call Off (External),02-Jan-18,36,48,02-Jan-21,No,02-Jan-22,02-Jan-20,"Â£24,324.32","Â£97,297.28",Ashley Hunter Ltd,Medium,7564626,0L1 1TE,Stockport- Services to People
6006,Stockport Council,Professional,Live (Ongoing),261520-Human Resources : Training & Conferences : Training,Apprentice Training and End-point Assessments ,Call Off (External),Call Off (External),02-Jan-18,36,48,02-Jan-21,No,02-Jan-22,02-Jan-20,"Â£24,324.32","Â£97,297.28",Axia Solutions Ltd,Medium,3737341,ST4 4RJ,Stockport- Services to People
6007,Stockport Council,Professional,Live (Ongoing),261520-Human Resources : Training & Conferences : Training,Apprentice Training and End-point Assessments ,Call Off (External),Call Off (External),02-Jan-18,36,48,02-Jan-21,No,02-Jan-22,02-Jan-20,"Â£24,324.32","Â£97,297.28",Baltic Training Services Ltd,Medium,5868493,TS25 1PW,Stockport- Services to People
6008,Stockport Council,Professional,Live (Ongoing),261520-Human Resources : Training & Conferences : Training,Apprentice Training and End-point Assessments ,Call Off (External),Call Off (External),02-Jan-18,36,48,02-Jan-21,No,02-Jan-22,02-Jan-20,"Â£24,324.32","Â£97,297.28",Bespoke Consultancy and Education Ltd,Medium,8730523,BS24 8EE,Stockport- Services to People
6009,Stockport Council,Professional,Live (Ongoing),261520-Human Resources : Training & Conferences : Training,Apprentice Training and End-point Assessments ,Call Off (External),Call Off (External),02-Jan-18,36,48,02-Jan-21,No,02-Jan-22,02-Jan-20,"Â£24,324.32","Â£97,297.28",Blackburn College,Medium,,BB2 1LH,Stockport- Services to People
6010,Stockport Council,Professional,Live (Ongoing),261520-Human Resources : Training & Conferences : Training,Apprentice Training and End-point Assessments ,Call Off (External),Call Off (External),02-Jan-18,36,48,02-Jan-21,No,02-Jan-22,02-Jan-20,"Â£24,324.32","Â£97,297.28",Blackrock (London) Ltd,Medium,10478695,TN12 6UT,Stockport- Services to People
6011,Stockport Council,Professional,Live (Ongoing),261520-Human Resources : Training & Conferences : Training,Apprentice Training and End-point Assessments ,Call Off (External),Call Off (External),02-Jan-18,36,48,02-Jan-21,No,02-Jan-22,02-Jan-20,"Â£24,324.32","Â£97,297.28",Learning Curve Group Ltd (LCG),Medium,5233487,DL14 6XB,Stockport- Services to People
6012,Stockport Council,Professional,Live (Ongoing),261520-Human Resources : Training & Conferences : Training,Apprentice Training and End-point Assessments ,Call Off (External),Call Off (External),02-Jan-18,36,48,02-Jan-21,No,02-Jan-22,02-Jan-20,"Â£24,324.32","Â£97,297.28",Damar Ltd,Medium,1469426,SK1 1HE,Stockport- Services to People
6013,Stockport Council,Professional,Live (Ongoing),261520-Human Resources : Training & Conferences : Training,Apprentice Training and End-point Assessments ,Call Off (External),Call Off (External),02-Jan-18,36,48,02-Jan-21,No,02-Jan-22,02-Jan-20,"Â£24,324.32","Â£97,297.28",Dawn Hodge Associates Limited,Medium,4130146,CH64 3RU,Stockport- Services to People
6014,Stockport Council,Professional,Live (Ongoing),261520-Human Resources : Training & Conferences : Training,Apprentice Training and End-point Assessments ,Call Off (External),Call Off (External),02-Jan-18,36,48,02-Jan-21,No,02-Jan-22,02-Jan-20,"Â£24,324.32","Â£97,297.28",Essential Learning Company Limited,Medium,4171904,CV1 2EL,Stockport- Services to People
6015,Stockport Council,Professional,Live (Ongoing),261520-Human Resources : Training & Conferences : Training,Apprentice Training and End-point Assessments ,Call Off (External),Call Off (External),02-Jan-18,36,48,02-Jan-21,No,02-Jan-22,02-Jan-20,"Â£24,324.32","Â£97,297.28",Expanse Group Limited,Medium,8475076,WN7 4JY,Stockport- Services to People
6016,Stockport Council,Professional,Live (Ongoing),261520-Human Resources : Training & Conferences : Training,Apprentice Training and End-point Assessments ,Call Off (External),Call Off (External),02-Jan-18,36,48,02-Jan-21,No,02-Jan-22,02-Jan-20,"Â£24,324.32","Â£97,297.28",FLM Training Limited,Medium,8384009,WN3 6XU,Stockport- Services to People
6017,Stockport Council,Professional,Live (Ongoing),261520-Human Resources : Training & Conferences : Training,Apprentice Training and End-point Assessments ,Call Off (External),Call Off (External),02-Jan-18,36,48,02-Jan-21,No,02-Jan-22,02-Jan-20,"Â£24,324.32","Â£97,297.28",G P Strategies Training Limited,Medium,8003851,WA14 2DT,Stockport- Services to People
6018,Stockport Council,Professional,Live (Ongoing),261520-Human Resources : Training & Conferences : Training,Apprentice Training and End-point Assessments ,Call Off (External),Call Off (External),02-Jan-18,36,48,02-Jan-21,No,02-Jan-22,02-Jan-20,"Â£24,324.32","Â£97,297.28",HIT Training Limited,Medium,5765957,BN43 5FF,Stockport- Services to People
