Year,Quarter,LocationDesc,HealthTopic,PolicyTopic,Setting,Title,PolicyTypeID,PolicyTopicID
2003,1,Nevada,Nutrition,Initiatives and Programs,School/After School,Senate Concurrent Resolution,LEG,053INP
2012,1,Mississippi,Nutrition,Food Assistance Programs,School/After School,An Act to Create the Sweetened Beverage and Syrup Tax Law<br>,LEG,003FAP
2009,1,Maryland,Nutrition,Appropriations,Community,Budget Bill,LEG,002APP
2011,1,West Virginia,Obesity,Menu Labeling,Community,Municipal Economic Opportunity Development District Act,LEG,032MNL
2011,1,Massachusetts,Obesity,Appropriations,Community,Safety of Road Users,LEG,002APP
2011,1,Pennsylvania,Physical Activity,"Parks, Recreation and Trails",Community,Family Centers,LEG,034PRT
2011,1,Texas,Nutrition,Access to Healthy Foods,Early Care and Education,Child Care Facilities,LEG,001AHF
2010,1,Hawaii,Nutrition,Appropriations,School/After School,Statewide Plan to Implement Waste of Milk,LEG,002APP
2009,1,Minnesota,Nutrition,Medical Care,School/After School,Capital Improvements,LEG,026MEC
2011,1,Vermont,Nutrition,Appropriations,Community,Government Product Purchases,LEG,002APP
2010,1,Hawaii,Nutrition,Fruits and Vegetables,School/After School,Agricultural Products,LEG,025FAV
2011,1,California,Obesity,Food Restrictions,Community,Healthy Food Options,LEG,020FOR
2011,1,Massachusetts,Physical Activity,"Parks, Recreation and Trails",Community,River Access Commission,LEG,034PRT
2009,1,Connecticut,Physical Activity,Bicycling,Community,State Funded Agency Buildings,REG,005BIK
2012,1,New York,Physical Activity,Physical Activity Requirements,Community,Relates to Obesity Prevention<br>,LEG,035PAR
2009,1,Massachusetts,Physical Activity,School Siting,Community,Transportation System Modernization,LEG,042SIT
2013,1,New York,Nutrition,Incentives,Community,An Act to Amend the Insurance Law and the Public Health Law,LEG,029INC
2002,1,Virginia,Physical Activity,Pedestrians/Walking,Community,Board of Transportation Safety,LEG,052PED
2011,1,New Jersey,Nutrition,Access to Healthy Foods,Community,An Act Concerning Funding of the New Jersey Food Access Initiative <br>,LEG,001AHF
2011,1,Maine,Obesity,Liability and Indemnity,Work Place,Individual and Small Group Health Plans,LEG,030LAI
2010,1,Utah,Nutrition,Appropriations,Work Place,Breast Feeding,LEG,002APP
2009,1,Massachusetts,Physical Activity,Safe Routes to Schools,Community,Student Nutrition and Wellness,LEG,041SRS
2010,1,Hawaii,Obesity,Appropriations,Community,State Diet Programs,LEG,002APP
2011,1,Florida,Physical Activity,Built Environment and Street-Scale Design,Community,Department of Highway Safety and Motor Vehicles,LEG,049BED
2003,1,South Carolina,Physical Activity,"Parks, Recreation and Trails",Community,Carolina Panthers Special License Plates,LEG,034PRT
2009,1,New York,Physical Activity,School Siting,School/After School,Siting Requirements For School Construction,LEG,042SIT
2011,1,California,Physical Activity,Built Environment and Street-Scale Design,Community,Vehicles: Bicycles: Passing Distance,LEG,049BED
2012,1,Mississippi,Nutrition,Disparities/Equity,Community,An Act to Direct the Department of Human Services to Prepare a Video for Participants<br>,LEG,013DEQ
2010,1,New York,Obesity,Front of Package Labeling,Community,State Fiscal Plan Implementation,LEG,024FOP
2011,1,New York,Nutrition,Farm Direct Foods,Restaurant/Retail,An Act to Amend the New York state Urban Development Corporation Act<br>,LEG,015FDF
2010,1,Michigan,Obesity,Body Mass Index (BMI),Community,Next Michigan Development Areas,LEG,006BMI
2003,1,Vermont,Obesity,Appropriations,School/After School,Nutrition Policy in Schools,LEG,002APP
2010,1,Georgia,Nutrition,Farmers Markets,Community,State Fiscal Year Appropriations,LEG,016FAM
2016,1,New Hampshire,Nutrition,School Nutrition,School/After School,Minimum Standards for Public School Approval,REG,043SNU
2009,1,West Virginia,Nutrition,Agriculture and Farming,Community,Farmers Markets,LEG,017AGF
2009,1,Colorado,Nutrition,Appropriations,Community,Department of Education Funding,LEG,002APP
2010,1,Pennsylvania,Obesity,Appropriations,Community,"State Budget, Finance and Taxes",LEG,002APP
2009,1,Hawaii,Nutrition,Food Security,Restaurant/Retail,Food Service Establishments Calorie Information,LEG,023FOS
2011,1,Illinois,Nutrition,Food Assistance Programs,Community,Department of Human Services,LEG,003FAP
2011,1,Nevada,Nutrition,Disparities/Equity,Early Care and Education,Foster Children Rights,LEG,013DEQ
2009,1,Colorado,Nutrition,School Nutrition,School/After School,Beverage Policy,REG,043SNU
2009,1,Pennsylvania,Physical Activity,Pedestrians/Walking,Community,Parks,LEG,052PED
2011,1,New York,Nutrition,Appropriations,Restaurant/Retail,Senior Benefits Card Program,LEG,002APP
2011,1,New Hampshire,Nutrition,Access to Healthy Foods,Restaurant/Retail,Definition of Local,LEG,001AHF
2009,1,Massachusetts,Physical Activity,Public Transportation,Community,Healthy Transportation Planning,LEG,040TRS
2011,1,Georgia,Nutrition,Fruits and Vegetables,Community,Farm to School Programs,LEG,025FAV
2011,1,Arizona,Nutrition,Task Forces/Councils,Work Place,State Employee Health Insurance,LEG,047TFC
2009,1,Maine,Nutrition,Agriculture and Farming,Community,Food Stamped Local Produce,LEG,017AGF
2011,1,South Carolina,Obesity,Food Restrictions,School/After School,School Sold Snacks,LEG,020FOR
2011,1,Arizona,Nutrition,Healthier Food Retail and Food Deserts,Restaurant/Retail,Tax on Sweetened Beverages,LEG,021HFR
2010,1,New York,Obesity,Body Mass Index (BMI),Community,Public Health Information Campaign,LEG,006BMI
2010,1,Georgia,Obesity,Appropriations,School/After School,Supplemental Appropriations,LEG,002APP
2011,1,New York,Nutrition,Agriculture and Farming,Community,Tax Incentive to Domestic Life Insurance Companies,LEG,017AGF
2011,1,South Carolina,Obesity,Appropriations,School/After School,Snack Food Consumption,LEG,002APP
2010,1,Louisiana,Nutrition,Nutrition Standards,Early Care and Education,Child Placing Agencies,REG,010NUS
2011,1,North Carolina,Nutrition,Nutrition Standards,Early Care and Education,Childhood Obesity Legislative Task Force,LEG,010NUS
2011,1,Arkansas,Nutrition,Appropriations,Community,Cottage Food and Farmers Market Permit Exemptions,LEG,002APP
2009,1,Pennsylvania,Obesity,Body Mass Index (BMI),Community,Transit Revitalization Investment District Act,LEG,006BMI
2010,1,New York,Nutrition,Appropriations,Restaurant/Retail,Greenmarket Definition,LEG,002APP
2009,1,Hawaii,Nutrition,Farm Direct Foods,Community,Procurement Code,LEG,015FDF
2011,1,Minnesota,Nutrition,Task Forces/Councils,Restaurant/Retail,Stadiums,LEG,047TFC
2009,1,New York,Obesity,Liability and Indemnity,Restaurant/Retail,Tax on Beverage Syrups and Soft Drinks,LEG,030LAI
2009,1,Illinois,Nutrition,Appropriations,Community,Fiscal Year 2010 Budget,LEG,002APP
2010,1,Vermont,Nutrition,Healthier Food Retail and Food Deserts,Restaurant/Retail,Soft Drinks,LEG,021HFR
2009,1,Iowa,Physical Activity,Built Environment and Street-Scale Design,Community,Operation of Bicycles,LEG,049BED
2010,1,District of Columbia,Physical Activity,Bicycling,Community,Budget Support Congressional Review,LEG,005BIK
2010,1,New Hampshire,Nutrition,Appropriations,School/After School,Body Mass Index Assessments of Pupils,LEG,002APP
2009,1,Indiana,Physical Activity,Public Transportation,Community,Budget Bill,LEG,040TRS
2011,1,Illinois,Obesity,Menu Labeling,Community,Tax Increment Allocation Redevelopment Act,LEG,032MNL
2005,1,Washington,Physical Activity,Task Forces/Councils,Community,Interagency Council on Health Disparities,LEG,047TFC
2010,1,District of Columbia,Obesity,Marketing Restrictions,Restaurant/Retail,Bellevue Small Area Action Plan,LEG,019MAR
2010,1,North Carolina,Nutrition,Farmers Markets,Community,Electronic Funds and Farmers Markets,LEG,016FAM
2010,1,Oklahoma,Obesity,Disparities/Equity,Medical and/or Hospital,Public Health And Safety,LEG,013DEQ
2011,1,Illinois,Physical Activity,Disparities/Equity,School/After School,Flavored Milk in School Lunch Program,LEG,013DEQ
2009,1,Maryland,Physical Activity,Pedestrians/Walking,Community,School Construction,LEG,052PED
2010,1,Indiana,Obesity,Food Restrictions,Restaurant/Retail,Service Sign Program,REG,020FOR
2011,1,Maine,Obesity,Appropriations,Community,Nutritional Wellness and Health Insurers,LEG,002APP
2008,1,New Jersey,Nutrition,Access to Healthy Foods,Community,An Act Making Appropriations,LEG,001AHF
2012,2,New Jersey,Nutrition,Farm Direct Foods,Community,Special Occasion Events Conducted on Preserved Farmland,LEG,015FDF
2011,1,Massachusetts,Physical Activity,Pedestrians/Walking,Community,Failing to Yield to Bicyclists,LEG,052PED
2013,1,Texas,Nutrition,Access to Healthy Foods,Community,An Act Relating to the Operation and Administration of the Supplemental Nutrition Assistance Program,LEG,001AHF
2010,1,Washington,Nutrition,Appropriations,Community,Taxation,LEG,002APP
2011,1,New York,Obesity,Initiatives and Programs,School/After School,Public Health Information Campaign,LEG,053INP
2011,1,Ohio,Nutrition,Healthier Food Retail and Food Deserts,Restaurant/Retail,Underserved Community Grocery Store Tax Credits,LEG,021HFR
2011,1,Vermont,Obesity,Food Restrictions,Community,Agriculture Economic Development,LEG,020FOR
2010,1,Texas,Obesity,Food Restrictions,Early Care and Education,Nutrition and Food,REG,020FOR
2011,1,California,Physical Activity,Safe Routes to Schools,School/After School,Safe Routes to School,LEG,041SRS
2011,1,Minnesota,Obesity,Appropriations,Community,Transportation,LEG,002APP
2009,1,Maryland,Obesity,Appropriations,Community,State Facilities,LEG,002APP
2011,1,Michigan,Obesity,Appropriations,Community,Omnibus Budget,LEG,002APP
2009,1,New York,Nutrition,Appropriations,Community,Prohibited Use and Sale of Artificial Trans Fats,LEG,002APP
2010,1,Utah,Obesity,Appropriations,Community,Mortgages,LEG,002APP
2011,1,North Carolina,Obesity,Disparities/Equity,Early Care and Education,Childhood Obesity Legislative Task Force,LEG,013DEQ
2010,1,Maryland,Nutrition,Medical Care,Community,Safe and Earth Friendly Roadway Act,LEG,026MEC
2012,3,Massachusetts,Physical Activity,Pedestrians/Walking,Community,Infrastructure Investment,LEG,052PED
2009,1,Vermont,Obesity,Food Restrictions,Community,Economic Development,LEG,020FOR
2009,1,Arkansas,Nutrition,Appropriations,Community,Sale of Raw Products,LEG,002APP
2003,1,Hawaii,Physical Activity,Physical Education Requirements,School/After School,Physical Education Program,LEG,036PER
2011,1,Minnesota,Physical Activity,Pedestrians/Walking,Community,Capital Investment,LEG,052PED
2012,1,Ohio,Obesity,Health Insurance Coverage,Community,An Act Amending Laws Governing Local Governments<br>,LEG,028HIC
2009,1,Massachusetts,Physical Activity,Access to Recreational Opportunities,School/After School,State Funded School Buildings,LEG,004ARO
2011,1,District of Columbia,Physical Activity,Physical Activity Requirements,Restaurant/Retail,Workplace Wellness,LEG,035PAR
2010,1,North Carolina,Obesity,Appropriations,Community,Bicycle Safety Changes,LEG,002APP
2011,1,Vermont,Nutrition,School Nutrition,School/After School,Government Product Purchases,LEG,043SNU
2009,1,New Mexico,Nutrition,Liability and Indemnity,Community,Appropriation,LEG,030LAI
2001,1,Washington,Nutrition,Farm Direct Foods,Community,An Act Relating to marketing of agricultural products<br>,LEG,015FDF
2011,1,Georgia,Obesity,Appropriations,Community,Bicycles and Motor Vehicles,LEG,002APP
2011,1,Arkansas,Physical Activity,Pedestrians/Walking,Community,Game and Fish Commission Duties,LEG,052PED
2011,1,Oregon,Nutrition,Access to Healthy Foods,Restaurant/Retail,Uses on Lands Zoned for Exclusive Farm Use,LEG,001AHF
2011,1,Vermont,Nutrition,School Nutrition,Community,Economic Development,LEG,043SNU
2010,1,District of Columbia,Obesity,Marketing Restrictions,Restaurant/Retail,Fiscal Year 2010 Budget Support Act,LEG,019MAR
2011,1,West Virginia,Nutrition,Healthier Food Retail and Food Deserts,Community,Provisions of Sales and Use Tax,LEG,021HFR
2001,1,Vermont,Nutrition,Medical Care,Community,Transportation Capital Program,LEG,026MEC
2012,1,Massachusetts,Physical Activity,Safe Routes to Schools,Community,Finance Improvements to the Commonwealth's Transportation System<br>,LEG,041SRS
2009,1,New York,Nutrition,Appropriations,School/After School,School Breakfast Incentive Program,LEG,002APP
2011,1,New York,Obesity,Appropriations,Community,Waterfront Revitalization Demonstration Program,LEG,002APP
2011,1,Missouri,Nutrition,Task Forces/Councils,School/After School,Commission on Prevention and Management of Obesity,LEG,047TFC
2015,1,Washington,Nutrition,Food Security,Community,Washington Food Policy Forum,LEG,023FOS
2010,1,New Mexico,Obesity,Incentives,Community,Sweetened Beverage Excise Tax Act,LEG,029INC
2010,1,California,Physical Activity,School Siting,School/After School,Safe Routes to School,LEG,042SIT
2009,1,Missouri,Physical Activity,Built Environment and Street-Scale Design,Community,State Highway System Incident Management,LEG,049BED
2010,1,Maryland,Nutrition,Appropriations,Community,Fees for Community Health Programs,REG,002APP
2009,1,Minnesota,Nutrition,Farm Direct Foods,Community,Appropriations,LEG,015FDF
2009,1,Vermont,Nutrition,Farmers Markets,Community,Farmers Markets,LEG,016FAM
2009,1,Massachusetts,Obesity,Appropriations,School/After School,Promoting Better Health in Public Schools,LEG,002APP
2010,1,Minnesota,Nutrition,School Nutrition,School/After School,School District Wellness and Nursing Home Rates,LEG,043SNU
2010,1,Hawaii,Nutrition,Appropriations,School/After School,Department of Education,LEG,002APP
2011,1,New York,Nutrition,Food Security,School/After School,An Act to Amend the New York State Urban Development Corporation Act,LEG,023FOS
2009,1,North Carolina,Physical Activity,Appropriations,Community,Active Living Plan Grants,LEG,002APP
2011,1,Mississippi,Nutrition,Task Forces/Councils,Community,Task Force on Combating Childhood Obesity,LEG,047TFC
2010,1,Missouri,Nutrition,Appropriations,School/After School,Local Foods Initiative,LEG,002APP
2011,1,Arizona,Nutrition,Appropriations,Medical and/or Hospital,Long Term Care Facilities and Standards,LEG,002APP
2011,1,Massachusetts,Nutrition,Medical Care,Community,Safety of Bicycle Paths,LEG,026MEC
2011,1,Kentucky,Nutrition,School Nutrition,School/After School,Legislative Task Force on Childhood Obesity,LEG,043SNU
2015,2,Alabama,Nutrition,Initiatives and Programs,Community,Healthy Food Financing Act,LEG,053INP
2001,1,Arkansas,Nutrition,Appropriations,Community,An Act to Make Appropriations  <br>,LEG,002APP
2010,1,Hawaii,Physical Activity,Built Environment and Street-Scale Design,Community,Pedestrian Flag Safety Program,LEG,049BED
2011,1,Pennsylvania,Obesity,Incentives,Work Place,Healthy Living Committee Discount,LEG,029INC
2011,1,Hawaii,Obesity,Appropriations,School/After School,Capital Improvement Projects for the Benefit of the Fir,LEG,002APP
2014,1,Washington,Nutrition,Disparities/Equity,School/After School,The Apple a Day Act,LEG,013DEQ
2009,1,Virginia,Nutrition,Correctional Facilities Farms Programs,Community,Budget Bill,LEG,018CFP
2010,1,Minnesota,Physical Activity,Access to Recreational Opportunities,Community,Capital Improvements,LEG,004ARO
2009,1,Minnesota,Physical Activity,Public Transportation,Community,Capital Improvements,LEG,040TRS
2015,2,Washington,Physical Activity,Appropriations,Community,Funding for Safe Routes to School Program,LEG,002APP
2012,1,New York,Obesity,Food Restrictions,Restaurant/Retail,An Act to Amend the Public Health Law<br>,LEG,020FOR
2014,1,West Virginia,Physical Activity,Physical Education Requirements,School/After School,Move to Improve Act,LEG,036PER
2011,1,Mississippi,Nutrition,Appropriations,Restaurant/Retail,Mississippi Dairy Industry Stabilization Act,LEG,002APP
2005,1,Michigan,Nutrition,Appropriations,Community,Farm Commercialization Roundtable,LEG,002APP
2011,1,California,Nutrition,School Nutrition,Work Place,Public Contracts: Healthy and Sustainable Food,LEG,043SNU
2010,1,Pennsylvania,Physical Activity,Appropriations,Community,Annual Registration for Passenger Cars,LEG,002APP
2011,1,Maryland,Obesity,Appropriations,Community,Creation of Green Business Incentive Zones in the State,LEG,002APP
2009,1,Massachusetts,Nutrition,Farm Direct Foods,School/After School,Student Nutrition and Wellness,LEG,015FDF
2009,1,Wisconsin,Obesity,Appropriations,Community,Budget Act,LEG,002APP
2003,1,District of Columbia,Physical Activity,Bicycling,Community,An Emergency Act Making Appropriations<br>,LEG,005BIK
