UID,Client,Pro Class,Contract Title,Route to Market,Agreement Type,Contract Start Date,Contract Term (Months),Maximum Duration of Contract (Months),Contract End Date,Ext. Applied to Contract,Maximum Extend Date,Review Date,Estimated Annual Value,Estimated Total Value,Supplier Name,Supplier Type,Registered Number,Postcode,Council Directorate
4168,Stockport Council,401406-Social Community Care Supplies & Services - Children : Specialist Needs : Leaving Care Services,16 Plus Care Leavers DPS,-,-,-,-,-,-,-,-,-,-,-,Hexagon Care,Small,8885676,PR2 2YQ,Stockport- Services to People
4168,Stockport Council,401406-Social Community Care Supplies & Services - Children : Specialist Needs : Leaving Care Services,16 Plus Care Leavers DPS,-,-,-,-,-,-,-,-,-,-,-,Horizon Semi Independent Support,Micro,9972851,OL9 8NS,Stockport- Services to People
4168,Stockport Council,401406-Social Community Care Supplies & Services - Children : Specialist Needs : Leaving Care Services,16 Plus Care Leavers DPS,-,-,-,-,-,-,-,-,-,-,-,Independent Living Services (North West ) Ltd. T/A as Homescope,Medium,5575883,WA10 3HX,Stockport- Services to People
4168,Stockport Council,401406-Social Community Care Supplies & Services - Children : Specialist Needs : Leaving Care Services,16 Plus Care Leavers DPS,-,-,-,-,-,-,-,-,-,-,-,Inspire Community Services ,Small,8861712, WA10 1AJ,Stockport- Services to People
4168,Stockport Council,401406-Social Community Care Supplies & Services - Children : Specialist Needs : Leaving Care Services,16 Plus Care Leavers DPS,-,-,-,-,-,-,-,-,-,-,-,Intact Projects  ,Micro,7113611,SK4 2LL,Stockport- Services to People
4168,Stockport Council,401406-Social Community Care Supplies & Services - Children : Specialist Needs : Leaving Care Services,16 Plus Care Leavers DPS,-,-,-,-,-,-,-,-,-,-,-,Just ONE Recruitment and Training Limited,Small,5106263,L19 0NQ,Stockport- Services to People
4168,Stockport Council,401406-Social Community Care Supplies & Services - Children : Specialist Needs : Leaving Care Services,16 Plus Care Leavers DPS,-,-,-,-,-,-,-,-,-,-,-,Lyn Moir T/A Davlin,Micro,Sole Trader,BB1 1QF,Stockport- Services to People
4168,Stockport Council,401406-Social Community Care Supplies & Services - Children : Specialist Needs : Leaving Care Services,16 Plus Care Leavers DPS,-,-,-,-,-,-,-,-,-,-,-,Manchester Settlement,Small,241676,M11 1JG,Stockport- Services to People
4168,Stockport Council,401406-Social Community Care Supplies & Services - Children : Specialist Needs : Leaving Care Services,16 Plus Care Leavers DPS,-,-,-,-,-,-,-,-,-,-,-,MoCoCo House - (Middlwich Community Church),Small,1051786 (charity),CW10 0JG,Stockport- Services to People
4168,Stockport Council,401406-Social Community Care Supplies & Services - Children : Specialist Needs : Leaving Care Services,16 Plus Care Leavers DPS,-,-,-,-,-,-,-,-,-,-,-,Moving Up Care Limited ,Small,7052529,WA1 2NL,Stockport- Services to People
4168,Stockport Council,401406-Social Community Care Supplies & Services - Children : Specialist Needs : Leaving Care Services,16 Plus Care Leavers DPS,-,-,-,-,-,-,-,-,-,-,-,Next Stage Â A Way Forward Ltd,Medium,7914701,BL5 3QJ,Stockport- Services to People
4168,Stockport Council,401406-Social Community Care Supplies & Services - Children : Specialist Needs : Leaving Care Services,16 Plus Care Leavers DPS,-,-,-,-,-,-,-,-,-,-,-,Next Step Care Management Ltd,Small,3309968,SE8 4AG,Stockport- Services to People
4168,Stockport Council,401406-Social Community Care Supplies & Services - Children : Specialist Needs : Leaving Care Services,16 Plus Care Leavers DPS,-,-,-,-,-,-,-,-,-,-,-,Nexus Assist  ,Micro,9480022,WF13 4LZ,Stockport- Services to People
4168,Stockport Council,401406-Social Community Care Supplies & Services - Children : Specialist Needs : Leaving Care Services,16 Plus Care Leavers DPS,-,-,-,-,-,-,-,-,-,-,-,Northern Community Pathways Limited,Small,9318197,FY5 1RP,Stockport- Services to People
4168,Stockport Council,401406-Social Community Care Supplies & Services - Children : Specialist Needs : Leaving Care Services,16 Plus Care Leavers DPS,-,-,-,-,-,-,-,-,-,-,-,Pathway  to Prospects,Small,8831416,WA15 9TB,Stockport- Services to People
4168,Stockport Council,401406-Social Community Care Supplies & Services - Children : Specialist Needs : Leaving Care Services,16 Plus Care Leavers DPS,-,-,-,-,-,-,-,-,-,-,-,Possabilities CIC,Medium,8837981,OL10 4SY,Stockport- Services to People
4168,Stockport Council,401406-Social Community Care Supplies & Services - Children : Specialist Needs : Leaving Care Services,16 Plus Care Leavers DPS,-,-,-,-,-,-,-,-,-,-,-,Professional Learning Systems Ltd T/AS PLS Care,Micro,9607876,M3 4EN,Stockport- Services to People
4168,Stockport Council,401406-Social Community Care Supplies & Services - Children : Specialist Needs : Leaving Care Services,16 Plus Care Leavers DPS,-,-,-,-,-,-,-,-,-,-,-,Right Step Ltd,Micro,7000398,M23 9RQ,Stockport- Services to People
4168,Stockport Council,401406-Social Community Care Supplies & Services - Children : Specialist Needs : Leaving Care Services,16 Plus Care Leavers DPS,-,-,-,-,-,-,-,-,-,-,-,The Together Trust,Large,301722,SK8 1JE,Stockport- Services to People
4168,Stockport Council,401406-Social Community Care Supplies & Services - Children : Specialist Needs : Leaving Care Services,16 Plus Care Leavers DPS,-,-,-,-,-,-,-,-,-,-,-,Transition 360,Micro,9678494,HX1 2HX,Stockport- Services to People
4168,Stockport Council,401406-Social Community Care Supplies & Services - Children : Specialist Needs : Leaving Care Services,16 Plus Care Leavers DPS,-,-,-,-,-,-,-,-,-,-,-,Transitional Plus Care CIC Ltd,Small,7145290,M50 3XP,Stockport- Services to People
4168,Stockport Council,401406-Social Community Care Supplies & Services - Children : Specialist Needs : Leaving Care Services,16 Plus Care Leavers DPS,-,-,-,-,-,-,-,-,-,-,-,Triangle Care Ltd,Small,8897382,M4 4DE,Stockport- Services to People
4168,Stockport Council,401406-Social Community Care Supplies & Services - Children : Specialist Needs : Leaving Care Services,16 Plus Care Leavers DPS,-,-,-,-,-,-,-,-,-,-,-,Youthlinx Ltd,Micro,10154587,N1 7GU,Stockport- Services to People
4170,Stockport Council,121300-Cemetery & Crematorium : Body Transport Service : ,Coroners' Body Removal Service (West and City Coronial Districts),OJEU Tender,Framework Agreement,01/04/2018,48,48,31/03/2022,No,31/03/2022,31/03/2021,"Â£305,970.00","Â£1,223,880.00",Various - see below,Various - see below,Various - see below,Various - see below,Stockport- Corporate & Support Services
4170,Stockport Council,121300-Cemetery & Crematorium : Body Transport Service : ,-,-,-,-,-,-,-,-,-,-,-,-,Kane funeral service,SME,10703888,WA10 2JJ,Stockport- Corporate & Support Services
4170,Stockport Council,121300-Cemetery & Crematorium : Body Transport Service : ,-,-,-,-,-,-,-,-,-,-,-,-,Bate & Holland ,SME,7550105,M191FE,Stockport- Corporate & Support Services
4179,Stockport Council,261500-Human Resources : Training & Conferences : ,Migrant and Community Wellbeing Project,Quote,Contract,01/09/2017,24,24,31/08/2019,No,31/08/2019,31/05/2019,"Â£11,800.00","Â£23,600.00",NHS Stockport Clinical Commissioning,NHS,,SK4 1BS,Stockport- Services to People
4185,Stockport Council,199999-Facilities & Management Services : Not Elsewhere Classified : ,"Framework for Provision of Library Re-fit Works, Goods and Services",Mini Competition (External),Framework Agreement,01/11/2017,35,35,30/09/2020,No,30/09/2020,01/08/2018,"Â£50,000.00","Â£150,000.00",The Design Concept,-,-,G72 8JJ,Stockport- Services to Place
4198,Stockport Council,159999-Consultancy : Not Elsewhere Classified : ,Migrant and Community Wellbeing Project,Exemption,Contract,01/09/2017,24,24,31/08/2019,No,31/08/2019,31/05/2019,"Â£20,400.00","Â£40,800.00",Training & Support for Services & Exiles (TS4SE),Small,6578514,M19 2EU,Stockport- Services to People
4199,Stockport Council,159999-Consultancy : Not Elsewhere Classified : ,Consultancy support for schools - Mathematics,Exemption,Contract,01/01/2017,19,19,31/07/2018,No,31/07/2018,30/04/2018,"Â£10,000.00","Â£10,000.00",Adam Gifford Education Ltd,Sole Trader,10045278,WA16 0AZ,Stockport- Services to People
4211,Stockport Council,271440-Information Communication Technology : Software : ,Letter Writing Software,Exemption,Contract,26/07/2017,12,12,25/07/2018,No,25/07/2018,24/04/2018,"Â£8,000.00","Â£8,000.00",Barbour Logic,SME,05098036,EW6 3RP,Stockport- Services to Place
4258,Stockport Council,271440-Information Communication Technology : Software : ,PMS System,Exemption,Contract,01/12/2017,12,12,30/11/2018,No,30/11/2018,29/07/2018,"Â£13,345.00","Â£13,345.00",GuestLine Limited,Large,02661520,SY2 6LG,Stockport- Corporate & Support Services
4272,Stockport Council,"391400-Works - Construction, Repair & Maintenance : Roads : ",Mersey Bridge Crossing,Call Off (External),Contract,01/09/2017,11,11,31/07/2018,No,31/07/2018,,"Â£1,622,185.94","Â£1,622,185.94",Osbourne,Large,20873093,PH2 9PY,Stockport- Corporate & Support Services
4287,Stockport Council,419999-Social Community Care Supplies & Services : Not Elsewhere Classified : ,Support for Young Carers,Tender,Contract,01/04/2018,36,60,31/03/2021,No,31/03/2023,01/09/2020,"Â£108,761.00","Â£543,805.00",Signpost Stockport for Carers,Small,4176004,SK4 3LD,Stockport- Services to People
4306,Stockport Council,321100-Social Community Care Supplies & Services - Children :  ,Aiming High Exemption ,Exemption,Contract,01/04/2018,12,12,31/03/2019,No,31/03/2019,01/10/2018,"Â£138,000.00","Â£138,000.00",Various - see below,Various - see below,Various - see below,Various - see below,Stockport- Services to People
4306,Stockport Council,-,-,-,-,-,-,-,-,-,-,-,-,-,Autistic Society of Greater Manchester,SME,04326334,M32 0HL,Stockport- Services to People
4306,Stockport Council,-,-,-,-,-,-,-,-,-,-,-,-,-,Leisure for Autism,SME,1076305,WA3 2QL,Stockport- Services to People
4306,Stockport Council,-,-,-,-,-,-,-,-,-,-,-,-,-,Lisburne School,SME,N/a,SK2 5LB,Stockport- Services to People
4306,Stockport Council,-,-,-,-,-,-,-,-,-,-,-,-,-,More Play More Often Community Interest Company,VCSE, 09083995,SK3 9RQ,Stockport- Services to People
4306,Stockport Council,-,-,-,-,-,-,-,-,-,-,-,-,-,Pure Innovations,SME,"05241249
 ",SK3 0RF,Stockport- Services to People
4306,Stockport Council,-,-,-,-,-,-,-,-,-,-,-,-,-,Seashell Trust,VCSE,company: 04216714  charity: 1092655,SK8 6RQ,Stockport- Services to People
4306,Stockport Council,-,-,-,-,-,-,-,-,-,-,-,-,-,Stockport CP Together Trust ,VCSE,209782,SK8 1JE,Stockport- Services to People
4310,Stockport Council,"391111-Works - Construction, Repair & Maintenance : Buildings : Repair & Maintenance",Romiley Forum - Asbestos Removal,Quote,Contract,-,-,-,-,-,-,-,"Â£20,100.00","Â£20,100.00",Reddish Vale Insulations Ltd,SME,1787569,OL1 2DP,Stockport- Services to Place
4317,Stockport Council,152050-Consultancy : Property : ,Housing Stock Modelling,Exemption,Contract,01/01/2018,24,24,31/12/2020,No,31/12/2020,30/09/2020,"Â£10,837.00","Â£32,511.00",BRE (Building Research Establishment),Large,03548352,WD25 9XX,Stockport- Services to Place
4321,Stockport Council,271600-Information Communication Technology : Software : Customised & Bespoke,School Budgeting Software,Call Off (External),Contract,15/02/2016,48,48,14/02/2020,Yes,14/02/2020,01/09/2019,"Â£50,150.00","Â£200,600.00",Softcat Plc,Large,02174990,M12 6JH,Stockport- Services to People
4322,Stockport Council,271200-Information Communication Technology : Hardware : ,Replacement of RFID Kiosks,Call Off (External),Contract,15/02/2018,60,60,14/02/2023,No,14/02/2023,01/06/2022,"Â£165,000.00","Â£165,000.00",Bibliotheca,SME,02983151,SK8 7BS,Stockport- Corporate & Support Services
4335,Stockport Council,321110-Social Community Care Supplies & Services - Children : Specialist Needs : Adolescent Mental Health Services,Nursing Services - Clinical Supervision for Young People's Drug and Alcohol ,Tender,Contract,01/01/2017,27,39,31/03/2019,No,31/03/2020,28/09/2018,"Â£46,872.00","Â£46,872.00",Pennine Care NHS Foundation Trust,NHS,8436885,OL1 1PF,Stockport- Services to People
4351,Stockport Council,319999-Healthcare : Not Elsewhere Classified : ,LGBT Support Group,Exemption,Contract,01/04/2018,12,12,31/03/2019,No,31/03/2019,02/01/2019,"Â£9,045.00","Â£9,045.00",Proud Trust,Small,1161102,M1 7HB,Stockport- Corporate & Support Services
4358,Stockport Council,271440-Information Communication Technology : Software : ,Electoral Management System,Call Off (Internal),Contract,01/12/2015,36,36,30/11/2018,Yes,30/11/2018,28/02/2018,"Â£11,500.00","Â£34,500.00",-,-,-,-,Stockport- Corporate & Support Services
4362,Stockport Council,271440-Information Communication Technology : Software : ,Data Assessment Package for Schools,Exemption,Contract,01/02/2018,36,36,31/01/2021,No,31/01/2021,01/12/2020,"Â£3,975.00","Â£11,925.00",Board Works Ltd,Small,04064340,OX4 1LF,Stockport- Services to People
4368,Stockport Council,201800-Financial Services : Insurance : ,Insurance: Lot 6: Liability & Lot 12: Directors & Officers,OJEU Tender,Contract,01/12/2017,36,60,30/11/2020,No,29/11/2022,30/11/2019,"Â£375,500.00","Â£1,763,685.00",Risk Management Partners Ltd,Large,2989025,EC4N 8AW,Stockport- Corporate & Support Services
4369,Stockport Council,201820-Financial Services : Insurance : Property,Insurance: Lot 3: Leaseholders Property,OJEU Tender,Contract,01/12/2017,36,60,30/11/2020,No,29/11/2022,30/11/2019,"Â£59,626.94","Â£298,134.70",NIG: Arthur J. Gallagher Insurance Brokers Ltd,Large,SC108909,G2 7AT,Stockport- Corporate & Support Services
4370,Stockport Council,201800-Financial Services : Insurance : ,Insurance: Lot 4: All Risks (art & regalia),OJEU Tender,Contract,01/12/2017,36,60,30/11/2020,No,29/11/2022,30/11/2019,"Â£4,594.60","Â£22,973.00",AXA Art Insurance UK SE,Large,HRB91336,"51067 Koln, Germany",Stockport- Corporate & Support Services
4371,Stockport Council,201800-Financial Services : Insurance : ,Insurance: Lot 5: Terrorism,OJEU Tender,Contract,01/12/2017,36,60,30/11/2020,No,29/11/2022,30/11/2019,"Â£28,500.00","Â£142,500.00",Chaucer Syndicates Limited,Large,9588515,E5 9AB,Stockport- Corporate & Support Services
4384,Stockport Council,271200-Information Communication Technology : Hardware : ,Open Library System ,Call Off (External),Contract,21/01/2018,60,60,01/02/2023,No,01/02/2023,01/08/2022,"Â£9,936.46","Â£157,825.80",Bibliotheca,Large,02983151,SK8 7BS,Stockport- Corporate & Support Services
4386,Stockport Council,"391110-Works - Construction, Repair & Maintenance : Buildings : Construction",Demolition of Heath House,Quote,Contract,-,-,-,-,-,-,-,"Â£19,270.00","Â£19,270.00",J Freeley Ltd ,Large,1719179,M28 3QN ,Stockport- Services to Place
4397,Stockport Council,321100-Social Community Care Supplies & Services - Children :  ,"Children's Rights, Independent Visitors and Advocacy Services",Tender,Contract,01/04/2018,36,48,31/03/2021,Yes,31/03/2022,01/11/2021,"Â£30,000.00","Â£120,000.00",Coram Voice,VCSE,3050826,WC1N 2QA,Stockport- Services to People
4424,Stockport Council,159999-Consultancy : Not Elsewhere Classified : ,"System Strategy (1a, 1c, 1e)- Adult Social Care Services - Extension to 4227 (PwC)",Call Off (External),Contract,15/03/2018,2,2,14/05/2018,No,14/05/2018,14/05/2018,"Â£90,000.00","Â£90,000.00",Bloom Procurement Services Limited,Medium,08045123,NE1 3DY,Stockport- Corporate & Support Services
4436,Stockport Council,261400-Human Resources : Temporary & Agency Staff : ,Fee in relation to appointment of Licensing Officer,Exemption,Contract,02/03/2018,13,13,15/03/2019,No,15/03/2019,01/12/2018,"Â£9,387.70","Â£9,387.70",James Andrews Recruitment Solutions Limited,SME,06834852,LE2 6EG,Stockport- Services to Place
4437,Stockport Council,271440-Information Communication Technology : Software : ,BIM Software and Specialist Training Service,RBS - Low/Med - Simple (RFQ),Contract,01/04/2018,36,48,31/03/2021,No,31/03/2022,01/10/2019,"Â£30,000.00","Â£120,000.00",Cadassist Ltd,Small,01994562,SK7 1AH,Stockport- Services to Place
4440,Stockport Council,299999-Arts & Leisure Services : Not Elsewhere Classified : ,"Research, Design and Fabricate a piece of public art in memory of S.S. STOCKPORT and crew ",RBS - Low/Med - Simple (RFQ),RBS - Low/Med - Simple (RFQ),23/05/2018,5,5,30/09/2018,No,30/09/2018,30/09/2018,"Â£30,000.00","Â£30,000.00",Circling the Square,Micro,4542844,IG9 5RS,Stockport- Corporate & Support Services
4442,Stockport Council,269999-Human Resources : Not Elsewhere Classified : ,Apprentice Training and End-point Assessments ,Call Off (External),Call Off (External),02/01/2018,36,48,02/01/2021,No,02/01/2022,02/01/2020,-,-,Acorn Training Ltd,Medium,6517343,ST6 6BD,Stockport- Services to Place
4443,Stockport Council,261500-Human Resources : Training & Conferences : ,EMDR Training,RBS - Low - Quick Quote,Local Services,27/03/2018,7,7,25/10/2018,No,26/10/2018,,"Â£10,500.00","Â£10,500.00","The EMDR Academy, The Stress and Trauma Centre Ltd",SME,8399811,CW6 9ND ,Stockport- Services to Place
4444,Stockport Council,211100-Furniture & Soft Furnishings : Domestic Furniture : ,Furniture Re-Use Scheme ,Exemption,Contract,01/04/2018,12,12,31/03/2019,No,31/03/2019,15/12/2018,"Â£10,000.00","Â£10,000.00",Stockport Homes Group,SME,04521257,SK1 3NQ,Stockport- Services to People
4445,Stockport Council,271300-Information Communication Technology : Services : Maintenance & Support,FEM Desktop upgrade from Professional edition to database edition; maintenance & support,Exemption,Contract,01/05/2018,12,12,30/04/2019,No,30/04/2019,01/12/2018,"Â£5,780.00","Â£5,780.00",Dotted Eyes,SME,4471760,B3 1TX,Stockport- Corporate & Support Services
4446,Stockport Council,322001-Social Community Care Supplies & Services - Adult : Mental Health Services : ,Stockport Mental Health Enablement and Recovery Services Alliance Agreement,OJEU Tender,OJEU Tender,01/04/2013,36,72,31/03/2019,Yes,31/03/2019,01/07/2018,"Â£262,200.00","Â£1,311,000.00",Various - see below,Various - see below,Various - see below,Various - see below,Stockport- Services to People
4446,Stockport Council,-,-,-,-,-,-,-,-,-,-,-,-,-,Stockport Progress and Recovery Centre,Medium,5879337,SK1 3NP,Stockport- Services to People
4446,Stockport Council,-,-,-,-,-,-,-,-,-,-,-,-,-,Stockport and District Mind,Medium,515832,SK2 6RE,Stockport- Services to People
4447,Stockport Council,322001-Social Community Care Supplies & Services - Adult : Mental Health Services : ,Prevention and Personalisation Service,Exemption,Exemption,01/04/2018,12,12,31/03/2019,No,31/03/2019,01/09/2018,"Â£100,000.00","Â£100,000.00",Stockport District Mind,Medium,5879337,SK1 3NP,Stockport- Services to People
4448,Stockport Council,261520-Human Resources : Training & Conferences : Training,Desktop review of Highway Inspection Procedures,RBS - Low - Quick Quote,Contract,01/03/2018,12,12,01/03/2019,No,01/03/2019,,"Â£10,000.00","Â£10,000.00",Skills Training Centre Ltd,SME,5308344,N12 0DA,Stockport- Services to Place
4461,Stockport Council,121300-Cemetery & Crematorium : Body Transport Service : ,Coroners' Body Removal Service (South Coronial District),OJEU Tender,Framework Agreement,01/04/2018,24,24,31/03/2020,No,31/03/2020,31/03/2019,"Â£141,460.00","Â£565,840.00",Kane Funeral Service,SME,10703888,WA10 2JJ,Stockport- Corporate & Support Services
4463,Stockport Council,152200-Consultancy : Technical & Feasibility : ,A6MAR ,Exemption,Contract,09/02/2018,12,12,31/03/2019,No,31/03/2019,31/03/2019,"Â£38,645.00","Â£38,645.00",T Sumner,Small,4092213, PR6 7EN,Stockport- Services to Place
4469,Stockport Council,"New-Works - Construction, Repair & Maintenance : Manufacturing Services : Small Scale Fabrication",Didsbury Road Primary School Flat Roof Refurbishment Works and Structural Repairs,RBS - Med/High - Advanced (Open),Contract,01/07/2018,43416,6,12/11/2018,No,12/11/2018,12/11/2018,"Â£975,972.00","Â£975,972.00",J Greenwood (Builders) Ltd,Medium,1017470,M24 1SW,Stockport- Services to Place
4471,Stockport Council,271440-Information Communication Technology : Software : ,Locta Tracing Solution Software,Exemption,Contract,01/04/2018,60,60,31/03/2023,No,31/03/2023,01/12/2022,"Â£2,800.00","Â£14,000.00",Magnet Solutions Ltd,Small,04304138,M3 3EB,Stockport- Corporate & Support Services
4479,Stockport Council,271440-Information Communication Technology : Software : ,"LACHS Claim Handling System Update, Support and Maintenance",Exemption,Contract,30/04/2018,60,60,29/04/2023,No,29/04/2023,01/12/2022,"Â£4,999.00","Â£31,495.00",JC Applications Developments Ltd,Small,07000813,GU33 6JS,Stockport- Corporate & Support Services
4483,Stockport Council,321200-Social Community Care Supplies & Services - Children : Disabled Children : ,Youth Club for Children with Disabilities,RBS - Low - Quick Quote,Contract,01/04/2018,12,36,31/03/2019,No,31/03/2021,03/09/2018,"Â£13,742.90","Â£13,742.90",Seashell Trust,SME,4216714,SK8 6RQ,Stockport- Services to People
4494,Stockport Council,171030-Education : Statutory Education Services : Curriculum,Educationall Services,Procured by Other,Contract,01/03/2018,12,12,28/02/2019,No,28/02/2019,30/09/2018,"Â£10,250.00","Â£10,250.00",Hope Valley College,Other,7697177,S33 6SD,Stockport- Corporate & Support Services
5049,Stockport Council,211000-Furniture & Soft Furnishings : Commercial Furniture : ,Specialist equipment for people with disability needs,Procured by Other,Contract,05/05/2018,12,12,04/05/2019,No,04/05/2019,01/02/2019,"Â£21,861.00","Â£21,861.00",CareFlex,Large,2650254,HP10 9QY ,Stockport- Services to Place
5072,Stockport Council,331200-Sports & Playground Equipment & Maintenance : Sports Equipment Maintenance : ,Maintenance of Gymnasium / Sports Hall Equipment,OJEU Tender,Contract,01/04/2018,36,48,31/03/2021,No,31/03/2022,01/12/2020,"Â£3,891.00","Â£15,564.00",Sportsafe UK Ltd,SME,3370067,C01 2TJ,Stockport- Services to Place
6005,Stockport Council,269999-Human Resources : Not Elsewhere Classified : ,Apprentice Training and End-point Assessments ,Call Off (External),Call Off (External),02/01/2018,36,48,02/01/2021,No,02/01/2022,02/01/2020,-,-,Ashley Hunter Ltd,Medium,7564626,0L1 1TE,Stockport- Services to People
6006,Stockport Council,269999-Human Resources : Not Elsewhere Classified : ,Apprentice Training and End-point Assessments ,Call Off (External),Call Off (External),02/01/2018,36,48,02/01/2021,No,02/01/2022,02/01/2020,-,-,Axia Solutions Ltd,Medium,3737341,ST4 4RJ,Stockport- Services to People
6007,Stockport Council,269999-Human Resources : Not Elsewhere Classified : ,Apprentice Training and End-point Assessments ,Call Off (External),Call Off (External),02/01/2018,36,48,02/01/2021,No,02/01/2022,02/01/2020,-,-,Baltic Training Services Ltd,Medium,5868493,TS25 1PW,Stockport- Services to People
6008,Stockport Council,269999-Human Resources : Not Elsewhere Classified : ,Apprentice Training and End-point Assessments ,Call Off (External),Call Off (External),02/01/2018,36,48,02/01/2021,No,02/01/2022,02/01/2020,-,-,Bespoke Consultancy and Education Ltd,Medium,8730523,BS24 8EE,Stockport- Services to People
6009,Stockport Council,269999-Human Resources : Not Elsewhere Classified : ,Apprentice Training and End-point Assessments ,Call Off (External),Call Off (External),02/01/2018,36,48,02/01/2021,No,02/01/2022,02/01/2020,-,-,Blackburn College,Medium,-,BB2 1LH,Stockport- Services to People
6010,Stockport Council,269999-Human Resources : Not Elsewhere Classified : ,Apprentice Training and End-point Assessments ,Call Off (External),Call Off (External),02/01/2018,36,48,02/01/2021,No,02/01/2022,02/01/2020,-,-,Blackrock (London) Ltd,Medium,10478695,TN12 6UT,Stockport- Services to People
6011,Stockport Council,269999-Human Resources : Not Elsewhere Classified : ,Apprentice Training and End-point Assessments ,Call Off (External),Call Off (External),02/01/2018,36,48,02/01/2021,No,02/01/2022,02/01/2020,-,-,Learning Curve Group Ltd (LCG),Medium,5233487,DL14 6XB,Stockport- Services to People
6012,Stockport Council,269999-Human Resources : Not Elsewhere Classified : ,Apprentice Training and End-point Assessments ,Call Off (External),Call Off (External),02/01/2018,36,48,02/01/2021,No,02/01/2022,02/01/2020,-,-,Damar Ltd,Medium,1469426,SK1 1HE,Stockport- Services to People
6013,Stockport Council,269999-Human Resources : Not Elsewhere Classified : ,Apprentice Training and End-point Assessments ,Call Off (External),Call Off (External),02/01/2018,36,48,02/01/2021,No,02/01/2022,02/01/2020,-,-,Dawn Hodge Associates Limited,Medium,4130146,CH64 3RU,Stockport- Services to People
6014,Stockport Council,269999-Human Resources : Not Elsewhere Classified : ,Apprentice Training and End-point Assessments ,Call Off (External),Call Off (External),02/01/2018,36,48,02/01/2021,No,02/01/2022,02/01/2020,-,-,Essential Learning Company Limited,Medium,4171904,CV1 2EL,Stockport- Services to People
6015,Stockport Council,269999-Human Resources : Not Elsewhere Classified : ,Apprentice Training and End-point Assessments ,Call Off (External),Call Off (External),02/01/2018,36,48,02/01/2021,No,02/01/2022,02/01/2020,-,-,Expanse Group Limited,Medium,8475076,WN7 4JY,Stockport- Services to People
6016,Stockport Council,269999-Human Resources : Not Elsewhere Classified : ,Apprentice Training and End-point Assessments ,Call Off (External),Call Off (External),02/01/2018,36,48,02/01/2021,No,02/01/2022,02/01/2020,-,-,FLM Training Limited,Medium,8384009,WN3 6XU,Stockport- Services to People
6017,Stockport Council,269999-Human Resources : Not Elsewhere Classified : ,Apprentice Training and End-point Assessments ,Call Off (External),Call Off (External),02/01/2018,36,48,02/01/2021,No,02/01/2022,02/01/2020,-,-,G P Strategies Training Limited,Medium,8003851,WA14 2DT,Stockport- Services to People
6018,Stockport Council,269999-Human Resources : Not Elsewhere Classified : ,Apprentice Training and End-point Assessments ,Call Off (External),Call Off (External),02/01/2018,36,48,02/01/2021,No,02/01/2022,02/01/2020,-,-,HIT Training Limited,Medium,5765957,BN43 5FF,Stockport- Services to People
6020,Stockport Council,269999-Human Resources : Not Elsewhere Classified : ,Apprentice Training and End-point Assessments ,Call Off (External),Call Off (External),02/01/2018,36,48,02/01/2021,No,02/01/2022,02/01/2020,-,-,Lifetime Training Group Limited,Medium,3263608,BS8 1EJ,Stockport- Services to People
6021,Stockport Council,269999-Human Resources : Not Elsewhere Classified : ,Apprentice Training and End-point Assessments ,Call Off (External),Call Off (External),02/01/2018,36,48,02/01/2021,No,02/01/2022,02/01/2020,-,-,Macclesfield College,Medium,-,SK11 8LF,Stockport- Services to People
6022,Stockport Council,269999-Human Resources : Not Elsewhere Classified : ,Apprentice Training and End-point Assessments ,Call Off (External),Call Off (External),02/01/2018,36,48,02/01/2021,No,02/01/2022,02/01/2020,-,-,Mantra Learning Limited,Medium,2743170,M24 1RU,Stockport- Services to People
6023,Stockport Council,269999-Human Resources : Not Elsewhere Classified : ,Apprentice Training and End-point Assessments ,Call Off (External),Call Off (External),02/01/2018,36,48,02/01/2021,No,02/01/2022,02/01/2020,-,-,MBKB Limited,Medium,7349835,WV14 9RL,Stockport- Services to People
6024,Stockport Council,269999-Human Resources : Not Elsewhere Classified : ,Apprentice Training and End-point Assessments ,Call Off (External),Call Off (External),02/01/2018,36,48,02/01/2021,No,02/01/2022,02/01/2020,-,-,North Lancs Training Group Limited,Medium,1948169,BB5 1EQ,Stockport- Services to People
6025,Stockport Council,269999-Human Resources : Not Elsewhere Classified : ,Apprentice Training and End-point Assessments ,Call Off (External),Call Off (External),02/01/2018,36,48,02/01/2021,No,02/01/2022,02/01/2020,-,-,People Plus Group Limited,Medium,5722765,NG2 1AE,Stockport- Services to People
6026,Stockport Council,269999-Human Resources : Not Elsewhere Classified : ,Apprentice Training and End-point Assessments ,Call Off (External),Call Off (External),02/01/2018,36,48,02/01/2021,No,02/01/2022,02/01/2020,-,-,Project Management (Staffordshire) Limited,Medium,1620399,ST5 0QW,Stockport- Services to People
6027,Stockport Council,269999-Human Resources : Not Elsewhere Classified : ,Apprentice Training and End-point Assessments ,Call Off (External),Call Off (External),02/01/2018,36,48,02/01/2021,No,02/01/2022,02/01/2020,-,-,Premier People Solutions Limited,Medium,5997338,DN4 5NL,Stockport- Services to People
6028,Stockport Council,269999-Human Resources : Not Elsewhere Classified : ,Apprentice Training and End-point Assessments ,Call Off (External),Call Off (External),02/01/2018,36,48,02/01/2021,No,02/01/2022,02/01/2020,-,-,QA Limited,Medium,2413137,SL1 1SG,Stockport- Services to People
